Venture ID,Sector,Status,Repo Count,Vercel URL,GitHub Repos
COMM-048,COMM,CODE_AND_DEPLOYMENT,1,https://comm-048-community-transportation-a.vercel.app,"https://github.com/Worldwidebro/comm-048-community-transportation-ai"
COMM-049,COMM,CODE_AND_DEPLOYMENT,1,https://comm-049-public-event-ai.vercel.app,"https://github.com/Worldwidebro/comm-049-public-event-ai"
COMM-050,COMM,CODE_AND_DEPLOYMENT,1,https://comm-050-community-cultural-ai.vercel.app,"https://github.com/Worldwidebro/comm-050-community-cultural-ai"
CON-001,CON,CODE_AND_DEPLOYMENT,2,https://con-001-ace-construction.vercel.app,"https://github.com/Worldwidebro/Con-001-Admin, https://github.com/Worldwidebro/con-001-ace-construction"
CON-001,CON,CODE_AND_DEPLOYMENT,2,https://con001-gsd-worldwidebros-projects.vercel.app,"https://github.com/Worldwidebro/Con-001-Admin, https://github.com/Worldwidebro/con-001-ace-construction"
EC-001,EC,CODE_AND_DEPLOYMENT,1,https://ec-001-angels-in-daylight.vercel.app,"https://github.com/Worldwidebro/ec-001-angels-in-daylight"
EC-111,EC,CODE_AND_DEPLOYMENT,2,https://ec-111-miss-toys.vercel.app,"https://github.com/Worldwidebro/ec-111-miss-toys, https://github.com/Worldwidebro/ec-111-tve-fragrance"
EC-112,EC,CODE_AND_DEPLOYMENT,1,https://ec-112-cosmic-kitty-worldwidebros-projects.vercel.app,"https://github.com/Worldwidebro/ec-112-cosmic-kitty"
EC-113,EC,CODE_AND_DEPLOYMENT,1,https://ec-113-kosmic-kitty-worldwidebros-projects.vercel.app,"https://github.com/Worldwidebro/Ec-113kosmickitty"
EC-113,EC,CODE_AND_DEPLOYMENT,1,https://ec-113-separate-worldwidebros-projects.vercel.app,"https://github.com/Worldwidebro/Ec-113kosmickitty"
FIN-001,FIN,CODE_AND_DEPLOYMENT,1,https://genixbank-hero-site.vercel.app,"https://github.com/Worldwidebro/fin-001-genixbank-lite"
FIN-006,FIN,CODE_AND_DEPLOYMENT,1,https://fin-006-tax-prep-filing-services.vercel.app,"https://github.com/Worldwidebro/fin-006-tax-prep-filing-services"
FIN-009,FIN,CODE_AND_DEPLOYMENT,1,https://fin-009-crypto-tax-optimizer.vercel.app,"https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer"
FIN-021,FIN,CODE_AND_DEPLOYMENT,1,https://fin-021-tax-deduction-finder.vercel.app,"https://github.com/Worldwidebro/fin-021-tax-deduction-finder"
FIN-033,FIN,CODE_AND_DEPLOYMENT,2,https://fin-033-ai-tax-preparation-service.vercel.app,"https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service, https://github.com/Worldwidebro/fin-033-legal-toolkit-ai"
LT-005,LT,CODE_AND_DEPLOYMENT,1,https://lt-005-medical-courier-dispatch.vercel.app,"https://github.com/Worldwidebro/lt-005-medical-courier-dispatch"
LT-005,LT,CODE_AND_DEPLOYMENT,1,https://lt-005-deploy-temp.vercel.app,"https://github.com/Worldwidebro/lt-005-medical-courier-dispatch"
LT-005,LT,CODE_AND_DEPLOYMENT,1,https://healthroute-courier.vercel.app,"https://github.com/Worldwidebro/lt-005-medical-courier-dispatch"
LT-011,LT,INCOME_READY,1,https://lt-011-dispatch-software.vercel.app,"https://github.com/Worldwidebro/lt-011-dispatch-software"
MC-006,MC,CODE_AND_DEPLOYMENT,1,https://mc-006-video-production-company.vercel.app,"https://github.com/Worldwidebro/mc-006-video-production-company"
PS-012,PS,CODE_AND_DEPLOYMENT,1,https://ps-012-website-build.vercel.app,"https://github.com/Worldwidebro/ps-012-insurance-agency"
RE-001,RE,CODE_AND_DEPLOYMENT,1,https://re-001-worldwidebro-holdings.vercel.app,"https://github.com/Worldwidebro/re-001-worldwidebro-holdings"
TECH-062,TECH,DEPLOYMENT_ONLY,0,https://tech-062-iza-os.vercel.app,""
