repo_name,description,company_role,venture_id,venture_name,sector,stage,status,repository_url,agent_ids,health_score,revenue_ytd,source,priority,notes
ops-033-training-content-ai,OPS-033-Training-Content-AI: Training Content Ai - operations venture,Venture,OPS-033-Training-Content-AI,Training Content Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-033-training-content-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #459 of 687
ops-034-employee-engagement-ai,OPS-034-Employee-Engagement-AI: Employee Engagement Ai - operations venture,Venture,OPS-034-Employee-Engagement-AI,Employee Engagement Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-034-employee-engagement-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #460 of 687
ops-035-succession-planning-ai,OPS-035-Succession-Planning-AI: Succession Planning Ai - operations venture,Venture,OPS-035-Succession-Planning-AI,Succession Planning Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-035-succession-planning-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #461 of 687
ops-036-workspace-design-ai,OPS-036-Workspace-Design-AI: Workspace Design Ai - operations venture,Venture,OPS-036-Workspace-Design-AI,Workspace Design Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-036-workspace-design-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #462 of 687
ops-037-energy-efficiency-ai,OPS-037-Energy-Efficiency-AI: Energy Efficiency Ai - operations venture,Venture,OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-037-energy-efficiency-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #463 of 687
ops-038-security-monitoring-ai,OPS-038-Security-Monitoring-AI: Security Monitoring Ai - operations venture,Venture,OPS-038-Security-Monitoring-AI,Security Monitoring Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-038-security-monitoring-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #464 of 687
ops-039-health-safety-ai,OPS-039-Health-Safety-AI: Health Safety Ai - operations venture,Venture,OPS-039-Health-Safety-AI,Health Safety Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-039-health-safety-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #465 of 687
ops-040-disaster-recovery-ai,OPS-040-Disaster-Recovery-AI: Disaster Recovery Ai - operations venture,Venture,OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-040-disaster-recovery-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #466 of 687
ops-041-it-asset-management,OPS-041-IT-Asset-Management: It Asset Management - operations venture,Venture,OPS-041-IT-Asset-Management,It Asset Management,operations,planned,planned,https://github.com/Worldwidebro/ops-041-it-asset-management,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #467 of 687
ops-042-cloud-cost-management,OPS-042-Cloud-Cost-Management: Cloud Cost Management - operations venture,Venture,OPS-042-Cloud-Cost-Management,Cloud Cost Management,operations,planned,planned,https://github.com/Worldwidebro/ops-042-cloud-cost-management,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #468 of 687
ops-043-data-governance-ai,OPS-043-Data-Governance-AI: Data Governance Ai - operations venture,Venture,OPS-043-Data-Governance-AI,Data Governance Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-043-data-governance-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #469 of 687
ops-044-network-monitoring-ai,OPS-044-Network-Monitoring-AI: Network Monitoring Ai - operations venture,Venture,OPS-044-Network-Monitoring-AI,Network Monitoring Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-044-network-monitoring-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #470 of 687
ops-045-software-licensing-ai,OPS-045-Software-Licensing-AI: Software Licensing Ai - operations venture,Venture,OPS-045-Software-Licensing-AI,Software Licensing Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-045-software-licensing-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #471 of 687
ops-046-it-procurement-ai,OPS-046-IT-Procurement-AI: It Procurement Ai - operations venture,Venture,OPS-046-IT-Procurement-AI,It Procurement Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-046-it-procurement-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #472 of 687
ops-047-system-integration-ai,OPS-047-System-Integration-AI: System Integration Ai - operations venture,Venture,OPS-047-System-Integration-AI,System Integration Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-047-system-integration-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #473 of 687
ops-048-data-backup-ai,OPS-048-Data-Backup-AI: Data Backup Ai - operations venture,Venture,OPS-048-Data-Backup-AI,Data Backup Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-048-data-backup-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #474 of 687
ops-049-business-continuity-ai,OPS-049-Business-Continuity-AI: Business Continuity Ai - operations venture,Venture,OPS-049-Business-Continuity-AI,Business Continuity Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-049-business-continuity-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #475 of 687
ops-050-compliance-audit-ai,OPS-050-Compliance-Audit-AI: Compliance Audit Ai - operations venture,Venture,OPS-050-Compliance-Audit-AI,Compliance Audit Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-050-compliance-audit-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #476 of 687
ops-051-document-collaboration-ai,OPS-051-Document-Collaboration-AI: Document Collaboration Ai - operations venture,Venture,OPS-051-Document-Collaboration-AI,Document Collaboration Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-051-document-collaboration-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #477 of 687
ops-052-video-conferencing-ai,OPS-052-Video-Conferencing-AI: Video Conferencing Ai - operations venture,Venture,OPS-052-Video-Conferencing-AI,Video Conferencing Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-052-video-conferencing-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #478 of 687
ops-053-email-management-ai,OPS-053-Email-Management-AI: Email Management Ai - operations venture,Venture,OPS-053-Email-Management-AI,Email Management Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-053-email-management-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #479 of 687
ops-054-calendar-optimization-ai,OPS-054-Calendar-Optimization-AI: Calendar Optimization Ai - operations venture,Venture,OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-054-calendar-optimization-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #480 of 687
ops-055-project-budget-ai,OPS-055-Project-Budget-AI: Project Budget Ai - operations venture,Venture,OPS-055-Project-Budget-AI,Project Budget Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-055-project-budget-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #481 of 687
ops-056-resource-forecasting-ai,OPS-056-Resource-Forecasting-AI: Resource Forecasting Ai - operations venture,Venture,OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-056-resource-forecasting-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #482 of 687
ops-057-task-prioritization-ai,OPS-057-Task-Prioritization-AI: Task Prioritization Ai - operations venture,Venture,OPS-057-Task-Prioritization-AI,Task Prioritization Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-057-task-prioritization-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #483 of 687
ops-058-time-management-ai,OPS-058-Time-Management-AI: Time Management Ai - operations venture,Venture,OPS-058-Time-Management-AI,Time Management Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-058-time-management-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #484 of 687
ops-059-meeting-minutes-ai,OPS-059-Meeting-Minutes-AI: Meeting Minutes Ai - operations venture,Venture,OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-059-meeting-minutes-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #485 of 687
ops-060-document-translation-ai,OPS-060-Document-Translation-AI: Document Translation Ai - operations venture,Venture,OPS-060-Document-Translation-AI,Document Translation Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-060-document-translation-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #486 of 687
ops-061-form-automation-ai,OPS-061-Form-Automation-AI: Form Automation Ai - operations venture,Venture,OPS-061-Form-Automation-AI,Form Automation Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-061-form-automation-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #487 of 687
ops-062-report-generation-ai,OPS-062-Report-Generation-AI: Report Generation Ai - operations venture,Venture,OPS-062-Report-Generation-AI,Report Generation Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-062-report-generation-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #488 of 687
ops-063-dashboard-creation-ai,OPS-063-Dashboard-Creation-AI: Dashboard Creation Ai - operations venture,Venture,OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-063-dashboard-creation-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #489 of 687
ops-064-analytics-platform-ai,OPS-064-Analytics-Platform-AI: Analytics Platform Ai - operations venture,Venture,OPS-064-Analytics-Platform-AI,Analytics Platform Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-064-analytics-platform-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #490 of 687
ops-065-data-cleaning-ai,OPS-065-Data-Cleaning-AI: Data Cleaning Ai - operations venture,Venture,OPS-065-Data-Cleaning-AI,Data Cleaning Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-065-data-cleaning-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #491 of 687
ops-066-workflow-management-ai,OPS-066-Workflow-Management-AI: Workflow Management Ai - operations venture,Venture,OPS-066-Workflow-Management-AI,Workflow Management Ai,operations,planned,planned,https://github.com/Worldwidebro/ops-066-workflow-management-ai,"T5_DEVOPS_AUTOMATION_001",[""operations",0,ventures-master.csv,medium,Venture #492 of 687
edu-001-youth-entrepreneurship-curriculum,EDU-001-Youth-Entrepreneurship-Curriculum: Youth Entrepreneurship Curriculum - education venture,Venture,EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,planned,planned,https://github.com/Worldwidebro/edu-001-youth-entrepreneurship-curriculum,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #493 of 687
edu-002-ai-literacy-program,EDU-002-AI-Literacy-Program: Ai Literacy Program - education venture,Venture,EDU-002-AI-Literacy-Program,Ai Literacy Program,education,planned,planned,https://github.com/Worldwidebro/edu-002-ai-literacy-program,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #494 of 687
edu-003-coding-mentor-certification,EDU-003-Coding-Mentor-Certification: Coding Mentor Certification - education venture,Venture,EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,planned,planned,https://github.com/Worldwidebro/edu-003-coding-mentor-certification,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #495 of 687
edu-004-real-estate-licensing-prep,EDU-004-Real-Estate-Licensing-Prep: Real Estate Licensing Prep - education venture,Venture,EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,planned,planned,https://github.com/Worldwidebro/edu-004-real-estate-licensing-prep,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #496 of 687
edu-005-coding-bootcamp,EDU-005-Coding-Bootcamp: Coding Bootcamp - education venture,Venture,EDU-005-Coding-Bootcamp,Coding Bootcamp,education,planned,planned,https://github.com/Worldwidebro/edu-005-coding-bootcamp,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #497 of 687
edu-006-homeschooling-content-ai,EDU-006-Homeschooling-Content-AI: Homeschooling Content Ai - education venture,Venture,EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,education,planned,planned,https://github.com/Worldwidebro/edu-006-homeschooling-content-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #498 of 687
edu-007-ai-tutoring-platform,EDU-007-AI-Tutoring-Platform: Ai Tutoring Platform - education venture,Venture,EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,education,planned,planned,https://github.com/Worldwidebro/edu-007-ai-tutoring-platform,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #499 of 687
edu-008-branding-templates-marketplace,EDU-008-Branding-Templates-Marketplace: Branding Templates Marketplace - education venture,Venture,EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,education,planned,planned,https://github.com/Worldwidebro/edu-008-branding-templates-marketplace,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #500 of 687
edu-009-voiceover-script-library,EDU-009-Voiceover-Script-Library: Voiceover Script Library - education venture,Venture,EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,planned,planned,https://github.com/Worldwidebro/edu-009-voiceover-script-library,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #501 of 687
edu-010-trade-skills-bootcamp,EDU-010-Trade-Skills-Bootcamp: Trade Skills Bootcamp - education venture,Venture,EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,planned,planned,https://github.com/Worldwidebro/edu-010-trade-skills-bootcamp,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #502 of 687
edu-011-franchise-blueprint-system,EDU-011-Franchise-Blueprint-System: Franchise Blueprint System - education venture,Venture,EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,planned,planned,https://github.com/Worldwidebro/edu-011-franchise-blueprint-system,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #503 of 687
edu-012-low-income-housing-blueprint,EDU-012-Low-Income-Housing-Blueprint: Low Income Housing Blueprint - education venture,Venture,EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,planned,planned,https://github.com/Worldwidebro/edu-012-low-income-housing-blueprint,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #504 of 687
edu-013-automated-empire-book,EDU-013-Automated-Empire-Book: Automated Empire Book - education venture,Venture,EDU-013-Automated-Empire-Book,Automated Empire Book,education,planned,planned,https://github.com/Worldwidebro/edu-013-automated-empire-book,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #505 of 687
edu-014-bipoc-creator-incubator,EDU-014-BIPOC-Creator-Incubator: Bipoc Creator Incubator - education venture,Venture,EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,planned,planned,https://github.com/Worldwidebro/edu-014-bipoc-creator-incubator,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #506 of 687
edu-015-ai-legal-doc-generator,EDU-015-AI-Legal-Doc-Generator: Ai Legal Doc Generator - education venture,Venture,EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,education,planned,planned,https://github.com/Worldwidebro/edu-015-ai-legal-doc-generator,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #507 of 687
edu-016-virtual-black-art-museum,EDU-016-Virtual-Black-Art-Museum: Virtual Black Art Museum - education venture,Venture,EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,planned,planned,https://github.com/Worldwidebro/edu-016-virtual-black-art-museum,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #508 of 687
edu-017-ai-coding-tutor,EDU-017-AI-Coding-Tutor: Ai Coding Tutor - education venture,Venture,EDU-017-AI-Coding-Tutor,Ai Coding Tutor,education,growth,active,https://github.com/Worldwidebro/edu-017-ai-coding-tutor,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #509 of 687
edu-018-online-course-creator,EDU-018-Online-Course-Creator: Online Course Creator - education venture,Venture,EDU-018-Online-Course-Creator,Online Course Creator,education,planned,planned,https://github.com/Worldwidebro/edu-018-online-course-creator,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #510 of 687
edu-019-executive-education-program,EDU-019-Executive-Education-Program: Executive Education Program - education venture,Venture,EDU-019-Executive-Education-Program,Executive Education Program,education,planned,planned,https://github.com/Worldwidebro/edu-019-executive-education-program,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #511 of 687
edu-020-youth-stem-program,EDU-020-Youth-STEM-Program: Youth Stem Program - education venture,Venture,EDU-020-Youth-STEM-Program,Youth Stem Program,education,planned,planned,https://github.com/Worldwidebro/edu-020-youth-stem-program,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #512 of 687
edu-021-remote-work-certification,EDU-021-Remote-Work-Certification: Remote Work Certification - education venture,Venture,EDU-021-Remote-Work-Certification,Remote Work Certification,education,planned,planned,https://github.com/Worldwidebro/edu-021-remote-work-certification,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #513 of 687
edu-022-ai-research-assistant,EDU-022-AI-Research-Assistant: Ai Research Assistant - education venture,Venture,EDU-022-AI-Research-Assistant,Ai Research Assistant,education,planned,planned,https://github.com/Worldwidebro/edu-022-ai-research-assistant,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #514 of 687
edu-023-personal-finance-coach,EDU-023-Personal-Finance-Coach: Personal Finance Coach - education venture,Venture,EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,planned,planned,https://github.com/Worldwidebro/edu-023-personal-finance-coach,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #515 of 687
edu-024-language-learning-ai,EDU-024-Language-Learning-AI: Language Learning Ai - education venture,Venture,EDU-024-Language-Learning-AI,Language Learning Ai,education,planned,planned,https://github.com/Worldwidebro/edu-024-language-learning-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #516 of 687
edu-025-test-preparation-ai,EDU-025-Test-Preparation-AI: Test Preparation Ai - education venture,Venture,EDU-025-Test-Preparation-AI,Test Preparation Ai,education,planned,planned,https://github.com/Worldwidebro/edu-025-test-preparation-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #517 of 687
edu-026-corporate-training-ai,EDU-026-Corporate-Training-AI: Corporate Training Ai - education venture,Venture,EDU-026-Corporate-Training-AI,Corporate Training Ai,education,planned,planned,https://github.com/Worldwidebro/edu-026-corporate-training-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #518 of 687
edu-027-medical-education-ai,EDU-027-Medical-Education-AI: Medical Education Ai - education venture,Venture,EDU-027-Medical-Education-AI,Medical Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-027-medical-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #519 of 687
edu-028-legal-education-ai,EDU-028-Legal-Education-AI: Legal Education Ai - education venture,Venture,EDU-028-Legal-Education-AI,Legal Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-028-legal-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #520 of 687
edu-029-music-education-ai,EDU-029-Music-Education-AI: Music Education Ai - education venture,Venture,EDU-029-Music-Education-AI,Music Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-029-music-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #521 of 687
edu-030-art-education-ai,EDU-030-Art-Education-AI: Art Education Ai - education venture,Venture,EDU-030-Art-Education-AI,Art Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-030-art-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #522 of 687
edu-031-physical-education-ai,EDU-031-Physical-Education-AI: Physical Education Ai - education venture,Venture,EDU-031-Physical-Education-AI,Physical Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-031-physical-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #523 of 687
edu-032-environmental-education-ai,EDU-032-Environmental-Education-AI: Environmental Education Ai - education venture,Venture,EDU-032-Environmental-Education-AI,Environmental Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-032-environmental-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #524 of 687
edu-033-social-studies-ai,EDU-033-Social-Studies-AI: Social Studies Ai - education venture,Venture,EDU-033-Social-Studies-AI,Social Studies Ai,education,planned,planned,https://github.com/Worldwidebro/edu-033-social-studies-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #525 of 687
edu-034-math-education-ai,EDU-034-Math-Education-AI: Math Education Ai - education venture,Venture,EDU-034-Math-Education-AI,Math Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-034-math-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #526 of 687
edu-035-science-education-ai,EDU-035-Science-Education-AI: Science Education Ai - education venture,Venture,EDU-035-Science-Education-AI,Science Education Ai,education,planned,planned,https://github.com/Worldwidebro/edu-035-science-education-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #527 of 687
edu-036-reading-comprehension-ai,EDU-036-Reading-Comprehension-AI: Reading Comprehension Ai - education venture,Venture,EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,education,planned,planned,https://github.com/Worldwidebro/edu-036-reading-comprehension-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #528 of 687
edu-037-writing-instruction-ai,EDU-037-Writing-Instruction-AI: Writing Instruction Ai - education venture,Venture,EDU-037-Writing-Instruction-AI,Writing Instruction Ai,education,planned,planned,https://github.com/Worldwidebro/edu-037-writing-instruction-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #529 of 687
edu-038-critical-thinking-ai,EDU-038-Critical-Thinking-AI: Critical Thinking Ai - education venture,Venture,EDU-038-Critical-Thinking-AI,Critical Thinking Ai,education,planned,planned,https://github.com/Worldwidebro/edu-038-critical-thinking-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #530 of 687
edu-039-emotional-intelligence-ai,EDU-039-Emotional-Intelligence-AI: Emotional Intelligence Ai - education venture,Venture,EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,education,planned,planned,https://github.com/Worldwidebro/edu-039-emotional-intelligence-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #531 of 687
edu-040-time-management-ai,EDU-040-Time-Management-AI: Time Management Ai - education venture,Venture,EDU-040-Time-Management-AI,Time Management Ai,education,planned,planned,https://github.com/Worldwidebro/edu-040-time-management-ai,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #532 of 687
comm-001-luminary-worldwide-events,COMM-001-Luminary-Worldwide-Events: Luminary Worldwide Events - community venture,Venture,COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,community,planned,planned,https://github.com/Worldwidebro/comm-001-luminary-worldwide-events,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #533 of 687
comm-002-brotherhood-coaching-network,COMM-002-Brotherhood-Coaching-Network: Brotherhood Coaching Network - community venture,Venture,COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,community,planned,planned,https://github.com/Worldwidebro/comm-002-brotherhood-coaching-network,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #534 of 687
comm-003-ace-senior-care-connect,COMM-003-Ace-Senior-Care-Connect: Ace Senior Care Connect - community venture,Venture,COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,community,planned,planned,https://github.com/Worldwidebro/comm-003-ace-senior-care-connect,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #535 of 687
comm-004-community-outreach-nonprofit,COMM-004-Community-Outreach-Nonprofit: Community Outreach Nonprofit - community venture,Venture,COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,community,planned,planned,https://github.com/Worldwidebro/comm-004-community-outreach-nonprofit,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #536 of 687
comm-005-ace-food-security-ai,COMM-005-Ace-Food-Security-AI: Ace Food Security Ai - community venture,Venture,COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,community,planned,planned,https://github.com/Worldwidebro/comm-005-ace-food-security-ai,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #537 of 687
comm-006-community-technology-access-ai,COMM-006-Community-Technology-Access-AI: Community Technology Access Ai - community venture,Venture,COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,community,planned,planned,https://github.com/Worldwidebro/comm-006-community-technology-access-ai,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #538 of 687
comm-007-youth-leadership-ai,COMM-007-Youth-Leadership-AI: Youth Leadership Ai - community venture,Venture,COMM-007-Youth-Leadership-AI,Youth Leadership Ai,community,planned,planned,https://github.com/Worldwidebro/comm-007-youth-leadership-ai,"T4_OPS_COORDINATOR_001",[""social-media",0,ventures-master.csv,medium,Venture #539 of 687
