venture_id,venture_name,sector,tier,department,control_type,revenue_model,capability_score,confidence,top_repo,dependencies
54e48239-6fe9-4a4c-8559-d10072f4673a,Debt Consolidation Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
55c975e3-18d8-4af6-be4c-dc5be06d881d,Budget Forecasting Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
30a407a5-4af5-42e5-8400-e5df314732e2,Investment Portfolio Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e0c4a3d9-eebb-40c4-94fc-778c2799ecb8,Housing Assistance Ai,market,5,REAL_ESTATE,PLATFORM,system-fees,0.00,low,LightRAG,none
963b382c-a761-465c-b417-02501d107650,Credit Repair Automation,fintech,1,INTELLIGENCE_LAYER,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
bdf2e0fb-7dde-478e-a48e-d363192d733c,Ai Boss Hub Lite,fintech,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
31814643-600d-495d-8d8e-200317f998bf,U Haul Rental Affiliate,fintech,2,REAL_ESTATE,BROKER,margin,0.00,low,LightRAG,api|matching|dashboard
3ca65cde-afba-402a-a609-514162c04b49,Tax Prep Filing Services,fintech,1,INFRASTRUCTURE,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
e8306358-7f14-4b3a-85e2-38c42a2025c5,Business Formation Services,fintech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
762cb3e5-3aad-4234-9035-0792b876af01,Crypto Tax Optimizer,fintech,1,INFRASTRUCTURE,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
48078344-8da1-4ee7-8dba-049b8b3e0ec6,Ai Powered Garbage Collection,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6a871b02-00ea-42b9-b16d-c14212aa34a3,Automated Bookkeeping,fintech,1,INFRASTRUCTURE,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,Expense Tracker Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e0e532a2-b8af-43df-98af-90f00445b67c,Financial Wellness Coach,fintech,1,INFRASTRUCTURE,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
7e0ee192-1311-497f-9d6a-f6993b5cc251,Trade Finance Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6ecd4ac6-2f01-42c2-8719-7ed67242746e,Wealth Transfer Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2b8ec933-7b91-4aa0-b80a-788d979179e1,Payment Gateway Ai,fintech,1,INTELLIGENCE_LAYER,FIRM,hourly/project,0.00,low,LightRAG,infrastructure|payment|security
bb1e8456-d7f0-44fa-a8c3-7fc7cf06363a,Crowdfunding Ai,fintech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
939878de-81aa-4603-9b28-4492e4d72451,Costume Shop Ai,market,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
9d34bc00-2b52-455c-8be7-a9bf8ed213ef,Luggage Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
bd6ae181-40ec-439e-8fb2-d2a15abd8927,Home Appliance Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
19c45bca-ebfb-4dde-8356-5a7fcb406344,Tool Shop Ai,market,4,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,ast-analysis|authentication
9ac4f7e2-560a-4868-9965-bb793789d2c0,Dropship Hub,market,3,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
952ed8f1-ed82-47a2-8fed-f32c90e21c50,Personal Shopper Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7eec5582-b7d3-4814-b1e1-763ce7b7dc52,Custom Sneaker Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
3c4a6a4e-aacd-4c85-b842-c01c18d67eed,Virtual Try On Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ab88f4c6-bfbe-426a-b5be-9de15cbf26ce,Fashion Designer Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
96c2276c-5e6a-45ce-9684-726949515b92,Subscription Box Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
932d609e-11b7-417e-a9da-dc37b7cb457b,Surf Gear Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
778f1fff-2438-409b-b285-3c43fd9fad4c,Ski Gear Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5cef7ad7-0af4-4caf-a5b3-437d60d84100,Golf Gear Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
70c45815-05f9-4c27-8428-719e4639b1fe,Fishing Gear Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e94b1fc3-1398-4311-92f8-0ef23007110c,Yoga Gear Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4872fb01-ff96-431c-9b25-c2a66ad5b763,Home Appliance Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d3c46e47-edf0-4e0a-bea5-aa03fc979d45,Tool Shop Ai,market,4,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,ast-analysis|authentication
8d09481b-71b4-434e-87db-ef902fb4016d,Garden Supply Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5723b162-0c6f-4c98-a728-a2fdbbaed952,Garden Supply Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c86f1f74-1b0c-4298-bcb0-540ee11c30c1,Collectible Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
91a1d2f1-71dc-4a13-8f6c-923b52090248,Hobby Shop Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5706db7e-a0aa-4216-8a72-6e423d201490,Ai Product Photographer,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
23ea35ff-8a7e-46ac-b98e-6aebc0201d77,Review Aggregator Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4e15bedf-ea71-46db-85b6-db02f9a878cd,Fulfillment Network Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d0345ab1-172d-4756-8b40-62f14e3aa180,Visual Search Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
dc861445-1f5e-4506-a1c9-61d3039e13c9,Abandoned Cart Recovery,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
9768ddd8-b027-4369-9ae0-e7550b46d7b1,Seasonal Trend Predictor,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
5f76f4f1-6910-4407-bdb8-a04b51507952,Influencer Matchmaker,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
6e163a71-7804-4103-979e-4b2dd53f3486,Live Commerce Platform,market,3,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
bb87cbc7-7f6d-47b9-833d-92b299cc6227,Dynamic Pricing Engine,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
782c3f1d-0127-464a-b1fa-812c2244f988,Ad Optimizer Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f4d11787-2851-45c9-bfa2-88349762a37d,Review Aggregator Ai,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f0069c8b-ac87-4578-bbff-6ebbcc8dbff1,Ai Supplier Matching,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2aa052f5-86fa-4b5f-b82c-3803b6fa0658,Ai Budget Stylist,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
bf5bc673-2cc4-4055-baff-af79944b081b,Ai Packaging Designer,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
85d90fdc-fe1f-44fe-8c2e-289ae62680df,Ai Logistics Planner,market,5,LOGISTICS,PLATFORM,system-fees,0.00,low,LightRAG,none
b3e568d8-94c6-4a2e-8a4e-369ae8599d95,Ai Trend Hunter,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4cbc4879-fd8f-49cd-8e56-23650b8685c6,Ai Market Research,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
9a5aa02f-ac60-48bf-a38d-705835685df5,Ai Competitor Watcher,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2341307d-f417-4696-8f8f-8900eee85251,Seasonal Trend Predictor,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
1972105c-4744-4d5f-8ff1-1d5e623dedd4,Influencer Matchmaker,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
b1fa7bc1-4ded-401b-ac28-e5b6378c8c8c,Ugc Content Aggregator,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
8f0f0499-a814-429a-b20a-d1411b016a44,Ai Color Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
45b36031-545d-4ab0-acac-3aa3db786bcb,Ai Fabric Advisor,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
4b899fec-ce6a-4ada-b6be-d491c765c111,Ai Fit Recommendation,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ef0b2fc8-daa6-408a-9f95-40059e9c64b7,Ai Outfit Builder,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f31db2ef-f6bc-441f-8fe8-f24f307a1612,Ai Accessory Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
f0f53215-f3d0-405a-9fae-7100d4bc4a29,Ai Shoe Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
69cafbde-7fc1-4870-b3e6-3e5d4149db1c,Ai Jewelry Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
3f137e95-1a79-4be9-9f29-255b45ba89fc,Ai Bag Match,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7ddb1d25-8677-41dd-af5c-2e3081519676,Customer Insights Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
aae4bb91-f8c0-4971-9733-f3bf13827125,Voice Assistant Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
54310d28-55be-453f-ba14-c1fa7123c0fc,Blockchain Verifier Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
27843a05-3600-4e58-b7e7-a3fa98833782,Content Studio Ai,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
fbcf2c5c-e26a-4eec-bb6d-f08c69775135,Smart Home Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
42bdbd59-4767-49d3-8fa8-ee850440658a,Data Visualization Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2afc29cb-4bb8-4f85-8a1d-d5e79f2124d5,Sentiment Analyzer,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
318bd735-f2da-4275-b07f-1c48f67c84a4,Image Recognition Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
2910ebdd-594e-436d-8775-fa972b17b13f,Robotics Training Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
b1dfcf0b-77fe-4738-b2b3-46086996c73a,Speech To Text Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
3fa42e76-1929-4fc0-bc7c-1cff095ca744,Text To Speech Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8da89383-4c18-4f89-b971-7be9634a59d4,Fraud Prevention Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
bbc87e7b-3c1e-4943-8e72-baa206252462,Recommendation Engine,devtools,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
e77dfaa6-4c0c-405a-80d7-900ee4315000,Network Security Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
33c71527-b0d1-4e2b-b3f8-c0e556c5e0de,Database Optimizer,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5dd71714-9d13-4391-bc0f-e3a5be51968b,Ai Testing Platform,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
e7db8a0f-4a0f-4c17-b2ba-1aa5a3f14cfd,Predictive Analytics Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c7e0bd76-25c3-4a34-814e-9cdce4ba6809,Ai Training Platform,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
c28ad252-086b-4da9-ae2f-7a4421a005b3,Digital Twin Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
59028581-6f24-4c4c-88f1-2e9efaf6b737,Ai Monitoring System,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
607c9d4b-724a-4ebb-960a-b78ed76de826,Quantum Algorithm Ai,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
cf47fab6-7fc9-48dc-b9fc-45dd838454da,Ai Compliance Scanner,devtools,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e515e6cd-a5a9-453d-80c6-fc11c9b7a602,Carbon Footprint Tracker,market,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
e6ccb583-55bf-43c4-854b-6dfb0b196fca,Rental Marketplace,market,2,REAL_ESTATE,BROKER,margin,0.00,low,LightRAG,api|matching|dashboard
7c528bb7-3515-479f-9928-de0dbdd423c2,Ai Product Descriptions,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7ebbb0c4-8720-45ad-948d-4e0e06dd34d6,Document Automation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
39596661-535e-4f2a-8dda-27d1a00d11c1,Meeting Assistant Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
efa5c705-5afa-45c0-a27c-94c4e1f966ba,Onboarding Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
75a5ac21-7939-4c50-98e1-9e4cef26c5db,Performance Review Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
fe66b03d-776e-4c47-9088-f2cca0c530da,It Support Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
a5d1b865-4907-4660-b8f5-de7a837c1e13,Facilities Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
9f124150-2361-4a56-9b65-25bf157df311,Contract Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d4520ce3-e9b3-4d97-ab36-beebe074938a,Compliance Monitoring Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1a613d71-cdf4-44de-bc9f-91c0d8f9284c,Quality Control Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6d13bcce-e856-4085-b615-aa4b639ea9cb,Knowledge Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
910045da-ac4a-4fa3-8041-15eec3658674,Task Automation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
9778724e-b6e5-44ec-8aa6-e21712907a75,Ai Product Bundler,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ba7d6e14-d315-4a40-8147-df365b2ebecf,Ai Visual Merchandiser,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1f79d4d9-0ae0-4d61-9229-bf119ef3e3a9,Ai Demand Forecasting,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
8d079de0-f036-42a7-b886-62602bc23760,Ai Supplier Matching,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
efe6aa1a-59e0-47a7-91da-710cb64d17a3,Ai Quality Control,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
48f21b48-6f8e-4e07-9469-3d7dc790c5a4,Ai Packaging Designer,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
ca869877-a5bd-4565-a4eb-ffc45ceffdd3,Workspace Design Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
592cbb78-a528-4de6-82bd-cf1ddbefe51b,Security Monitoring Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
222e6e87-7845-44af-971e-3b43b8691ec9,Health Safety Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c1d528d4-8bfd-4660-9fb7-d835fe2daa36,It Asset Management,infra,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
3e9a6484-ddf8-4282-996b-b6e458e9b39c,Data Governance Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
63805485-2e71-4db8-ad26-c08b6b4835e1,Network Monitoring Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
344b87d3-150c-422f-9fab-21632cf5f464,Ai Logistics Planner,market,5,LOGISTICS,PLATFORM,system-fees,0.00,low,LightRAG,none
a7e6761c-cc73-46ca-b4d1-3b1ab1aa2bb6,Ai Gift Finder,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
87003939-3647-4fb8-b810-5576913b0fb5,Ai Trend Hunter,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e316145d-57ff-420a-93da-56a34b0921cd,Resource Forecasting Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
39bb131f-998c-4345-9905-8aebe1e526b9,Time Management Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1fa228ed-bb8b-4a8f-b019-29f445e2983e,Meeting Minutes Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1af98735-4007-4473-845b-83800d820bdd,Document Translation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
6228a196-53c1-4798-a226-a9a98bc987e7,Report Generation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
e2099922-c03e-463e-8b72-744a4fbf93db,Dashboard Creation Ai,infra,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
36ee7c26-d6b6-47ff-a68c-105df6e12149,Analytics Platform Ai,infra,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
d93dd5eb-9f10-44aa-a99d-d4eb44a83acc,Content Studio Ai,devtools,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
2c23bb1e-c24d-44fd-8acd-fe8b79856c0d,Youth Entrepreneurship Curriculum,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
8be57f27-71d3-48bc-b6d9-f5749a6b91a7,Ai Literacy Program,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
1705ea92-cfb4-4491-9398-9eb0cb750c32,Coding Mentor Certification,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
7a6ea56f-3e04-4fc5-bf24-e12f4a4cee49,Coding Bootcamp,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
18473bcf-98a9-48bb-93c9-1e22b475458a,Homeschooling Content Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
70623f59-4cac-43da-86d5-c73a378e3717,Ai Tutoring Platform,edtech,3,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,knowledge-graph|semantic-search|database
34bef434-d5d2-4dab-b6f4-594fa069d2cc,Ai Market Research,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
dbfe774d-fa2a-4692-b246-68099c88b85c,Ai Competitor Watcher,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
66f336ca-ac2d-4566-b711-7d8ee8d2e0df,Ai Product Development,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
c9ef5321-03f9-4c9e-8c92-c3fbaf73e773,Ai Customer Journey,market,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
7b38feca-5ac6-4526-9d3f-b7f4edc8e0aa,Executive Education Program,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
8918a500-82d8-4a29-bd4a-469f2de96491,Youth Stem Program,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
6d7d63e5-66ea-43be-b359-3a1ca9e26838,Remote Work Certification,edtech,5,INFRASTRUCTURE,PLATFORM,system-fees,0.00,low,LightRAG,none
72b96cd0-5984-4223-b27c-d06f4420f48f,Language Learning Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
5939b384-7df2-4b99-9ed4-c45ddb73d28b,Corporate Training Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
754a6478-d209-4875-97b7-99777e212742,Medical Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
d88bedf7-f645-4bb1-808a-2f13a96d6c21,Music Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
18f6048f-e40f-4c14-b15a-7bb1a7a5f3a9,Environmental Education Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
63684a0a-d318-487e-aee9-eb70347fdc04,Social Studies Ai,edtech,5,INTELLIGENCE_LAYER,PLATFORM,system-fees,0.00,low,LightRAG,none
