venture_id,name,sector,development_stage,entity_status,has_repo,has_revenue_model,capability_coverage_pct,readiness_pct,readiness_tier
FS-008-Online-Coaching,Online Coaching,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-009-Personal-Trainer-Business,Personal Trainer Business,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-010-Transformation-Program,Transformation Program,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-012-Supplement-Brand,Supplement Brand,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-015-Recovery-Products,Recovery Products,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-016-Fitness-App,Fitness App,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FS-025-Corporate-Wellness-Program,Corporate Wellness Program,fitness-sports,mvp,pending_formation,True,True,0.0,42.8,Building / MVP
FIN-001-GenixBank-Lite,Genixbank Lite,financial,validation,pending_formation,True,True,25.0,41.0,Building / MVP
FIN-005-U-Haul-Rental-Affiliate,U Haul Rental Affiliate,financial,validation,pending_formation,True,True,25.0,41.0,Building / MVP
FIN-009-Crypto-Tax-Optimizer,Crypto Tax Optimizer,financial,validation,pending_formation,True,True,25.0,41.0,Building / MVP
FIN-011-Automated-Bookkeeping,Automated Bookkeeping,financial,validation,pending_formation,True,True,25.0,41.0,Building / MVP
FIN-015-Financial-Wellness-Coach,Financial Wellness Coach,financial,validation,pending_formation,True,True,25.0,41.0,Building / MVP
FIN-019-Payment-Gateway-AI,Payment Gateway Ai,financial,validation,pending_formation,True,True,22.2,40.0,Building / MVP
FIN-023-Investment-Portfolio-AI,Investment Portfolio Ai,financial,validation,pending_formation,True,True,22.2,40.0,Building / MVP
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,technology,planned,pending_formation,True,True,40.0,37.5,Planned / Validating
FIN-031-Investor-Dashboard-Builder,Investor Dashboard Builder,financial,validation,pending_formation,True,True,12.5,36.6,Planned / Validating
FIN-002-Credit-Repair-Automation,Credit Repair Automation,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-003-AI-Boss-Hub-Lite,Ai Boss Hub Lite,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-004-GenixBanks-AI-Treasurer,Genixbanks Ai Treasurer,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-007-Business-Credit-Building,Business Credit Building,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-010-AI-Powered-Garbage-Collection,Ai Powered Garbage Collection,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-012-Invoice-Factoring-AI,Invoice Factoring Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-013-Charity-Donation-AI,Charity Donation Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-014-Expense-Tracker-AI,Expense Tracker Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-016-Trade-Finance-AI,Trade Finance Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-017-Remittance-AI,Remittance Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-018-Wealth-Transfer-AI,Wealth Transfer Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-020-Debt-Consolidation-AI,Debt Consolidation Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-022-Budget-Forecasting-AI,Budget Forecasting Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-024-Crowdfunding-AI,Crowdfunding Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-025-Escrow-Automation,Escrow Automation,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-027-Patent-Writer-AI,Patent Writer Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-028-Legal-Analyzer-AI,Legal Analyzer Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-030-Local-SEO-Ranker-AI,Local Seo Ranker Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-032-Legal-Toolkit-AI,Legal Toolkit Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-033-AI-Tax-Preparation-Service,Ai Tax Preparation Service,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-034-Payroll-Automation,Payroll Automation,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FIN-035-Insurance-Underwriting-AI,Insurance Underwriting Ai,financial,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
FH-015-AI-Nutrition-Planner,Ai Nutrition Planner,food-hospitality,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,validation,pending_formation,True,True,11.1,36.1,Planned / Validating
TECH-013-Workflow-Automation,Workflow Automation,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
TECH-020-Recommendation-Engine,Recommendation Engine,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
TECH-045-Workflow-Automation,Workflow Automation,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
TECH-052-Recommendation-Engine,Recommendation Engine,technology,planned,pending_formation,True,True,33.3,35.2,Planned / Validating
FIN-006-Tax-Prep-Filing-Services,Tax Prep Filing Services,financial,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FIN-008-Business-Formation-Services,Business Formation Services,financial,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FIN-021-Tax-Deduction-Finder,Tax Deduction Finder,financial,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FIN-026-Financial-Compliance-Scanner,Financial Compliance Scanner,financial,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FIN-029-Compliance-Wallet-SaaS,Compliance Wallet Saas,financial,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-003-Private-Dinner-Experiences,Private Dinner Experiences,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-004-Catering-Company,Catering Company,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-007-Elderly-Meal-Service,Elderly Meal Service,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-009-Packaged-Food-Brand,Packaged Food Brand,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-010-Frozen-Meals-Company,Frozen Meals Company,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-013-Meal-Kit-Company,Meal Kit Company,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-014-Cloud-Kitchen-,Cloud Kitchen ,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-020-Restaurant-POS-System,Restaurant Pos System,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-021-Food-Truck-Business,Food Truck Business,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-022-Specialty-Coffee-Shop,Specialty Coffee Shop,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-025-Ice-Cream-Shop,Ice Cream Shop,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-026-Gourmet-Food-Market,Gourmet Food Market,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FH-035-Food-Safety-Training,Food Safety Training,food-hospitality,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-001-Gym,Gym,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-002-Boutique-Fitness-Studio,Boutique Fitness Studio,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-004-Women-Only-Gym,Women Only Gym,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-005-Boxing-Gym,Boxing Gym,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-006-CrossFit-Gym,Crossfit Gym,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-011-Athlete-Training-Company,Athlete Training Company,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-014-Workout-Equipment-Brand,Workout Equipment Brand,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-020-Yoga-Studio,Yoga Studio,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-021-Pilates-Studio,Pilates Studio,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-022-Dance-Studio,Dance Studio,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
FS-023-Martial-Arts-Dojo,Martial Arts Dojo,fitness-sports,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
PS-012-Insurance-Agency,Insurance Agency,professional-services,validation,pending_formation,True,True,0.0,32.2,Planned / Validating
SPEC-032-AI-Game-Designer,Ai Game Designer,specialized,growth,unknown,False,False,0.0,31.5,Planned / Validating
EC-039-Visual-Search-AI,Visual Search Ai,e-commerce,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
EC-051-AI-Email-Marketing,Ai Email Marketing,e-commerce,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
EC-067-AI-Payment-Optimization,Ai Payment Optimization,e-commerce,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,e-commerce,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
TECH-021-Network-Security-AI,Network Security Ai,technology,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
TECH-030-AI-Monitoring-System,Ai Monitoring System,technology,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
TECH-053-Network-Security-AI,Network Security Ai,technology,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,technology,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
OPS-006-Document-Automation-AI,Document Automation Ai,operations,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
EM-047-AI-Environmental-Monitoring,Ai Environmental Monitoring,emerging,planned,pending_formation,True,True,20.0,30.5,Planned / Validating
EC-009-Sustainable-Fashion-AI,Sustainable Fashion Ai,e-commerce,planned,pending_formation,True,True,18.2,29.9,Planned / Validating
EC-012-Fashion-Designer-AI,Fashion Designer Ai,e-commerce,planned,pending_formation,True,True,18.2,29.9,Planned / Validating
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,community,planned,pending_formation,True,True,18.2,29.9,Planned / Validating
FS-017-AI-Personal-Trainer,Ai Personal Trainer,fitness-sports,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
FS-019-Wearable-Analytics-Platform,Wearable Analytics Platform,fitness-sports,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-001-Angels-in-Daylight,Angels In Daylight,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-003-Shopify-Autopilot,Shopify Autopilot,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-006-Dropship-Hub,Dropship Hub,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-032-Dynamic-Pricing-Engine,Dynamic Pricing Engine,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-034-Recommendation-Engine,Recommendation Engine,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-043-UGC-Content-Aggregator,Ugc Content Aggregator,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-049-Rental-Marketplace,Rental Marketplace,e-commerce,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-003-Cloud-Management-AI,Cloud Management Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-004-Robotics-Training-AI,Robotics Training Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-005-Customer-Insights-AI,Customer Insights Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-009-Content-Studio-AI,Content Studio Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-010-Smart-Home-AI,Smart Home Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-012-Data-Visualization-AI,Data Visualization Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-015-Image-Recognition-AI,Image Recognition Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-016-Video-Editor-AI,Video Editor Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-017-Speech-to-Text-AI,Speech To Text Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-018-Text-to-Speech-AI,Text To Speech Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-022-Database-Optimizer,Database Optimizer,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-023-AI-Testing-Platform,Ai Testing Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-028-AI-Training-Platform,Ai Training Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-029-Digital-Twin-AI,Digital Twin Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-031-Edge-Computing-AI,Edge Computing Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-032-AI-Integration-Hub,Ai Integration Hub,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-035-Cloud-Management-AI,Cloud Management Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-037-Customer-Insights-AI,Customer Insights Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-041-Content-Studio-AI,Content Studio Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-042-Smart-Home-AI,Smart Home Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-044-Data-Visualization-AI,Data Visualization Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-047-Image-Recognition-AI,Image Recognition Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-048-Video-Editor-AI,Video Editor Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-049-Speech-to-Text-AI,Speech To Text Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-054-Database-Optimizer,Database Optimizer,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-055-AI-Testing-Platform,Ai Testing Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
TECH-060-AI-Training-Platform,Ai Training Platform,technology,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,operations,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-005-Coding-Bootcamp,Coding Bootcamp,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-018-Online-Course-Creator,Online Course Creator,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-019-Executive-Education-Program,Executive Education Program,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-020-Youth-STEM-Program,Youth Stem Program,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-021-Remote-Work-Certification,Remote Work Certification,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-001-Space-Habitat-AI,Space Habitat Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-002-Fusion-Energy-AI,Fusion Energy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-003-Teleportation-Research-AI,Teleportation Research Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-004-Climate-Solutions-AI,Climate Solutions Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-005-Holographic-Events-AI,Holographic Events Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-006-Neurofeedback-AI,Neurofeedback Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-008-Gene-Editing-AI,Gene Editing Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-009-Space-Tourism-AI,Space Tourism Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-010-Wearables-AI,Wearables Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-012-Energy-Grid-AI,Energy Grid Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-015-Crypto-Trading-AI,Crypto Trading Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-016-Synthetic-Media-AI,Synthetic Media Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-017-Space-Mining-AI,Space Mining Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-018-VR-Therapy-AI,Vr Therapy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-019-Weather-Prediction-AI,Weather Prediction Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-022-Smart-Grid-AI,Smart Grid Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-024-Nanotech-AI,Nanotech Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-028-Renewable-Energy-AI,Renewable Energy Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-029-Climate-Modeling-AI,Climate Modeling Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-030-Policy-Advisor-AI,Policy Advisor Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-031-Governance-Hub-AI,Governance Hub Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-032-Global-Challenges-AI,Global Challenges Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-033-Space-Exploration-AI,Space Exploration Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-034-Education-Equity-AI,Education Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-035-Health-Equity-AI,Health Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-036-Economic-Equity-AI,Economic Equity Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-037-Environmental-Justice-AI,Environmental Justice Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-038-Human-Rights-AI,Human Rights Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-039-Peacebuilding-AI,Peacebuilding Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-040-Telemedicine-AI,Telemedicine Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-041-AI-Climate-Adaptation,Ai Climate Adaptation,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-042-Space-Agriculture-AI,Space Agriculture Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-043-Quantum-Communication-AI,Quantum Communication Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-044-Robotics-Surgery-AI,Robotics Surgery Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-045-AI-Disaster-Response,Ai Disaster Response,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-048-Space-Manufacturing-AI,Space Manufacturing Ai,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-049-AI-Ocean-Exploration,Ai Ocean Exploration,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EM-050-AI-Archaeology,Ai Archaeology,emerging,planned,pending_formation,True,True,11.1,27.4,Planned / Validating
EC-002-New-World-Apparel,New World Apparel,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating
EC-005-Sunglasses-AI,Sunglasses Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating
EC-007-Personal-Shopper-AI,Personal Shopper Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating
EC-008-Custom-Sneaker-AI,Custom Sneaker Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating
EC-010-Jewelry-Designer-AI,Jewelry Designer Ai,e-commerce,planned,pending_formation,True,True,10.0,27.0,Planned / Validating
