ID,Name,Description,Sector,Status
6a871b02-00ea-42b9-b16d-c14212aa34a3,Automated Bookkeeping,Automated Bookkeeping,fintech,active
dccea2da-3d6e-4869-8e37-65d90a529fa4,Invoice Factoring Ai,Invoice Factoring Ai,fintech,active
2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,Expense Tracker Ai,Expense Tracker Ai,fintech,active
e0e532a2-b8af-43df-98af-90f00445b67c,Financial Wellness Coach,Financial Wellness Coach,fintech,active
7e0ee192-1311-497f-9d6a-f6993b5cc251,Trade Finance Ai,Trade Finance Ai,fintech,active
60598b62-cd1d-4be5-8021-3cb3bf7ff370,Remittance Ai,Remittance Ai,fintech,active
6ecd4ac6-2f01-42c2-8719-7ed67242746e,Wealth Transfer Ai,Wealth Transfer Ai,fintech,active
2b8ec933-7b91-4aa0-b80a-788d979179e1,Payment Gateway Ai,Payment Gateway Ai,fintech,active
bb1e8456-d7f0-44fa-a8c3-7fc7cf06363a,Crowdfunding Ai,Crowdfunding Ai,fintech,active
2c7f67bd-5ef9-43dc-9415-a20b5785d344,Escrow Automation,Escrow Automation,fintech,active
939878de-81aa-4603-9b28-4492e4d72451,Costume Shop Ai,Costume Shop Ai,market,active
9d34bc00-2b52-455c-8be7-a9bf8ed213ef,Luggage Ai,Luggage Ai,market,active
bd6ae181-40ec-439e-8fb2-d2a15abd8927,Home Appliance Ai,Home Appliance Ai,market,active
19c45bca-ebfb-4dde-8356-5a7fcb406344,Tool Shop Ai,Tool Shop Ai,market,active
64669816-60f5-4f5d-822c-d542a5398c33,Sunglasses Ai,Sunglasses Ai,market,active
9ac4f7e2-560a-4868-9965-bb793789d2c0,Dropship Hub,Dropship Hub,market,active
952ed8f1-ed82-47a2-8fed-f32c90e21c50,Personal Shopper Ai,Personal Shopper Ai,market,active
7eec5582-b7d3-4814-b1e1-763ce7b7dc52,Custom Sneaker Ai,Custom Sneaker Ai,market,active
a458a464-3244-4623-847c-9b2fc339b9ec,Jewelry Designer Ai,Jewelry Designer Ai,market,active
3c4a6a4e-aacd-4c85-b842-c01c18d67eed,Virtual Try On Ai,Virtual Try On Ai,market,active
ab88f4c6-bfbe-426a-b5be-9de15cbf26ce,Fashion Designer Ai,Fashion Designer Ai,market,active
1e024252-6dd8-4413-b4c2-462db4ed5320,Job Training Center,Job Training Center,market,active
96c2276c-5e6a-45ce-9684-726949515b92,Subscription Box Ai,Subscription Box Ai,market,active
932d609e-11b7-417e-a9da-dc37b7cb457b,Surf Gear Ai,Surf Gear Ai,market,active
778f1fff-2438-409b-b285-3c43fd9fad4c,Ski Gear Ai,Ski Gear Ai,market,active
5cef7ad7-0af4-4caf-a5b3-437d60d84100,Golf Gear Ai,Golf Gear Ai,market,active
70c45815-05f9-4c27-8428-719e4639b1fe,Fishing Gear Ai,Fishing Gear Ai,market,active
e94b1fc3-1398-4311-92f8-0ef23007110c,Yoga Gear Ai,Yoga Gear Ai,market,active
51d69a32-a9fe-47b8-b3c7-88780372918b,Luggage Ai,Luggage Ai,market,active
4872fb01-ff96-431c-9b25-c2a66ad5b763,Home Appliance Ai,Home Appliance Ai,market,active
d3c46e47-edf0-4e0a-bea5-aa03fc979d45,Tool Shop Ai,Tool Shop Ai,market,active
8d09481b-71b4-434e-87db-ef902fb4016d,Garden Supply Ai,Garden Supply Ai,market,active
5723b162-0c6f-4c98-a728-a2fdbbaed952,Garden Supply Ai,Garden Supply Ai,market,active
c86f1f74-1b0c-4298-bcb0-540ee11c30c1,Collectible Ai,Collectible Ai,market,active
91a1d2f1-71dc-4a13-8f6c-923b52090248,Hobby Shop Ai,Hobby Shop Ai,market,active
c9097876-1a20-4574-a8e5-29e893202132,Kids Toy Line,Kids Toy Line,market,active
0ef43be4-0a97-4b81-bb34-318e99be2e79,Instant Brand Generator,Instant Brand Generator,market,active
5706db7e-a0aa-4216-8a72-6e423d201490,Ai Product Photographer,Ai Product Photographer,market,active
23ea35ff-8a7e-46ac-b98e-6aebc0201d77,Review Aggregator Ai,Review Aggregator Ai,market,active
4e15bedf-ea71-46db-85b6-db02f9a878cd,Fulfillment Network Ai,Fulfillment Network Ai,market,active
148ae630-ad97-4241-a1e6-2baf1ff50aca,Return Optimization Ai,Return Optimization Ai,market,active
b6823f63-1d6d-4b98-a640-3766a0637c50,Chatbot Customer Service,Chatbot Customer Service,market,active
d0345ab1-172d-4756-8b40-62f14e3aa180,Visual Search Ai,Visual Search Ai,market,active
dc861445-1f5e-4506-a1c9-61d3039e13c9,Abandoned Cart Recovery,Abandoned Cart Recovery,market,active
9768ddd8-b027-4369-9ae0-e7550b46d7b1,Seasonal Trend Predictor,Seasonal Trend Predictor,market,active
5f76f4f1-6910-4407-bdb8-a04b51507952,Influencer Matchmaker,Influencer Matchmaker,market,active
44eacc62-7877-48ea-8ef6-80ebc1b0e846,Ugc Content Aggregator,Ugc Content Aggregator,market,active
6e163a71-7804-4103-979e-4b2dd53f3486,Live Commerce Platform,Live Commerce Platform,market,active
bb87cbc7-7f6d-47b9-833d-92b299cc6227,Dynamic Pricing Engine,Dynamic Pricing Engine,market,active
782c3f1d-0127-464a-b1fa-812c2244f988,Ad Optimizer Ai,Ad Optimizer Ai,market,active
70a6dd47-0fe7-456e-bf0e-497b09bab3f4,Recommendation Engine,Recommendation Engine,market,active
f4d11787-2851-45c9-bfa2-88349762a37d,Review Aggregator Ai,Review Aggregator Ai,market,active
02ee37b5-eb8a-4f42-ad94-79b7e5472d22,Fulfillment Network Ai,Fulfillment Network Ai,market,active
0ea29e71-8639-4202-925b-ecb70c013800,Return Optimization Ai,Return Optimization Ai,market,active
135a93dd-eafe-4547-872d-1881adc1a5de,Ai Warehouse Management,Ai Warehouse Management,market,active
f0069c8b-ac87-4578-bbff-6ebbcc8dbff1,Ai Supplier Matching,Ai Supplier Matching,market,active
84c1bc81-7c50-455d-958b-e6d4af9b2a24,Community Wellness Ai,Community Wellness Ai,market,active
bf5bc673-2cc4-4055-baff-af79944b081b,Ai Packaging Designer,Ai Packaging Designer,market,active
85d90fdc-fe1f-44fe-8c2e-289ae62680df,Ai Logistics Planner,Ai Logistics Planner,market,active
227ee829-19eb-4140-8f4e-d5c738068733,Ai Customer Loyalty,Ai Customer Loyalty,market,active
82bae0ac-72af-4173-874c-de5254964862,Ai Gift Finder,Ai Gift Finder,market,active
b3e568d8-94c6-4a2e-8a4e-369ae8599d95,Ai Trend Hunter,Ai Trend Hunter,market,active
4cbc4879-fd8f-49cd-8e56-23650b8685c6,Ai Market Research,Ai Market Research,market,active
9a5aa02f-ac60-48bf-a38d-705835685df5,Ai Competitor Watcher,Ai Competitor Watcher,market,active
11042f16-27fe-4c22-80d8-719ec6a3dc83,Visual Search Ai,Visual Search Ai,market,active
d554d438-5692-4d11-8134-b46be9143aa2,Abandoned Cart Recovery,Abandoned Cart Recovery,market,active
2341307d-f417-4696-8f8f-8900eee85251,Seasonal Trend Predictor,Seasonal Trend Predictor,market,active
1972105c-4744-4d5f-8ff1-1d5e623dedd4,Influencer Matchmaker,Influencer Matchmaker,market,active
b1fa7bc1-4ded-401b-ac28-e5b6378c8c8c,Ugc Content Aggregator,Ugc Content Aggregator,market,active
0ade2bf0-c2a2-4373-9179-2c773ea44a76,Live Commerce Platform,Live Commerce Platform,market,active
b7a0e981-8ef3-45bf-ad1d-3cbd3b482ba9,Ar Virtual Fitting Room,Ar Virtual Fitting Room,market,active
8f0f0499-a814-429a-b20a-d1411b016a44,Ai Color Match,Ai Color Match,market,active
45b36031-545d-4ab0-acac-3aa3db786bcb,Ai Fabric Advisor,Ai Fabric Advisor,market,active
4b899fec-ce6a-4ada-b6be-d491c765c111,Ai Fit Recommendation,Ai Fit Recommendation,market,active
ef0b2fc8-daa6-408a-9f95-40059e9c64b7,Ai Outfit Builder,Ai Outfit Builder,market,active
c4744881-e122-4b66-9c48-f00e0d5d9313,Ai Seasonal Forecast,Ai Seasonal Forecast,market,active
f31db2ef-f6bc-441f-8fe8-f24f307a1612,Ai Accessory Match,Ai Accessory Match,market,active
f0f53215-f3d0-405a-9fae-7100d4bc4a29,Ai Shoe Match,Ai Shoe Match,market,active
69cafbde-7fc1-4870-b3e6-3e5d4149db1c,Ai Jewelry Match,Ai Jewelry Match,market,active
3f137e95-1a79-4be9-9f29-255b45ba89fc,Ai Bag Match,Ai Bag Match,market,active
f673b096-f211-4b65-9ff5-20a85605513b,3D Product Viewer,3D Product Viewer,market,active
7ddb1d25-8677-41dd-af5c-2e3081519676,Customer Insights Ai,Customer Insights Ai,devtools,active
aae4bb91-f8c0-4971-9733-f3bf13827125,Voice Assistant Ai,Voice Assistant Ai,devtools,active
54310d28-55be-453f-ba14-c1fa7123c0fc,Blockchain Verifier Ai,Blockchain Verifier Ai,devtools,active
974d3937-2057-4deb-89e2-c14f919472ab,Cybersecurity Shield,Cybersecurity Shield,devtools,active
27843a05-3600-4e58-b7e7-a3fa98833782,Content Studio Ai,Content Studio Ai,devtools,active
fbcf2c5c-e26a-4eec-bb6d-f08c69775135,Smart Home Ai,Smart Home Ai,devtools,active
42bdbd59-4767-49d3-8fa8-ee850440658a,Data Visualization Ai,Data Visualization Ai,devtools,active
3a5d86be-26e5-44f4-8ab2-e7c7725e98ba,Workflow Automation,Workflow Automation,devtools,active
2afc29cb-4bb8-4f85-8a1d-d5e79f2124d5,Sentiment Analyzer,Sentiment Analyzer,devtools,active
318bd735-f2da-4275-b07f-1c48f67c84a4,Image Recognition Ai,Image Recognition Ai,devtools,active
42958522-0037-4ce0-a015-4a45bd3df1b6,Neighborhood Development Ai,Neighborhood Development Ai,market,active
b1dfcf0b-77fe-4738-b2b3-46086996c73a,Speech To Text Ai,Speech To Text Ai,devtools,active
3fa42e76-1929-4fc0-bc7c-1cff095ca744,Text To Speech Ai,Text To Speech Ai,devtools,active
8da89383-4c18-4f89-b971-7be9634a59d4,Fraud Prevention Ai,Fraud Prevention Ai,devtools,active
bbc87e7b-3c1e-4943-8e72-baa206252462,Recommendation Engine,Recommendation Engine,devtools,active
e77dfaa6-4c0c-405a-80d7-900ee4315000,Network Security Ai,Network Security Ai,devtools,active
33c71527-b0d1-4e2b-b3f8-c0e556c5e0de,Database Optimizer,Database Optimizer,devtools,active
5dd71714-9d13-4391-bc0f-e3a5be51968b,Ai Testing Platform,Ai Testing Platform,devtools,active
0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,Virtual Assistant Builder,Virtual Assistant Builder,devtools,active
150c4561-556e-49c2-a85f-a313bf3157bf,Ai Ethics Auditor,Ai Ethics Auditor,devtools,active
e7db8a0f-4a0f-4c17-b2ba-1aa5a3f14cfd,Predictive Analytics Ai,Predictive Analytics Ai,devtools,active
c7e0bd76-25c3-4a34-814e-9cdce4ba6809,Ai Training Platform,Ai Training Platform,devtools,active
c28ad252-086b-4da9-ae2f-7a4421a005b3,Digital Twin Ai,Digital Twin Ai,devtools,active
59028581-6f24-4c4c-88f1-2e9efaf6b737,Ai Monitoring System,Ai Monitoring System,devtools,active
01c5e938-dbea-4bc7-9cdf-441ebc75c1a6,Edge Computing Ai,Edge Computing Ai,devtools,active
0f6a2756-2bc4-4fd5-abb9-30d24b087aca,Ai Integration Hub,Ai Integration Hub,devtools,active
607c9d4b-724a-4ebb-960a-b78ed76de826,Quantum Algorithm Ai,Quantum Algorithm Ai,devtools,active
cf47fab6-7fc9-48dc-b9fc-45dd838454da,Ai Compliance Scanner,Ai Compliance Scanner,devtools,active
e515e6cd-a5a9-453d-80c6-fc11c9b7a602,Carbon Footprint Tracker,Carbon Footprint Tracker,market,active
e6ccb583-55bf-43c4-854b-6dfb0b196fca,Rental Marketplace,Rental Marketplace,market,active
7c528bb7-3515-479f-9928-de0dbdd423c2,Ai Product Descriptions,Ai Product Descriptions,market,active
0c242bc0-f5ff-4fdc-b9d4-9852ef03e2e9,Project Management Ai,Project Management Ai,infra,active
7ebbb0c4-8720-45ad-948d-4e0e06dd34d6,Document Automation Ai,Document Automation Ai,infra,active
39596661-535e-4f2a-8dda-27d1a00d11c1,Meeting Assistant Ai,Meeting Assistant Ai,infra,active
03bdd08f-74c4-4136-9e20-b1116922c386,Recruitment Ai,Recruitment Ai,infra,active
efa5c705-5afa-45c0-a27c-94c4e1f966ba,Onboarding Ai,Onboarding Ai,infra,active
5c08d1ff-20c0-4a01-87cb-956b582323f6,Training Platform Ai,Training Platform Ai,infra,active
75a5ac21-7939-4c50-98e1-9e4cef26c5db,Performance Review Ai,Performance Review Ai,infra,active
fe66b03d-776e-4c47-9088-f2cca0c530da,It Support Ai,It Support Ai,infra,active
a5d1b865-4907-4660-b8f5-de7a837c1e13,Facilities Management Ai,Facilities Management Ai,infra,active
774b5bed-dc3f-4806-9fb0-f5c21915d1d2,Travel Booking Ai,Travel Booking Ai,infra,active
9f124150-2361-4a56-9b65-25bf157df311,Contract Management Ai,Contract Management Ai,infra,active
d4520ce3-e9b3-4d97-ab36-beebe074938a,Compliance Monitoring Ai,Compliance Monitoring Ai,infra,active
1a613d71-cdf4-44de-bc9f-91c0d8f9284c,Quality Control Ai,Quality Control Ai,infra,active
0560c36b-06ee-4de2-97ab-60b75d4d1036,Asset Management Ai,Asset Management Ai,infra,active
5e14ba4a-4152-4f8b-b782-1e9cc56299d4,Document Security Ai,Document Security Ai,infra,active
6d13bcce-e856-4085-b615-aa4b639ea9cb,Knowledge Management Ai,Knowledge Management Ai,infra,active
910045da-ac4a-4fa3-8041-15eec3658674,Task Automation Ai,Task Automation Ai,infra,active
7520fa1f-0055-41a1-a995-9ab6324812be,Ai Email Marketing,Ai Email Marketing,market,active
9778724e-b6e5-44ec-8aa6-e21712907a75,Ai Product Bundler,Ai Product Bundler,market,active
ba7d6e14-d315-4a40-8147-df365b2ebecf,Ai Visual Merchandiser,Ai Visual Merchandiser,market,active
1f79d4d9-0ae0-4d61-9229-bf119ef3e3a9,Ai Demand Forecasting,Ai Demand Forecasting,market,active
76168880-aee5-4805-9d1e-3f46284bd73e,Ai Warehouse Management,Ai Warehouse Management,market,active
8d079de0-f036-42a7-b886-62602bc23760,Ai Supplier Matching,Ai Supplier Matching,market,active
efe6aa1a-59e0-47a7-91da-710cb64d17a3,Ai Quality Control,Ai Quality Control,market,active
48f21b48-6f8e-4e07-9469-3d7dc790c5a4,Ai Packaging Designer,Ai Packaging Designer,market,active
4533c051-374d-48ef-a99b-2717cc12f6da,Succession Planning Ai,Succession Planning Ai,infra,active
ca869877-a5bd-4565-a4eb-ffc45ceffdd3,Workspace Design Ai,Workspace Design Ai,infra,active
592cbb78-a528-4de6-82bd-cf1ddbefe51b,Security Monitoring Ai,Security Monitoring Ai,infra,active
222e6e87-7845-44af-971e-3b43b8691ec9,Health Safety Ai,Health Safety Ai,infra,active
082e7623-58f3-484b-a306-43d607fbf147,Disaster Recovery Ai,Disaster Recovery Ai,infra,active
c1d528d4-8bfd-4660-9fb7-d835fe2daa36,It Asset Management,It Asset Management,infra,active
de6c1ef8-064c-459a-b0ba-80ff12ef8e57,Cloud Cost Management,Cloud Cost Management,infra,active
3e9a6484-ddf8-4282-996b-b6e458e9b39c,Data Governance Ai,Data Governance Ai,infra,active
63805485-2e71-4db8-ad26-c08b6b4835e1,Network Monitoring Ai,Network Monitoring Ai,infra,active
344b87d3-150c-422f-9fab-21632cf5f464,Ai Logistics Planner,Ai Logistics Planner,market,active
eaa8a135-bbca-46d8-8b2d-d715e6cd642e,Ai Customer Loyalty,Ai Customer Loyalty,market,active
a7e6761c-cc73-46ca-b4d1-3b1ab1aa2bb6,Ai Gift Finder,Ai Gift Finder,market,active
87003939-3647-4fb8-b810-5576913b0fb5,Ai Trend Hunter,Ai Trend Hunter,market,active
e316145d-57ff-420a-93da-56a34b0921cd,Resource Forecasting Ai,Resource Forecasting Ai,infra,active
cd364a11-c88e-4bd2-8e33-597a2d0a1ec9,Task Prioritization Ai,Task Prioritization Ai,infra,active
39bb131f-998c-4345-9905-8aebe1e526b9,Time Management Ai,Time Management Ai,infra,active
1fa228ed-bb8b-4a8f-b019-29f445e2983e,Meeting Minutes Ai,Meeting Minutes Ai,infra,active
1af98735-4007-4473-845b-83800d820bdd,Document Translation Ai,Document Translation Ai,infra,active
9535c69f-9a5a-48bf-a7b1-4aed7892a4b8,Form Automation Ai,Form Automation Ai,infra,active
6228a196-53c1-4798-a226-a9a98bc987e7,Report Generation Ai,Report Generation Ai,infra,active
e2099922-c03e-463e-8b72-744a4fbf93db,Dashboard Creation Ai,Dashboard Creation Ai,infra,active
36ee7c26-d6b6-47ff-a68c-105df6e12149,Analytics Platform Ai,Analytics Platform Ai,infra,active
e5ba6735-4b66-48a7-8233-01e0820580e8,Data Cleaning Ai,Data Cleaning Ai,infra,active
5edf415f-1051-4f10-bb16-670e3dc28dd5,Public Fitness Ai,Public Fitness Ai,market,active
2c23bb1e-c24d-44fd-8acd-fe8b79856c0d,Youth Entrepreneurship Curriculum,Youth Entrepreneurship Curriculum,edtech,active
8be57f27-71d3-48bc-b6d9-f5749a6b91a7,Ai Literacy Program,Ai Literacy Program,edtech,active
1705ea92-cfb4-4491-9398-9eb0cb750c32,Coding Mentor Certification,Coding Mentor Certification,edtech,active
0142298f-d27e-4f27-b9f7-621d7df2051d,Real Estate Licensing Prep,Real Estate Licensing Prep,edtech,active
7a6ea56f-3e04-4fc5-bf24-e12f4a4cee49,Coding Bootcamp,Coding Bootcamp,edtech,active
18473bcf-98a9-48bb-93c9-1e22b475458a,Homeschooling Content Ai,Homeschooling Content Ai,edtech,active
70623f59-4cac-43da-86d5-c73a378e3717,Ai Tutoring Platform,Ai Tutoring Platform,edtech,active
34bef434-d5d2-4dab-b6f4-594fa069d2cc,Ai Market Research,Ai Market Research,market,active
dbfe774d-fa2a-4692-b246-68099c88b85c,Ai Competitor Watcher,Ai Competitor Watcher,market,active
66f336ca-ac2d-4566-b711-7d8ee8d2e0df,Ai Product Development,Ai Product Development,market,active
c9ef5321-03f9-4c9e-8c92-c3fbaf73e773,Ai Customer Journey,Ai Customer Journey,market,active
5469f98f-1926-4d43-9e44-d1e348e08b64,Ai Payment Optimization,Ai Payment Optimization,market,active
7b38feca-5ac6-4526-9d3f-b7f4edc8e0aa,Executive Education Program,Executive Education Program,edtech,active
8918a500-82d8-4a29-bd4a-469f2de96491,Youth Stem Program,Youth Stem Program,edtech,active
6d7d63e5-66ea-43be-b359-3a1ca9e26838,Remote Work Certification,Remote Work Certification,edtech,active
13a359cd-b81e-4308-97ae-866caa26cbaf,Ai Research Assistant,Ai Research Assistant,edtech,active
72b96cd0-5984-4223-b27c-d06f4420f48f,Language Learning Ai,Language Learning Ai,edtech,active
81a03724-68a5-4a57-bdfc-6439241ce809,Test Preparation Ai,Test Preparation Ai,edtech,active
5939b384-7df2-4b99-9ed4-c45ddb73d28b,Corporate Training Ai,Corporate Training Ai,edtech,active
754a6478-d209-4875-97b7-99777e212742,Medical Education Ai,Medical Education Ai,edtech,active
01d525cb-7d20-400d-8755-feb73fdad2be,Legal Education Ai,Legal Education Ai,edtech,active
d88bedf7-f645-4bb1-808a-2f13a96d6c21,Music Education Ai,Music Education Ai,edtech,active
165c6d9c-7d5a-437e-bd7b-32ef5591b556,Art Education Ai,Art Education Ai,edtech,active
18f6048f-e40f-4c14-b15a-7bb1a7a5f3a9,Environmental Education Ai,Environmental Education Ai,edtech,active
63684a0a-d318-487e-aee9-eb70347fdc04,Social Studies Ai,Social Studies Ai,edtech,active
89eda625-6182-4a89-b469-d3a926f16591,Math Education Ai,Math Education Ai,edtech,active
8e3e7611-dbd2-4be2-bc92-d53f64b8faec,Science Education Ai,Science Education Ai,edtech,active
c001506d-453e-482d-991b-d08be43a4e68,Reading Comprehension Ai,Reading Comprehension Ai,edtech,active
649519c6-9a3d-4213-bf0e-06d17caecd6d,Writing Instruction Ai,Writing Instruction Ai,edtech,active
5a37a3c2-1d1d-47ef-b37a-33ab4e203cf0,Critical Thinking Ai,Critical Thinking Ai,edtech,active
1467e5ce-7a97-4daa-a208-f412fcd8d0b9,Ai Shipping Labeler,Ai Shipping Labeler,market,active
81ecd43c-8fe7-4d72-b410-bd85f61ed134,Ai Product Launch Coach,Ai Product Launch Coach,market,active
6c67f50e-b6ae-44d8-9107-2482914ed3f5,Ai Vendor Negotiator,Ai Vendor Negotiator,market,active
09093afd-1fab-450c-b158-2987b6224e27,Holographic Events Ai,Holographic Events Ai,ai,active
1c5521f5-b350-4cb0-b3a4-34736d9d383b,Ai Order Prioritizer,Ai Order Prioritizer,market,active
7b51ad29-9423-424f-83e9-e3865cc498ef,Ai Customer Segmentation,Ai Customer Segmentation,market,active
0811dbca-04ed-4e24-a051-2fc8ab94d028,Ai Pricing Analyst,Ai Pricing Analyst,market,active
35cda89c-dc7c-4391-8323-5d8237921766,Ai Sales Forecasting,Ai Sales Forecasting,market,active
5d1dba3e-c471-4576-8a95-3046773736d3,Ai Inventory Reordering,Ai Inventory Reordering,market,active
f999b069-6bfe-47b6-9291-64f2477fe2cf,Ai Product Comparison,Ai Product Comparison,market,active
f9cf7ded-9f65-4bf8-851f-45c3a927951b,Ai Customer Feedback,Ai Customer Feedback,market,active
5db8782d-eae9-4d82-a273-695467be0159,Ai Product Updates,Ai Product Updates,market,active
fe3f5bec-194c-4cc5-a5b9-bb7eb4f0d768,Ai Cross Selling,Ai Cross Selling,market,active
08b32575-d364-4c67-9e6a-137ee4e37c58,Ai Up Selling,Ai Up Selling,market,active
863af29c-17ba-4e86-b796-048d1a97a443,Ai Purchase Timing,Ai Purchase Timing,market,active
7ac61052-8b16-4926-9d1c-180d55d137a7,Public Event Ai,Public Event Ai,market,active
465f5a33-6a8b-4bf2-847b-4a465c95e144,Community Cultural Ai,Community Cultural Ai,market,active
b746feb5-f28a-4b19-b5fd-99a4134f0811,Space Habitat Ai,Space Habitat Ai,ai,active
3b81aa14-8681-4f7e-97c5-779f95583946,Fusion Energy Ai,Fusion Energy Ai,ai,active
082c9549-b479-4b6b-a94d-039c24a9fd70,Teleportation Research Ai,Teleportation Research Ai,ai,active
d35482fa-2f2f-4f1d-a547-e8ba9939523e,Climate Solutions Ai,Climate Solutions Ai,ai,active
f9417c58-3412-4b2a-8f60-5935fb4b7880,Holographic Events Ai,Holographic Events Ai,ai,active
462dc7ad-c2e9-4d02-a180-c1e675dc609a,Autonomous Delivery Ai,Autonomous Delivery Ai,ai,active
773d1607-b3bd-4fca-9b51-5195c4202d24,Gene Editing Ai,Gene Editing Ai,ai,active
9f0ce87e-c94f-46c2-a3a6-3deca7f1683f,Space Tourism Ai,Space Tourism Ai,ai,active
f362e4a1-9b2a-4210-841c-32e5849f033c,Wearables Ai,Wearables Ai,ai,active
61f08d5a-e28a-4569-a632-21becabb0eb5,Metaverse Hub Ai,Metaverse Hub Ai,ai,active
2d31ba4a-d946-4fb2-8313-6df24e866477,Energy Grid Ai,Energy Grid Ai,ai,active
df80379c-7d48-40cb-8e3e-5837f6f71f95,Brain Computer Interface,Brain Computer Interface,ai,active
cdb90c3f-c73c-4124-917f-e880bf648e9f,Crypto Trading Ai,Crypto Trading Ai,ai,active
70e9d207-5837-4acd-af2d-023fbab7ea82,Synthetic Media Ai,Synthetic Media Ai,ai,active
2629051b-ee01-4bea-96a5-78d20d510974,Space Mining Ai,Space Mining Ai,ai,active
0955b8a2-ea66-407c-b8f4-ff66a162c9f9,Vr Therapy Ai,Vr Therapy Ai,ai,active
183352d5-3ad0-46bc-830f-4609de0c8361,Ai Customer Support,Ai Customer Support,market,active
31c6fede-cbc0-44a0-8617-11c205aa0d84,Ai Order Tracking,Ai Order Tracking,market,active
