venture_id,capability
FIN-027-Patent-Writer-AI,analytics
FIN-027-Patent-Writer-AI,api
FIN-027-Patent-Writer-AI,authentication
FIN-027-Patent-Writer-AI,dashboard
FIN-027-Patent-Writer-AI,database
FIN-027-Patent-Writer-AI,llm
FIN-027-Patent-Writer-AI,payments
FIN-027-Patent-Writer-AI,portfolio
FIN-027-Patent-Writer-AI,security
FIN-028-Legal-Analyzer-AI,analytics
FIN-028-Legal-Analyzer-AI,api
FIN-028-Legal-Analyzer-AI,authentication
FIN-028-Legal-Analyzer-AI,dashboard
FIN-028-Legal-Analyzer-AI,database
FIN-028-Legal-Analyzer-AI,llm
FIN-028-Legal-Analyzer-AI,payments
FIN-028-Legal-Analyzer-AI,portfolio
FIN-028-Legal-Analyzer-AI,security
FIN-029-Compliance-Wallet-SaaS,analytics
FIN-029-Compliance-Wallet-SaaS,api
FIN-029-Compliance-Wallet-SaaS,authentication
FIN-029-Compliance-Wallet-SaaS,dashboard
FIN-029-Compliance-Wallet-SaaS,database
FIN-029-Compliance-Wallet-SaaS,payments
FIN-029-Compliance-Wallet-SaaS,portfolio
FIN-029-Compliance-Wallet-SaaS,security
FIN-030-Local-SEO-Ranker-AI,analytics
FIN-030-Local-SEO-Ranker-AI,api
FIN-030-Local-SEO-Ranker-AI,authentication
FIN-030-Local-SEO-Ranker-AI,dashboard
FIN-030-Local-SEO-Ranker-AI,database
FIN-030-Local-SEO-Ranker-AI,llm
FIN-030-Local-SEO-Ranker-AI,payments
FIN-030-Local-SEO-Ranker-AI,portfolio
FIN-030-Local-SEO-Ranker-AI,security
FIN-031-Investor-Dashboard-Builder,analytics
FIN-031-Investor-Dashboard-Builder,api
FIN-031-Investor-Dashboard-Builder,authentication
FIN-031-Investor-Dashboard-Builder,dashboard
FIN-031-Investor-Dashboard-Builder,database
FIN-031-Investor-Dashboard-Builder,payments
FIN-031-Investor-Dashboard-Builder,portfolio
FIN-031-Investor-Dashboard-Builder,security
FIN-032-Legal-Toolkit-AI,analytics
FIN-032-Legal-Toolkit-AI,api
FIN-032-Legal-Toolkit-AI,authentication
FIN-032-Legal-Toolkit-AI,dashboard
FIN-032-Legal-Toolkit-AI,database
FIN-032-Legal-Toolkit-AI,llm
FIN-032-Legal-Toolkit-AI,payments
FIN-032-Legal-Toolkit-AI,portfolio
FIN-032-Legal-Toolkit-AI,security
FIN-033-AI-Tax-Preparation-Service,analytics
FIN-033-AI-Tax-Preparation-Service,api
FIN-033-AI-Tax-Preparation-Service,authentication
FIN-033-AI-Tax-Preparation-Service,dashboard
FIN-033-AI-Tax-Preparation-Service,database
FIN-033-AI-Tax-Preparation-Service,llm
FIN-033-AI-Tax-Preparation-Service,payments
FIN-033-AI-Tax-Preparation-Service,portfolio
FIN-033-AI-Tax-Preparation-Service,security
FIN-034-Payroll-Automation,analytics
FIN-034-Payroll-Automation,api
FIN-034-Payroll-Automation,authentication
FIN-034-Payroll-Automation,automation
FIN-034-Payroll-Automation,dashboard
FIN-034-Payroll-Automation,database
FIN-034-Payroll-Automation,payments
FIN-034-Payroll-Automation,portfolio
FIN-034-Payroll-Automation,security
FIN-035-Insurance-Underwriting-AI,analytics
FIN-035-Insurance-Underwriting-AI,api
FIN-035-Insurance-Underwriting-AI,authentication
FIN-035-Insurance-Underwriting-AI,dashboard
FIN-035-Insurance-Underwriting-AI,database
FIN-035-Insurance-Underwriting-AI,llm
FIN-035-Insurance-Underwriting-AI,payments
FIN-035-Insurance-Underwriting-AI,portfolio
FIN-035-Insurance-Underwriting-AI,security
FIN-036-Arbitrage-Nexus-Platform,analytics
FIN-036-Arbitrage-Nexus-Platform,api
FIN-036-Arbitrage-Nexus-Platform,authentication
FIN-036-Arbitrage-Nexus-Platform,dashboard
FIN-036-Arbitrage-Nexus-Platform,database
FIN-036-Arbitrage-Nexus-Platform,payments
FIN-036-Arbitrage-Nexus-Platform,portfolio
FIN-036-Arbitrage-Nexus-Platform,security
BW-001-Lash-Extension-Studio,api
BW-001-Lash-Extension-Studio,authentication
BW-001-Lash-Extension-Studio,crm
BW-001-Lash-Extension-Studio,dashboard
BW-001-Lash-Extension-Studio,database
BW-001-Lash-Extension-Studio,notifications
BW-001-Lash-Extension-Studio,payments
BW-001-Lash-Extension-Studio,scheduling
BW-002-Mobile-Lash-Service,api
BW-002-Mobile-Lash-Service,authentication
BW-002-Mobile-Lash-Service,crm
BW-002-Mobile-Lash-Service,dashboard
BW-002-Mobile-Lash-Service,database
BW-002-Mobile-Lash-Service,notifications
BW-002-Mobile-Lash-Service,payments
BW-002-Mobile-Lash-Service,scheduling
BW-003-Luxury-Lash-Bar,api
BW-003-Luxury-Lash-Bar,authentication
BW-003-Luxury-Lash-Bar,crm
BW-003-Luxury-Lash-Bar,dashboard
BW-003-Luxury-Lash-Bar,database
BW-003-Luxury-Lash-Bar,notifications
BW-003-Luxury-Lash-Bar,payments
BW-003-Luxury-Lash-Bar,scheduling
BW-004-Lash-Training-Academy,api
BW-004-Lash-Training-Academy,authentication
BW-004-Lash-Training-Academy,crm
BW-004-Lash-Training-Academy,dashboard
BW-004-Lash-Training-Academy,database
BW-004-Lash-Training-Academy,notifications
BW-004-Lash-Training-Academy,payments
BW-004-Lash-Training-Academy,scheduling
BW-005-Lash-Supply-Company,api
BW-005-Lash-Supply-Company,authentication
BW-005-Lash-Supply-Company,crm
BW-005-Lash-Supply-Company,dashboard
BW-005-Lash-Supply-Company,database
BW-005-Lash-Supply-Company,notifications
BW-005-Lash-Supply-Company,payments
BW-005-Lash-Supply-Company,scheduling
BW-006-Lash-Glue-Brand,api
BW-006-Lash-Glue-Brand,authentication
BW-006-Lash-Glue-Brand,crm
BW-006-Lash-Glue-Brand,dashboard
BW-006-Lash-Glue-Brand,database
BW-006-Lash-Glue-Brand,notifications
BW-006-Lash-Glue-Brand,payments
BW-006-Lash-Glue-Brand,scheduling
BW-007-Lash-Kits-&-Tools,api
BW-007-Lash-Kits-&-Tools,authentication
BW-007-Lash-Kits-&-Tools,crm
BW-007-Lash-Kits-&-Tools,dashboard
BW-007-Lash-Kits-&-Tools,database
BW-007-Lash-Kits-&-Tools,notifications
BW-007-Lash-Kits-&-Tools,payments
BW-007-Lash-Kits-&-Tools,scheduling
BW-008-Private-Label-Lashes,api
BW-008-Private-Label-Lashes,authentication
BW-008-Private-Label-Lashes,crm
BW-008-Private-Label-Lashes,dashboard
BW-008-Private-Label-Lashes,database
BW-008-Private-Label-Lashes,notifications
BW-008-Private-Label-Lashes,payments
BW-008-Private-Label-Lashes,scheduling
BW-009-Franchise-Lash-Salons,api
BW-009-Franchise-Lash-Salons,authentication
BW-009-Franchise-Lash-Salons,crm
BW-009-Franchise-Lash-Salons,dashboard
BW-009-Franchise-Lash-Salons,database
BW-009-Franchise-Lash-Salons,notifications
BW-009-Franchise-Lash-Salons,payments
BW-009-Franchise-Lash-Salons,scheduling
BW-010-Online-Lash-Education,api
BW-010-Online-Lash-Education,authentication
BW-010-Online-Lash-Education,crm
BW-010-Online-Lash-Education,dashboard
BW-010-Online-Lash-Education,database
BW-010-Online-Lash-Education,notifications
BW-010-Online-Lash-Education,payments
BW-010-Online-Lash-Education,scheduling
BW-011-Nail-Salon,api
BW-011-Nail-Salon,authentication
BW-011-Nail-Salon,crm
BW-011-Nail-Salon,dashboard
BW-011-Nail-Salon,database
BW-011-Nail-Salon,notifications
BW-011-Nail-Salon,payments
BW-011-Nail-Salon,scheduling
BW-012-Mobile-Nail-Tech,api
BW-012-Mobile-Nail-Tech,authentication
BW-012-Mobile-Nail-Tech,crm
BW-012-Mobile-Nail-Tech,dashboard
BW-012-Mobile-Nail-Tech,database
BW-012-Mobile-Nail-Tech,notifications
BW-012-Mobile-Nail-Tech,payments
BW-012-Mobile-Nail-Tech,scheduling
BW-013-Luxury-Nail-Spa,api
BW-013-Luxury-Nail-Spa,authentication
BW-013-Luxury-Nail-Spa,crm
BW-013-Luxury-Nail-Spa,dashboard
BW-013-Luxury-Nail-Spa,database
BW-013-Luxury-Nail-Spa,notifications
BW-013-Luxury-Nail-Spa,payments
BW-013-Luxury-Nail-Spa,scheduling
BW-014-Press-On-Nail-Brand,api
BW-014-Press-On-Nail-Brand,authentication
BW-014-Press-On-Nail-Brand,crm
BW-014-Press-On-Nail-Brand,dashboard
BW-014-Press-On-Nail-Brand,database
BW-014-Press-On-Nail-Brand,notifications
BW-014-Press-On-Nail-Brand,payments
BW-014-Press-On-Nail-Brand,scheduling
BW-015-Nail-Art-Studio,api
BW-015-Nail-Art-Studio,authentication
BW-015-Nail-Art-Studio,crm
BW-015-Nail-Art-Studio,dashboard
BW-015-Nail-Art-Studio,database
BW-015-Nail-Art-Studio,notifications
BW-015-Nail-Art-Studio,payments
BW-015-Nail-Art-Studio,scheduling
BW-016-Nail-Polish-Brand,api
BW-016-Nail-Polish-Brand,authentication
BW-016-Nail-Polish-Brand,crm
BW-016-Nail-Polish-Brand,dashboard
BW-016-Nail-Polish-Brand,database
BW-016-Nail-Polish-Brand,notifications
BW-016-Nail-Polish-Brand,payments
BW-016-Nail-Polish-Brand,scheduling
BW-017-Nail-Care-Products,api
BW-017-Nail-Care-Products,authentication
BW-017-Nail-Care-Products,crm
BW-017-Nail-Care-Products,dashboard
BW-017-Nail-Care-Products,database
BW-017-Nail-Care-Products,notifications
BW-017-Nail-Care-Products,payments
BW-017-Nail-Care-Products,scheduling
BW-018-Nail-Booking-Marketplace,api
BW-018-Nail-Booking-Marketplace,authentication
BW-018-Nail-Booking-Marketplace,crm
BW-018-Nail-Booking-Marketplace,dashboard
BW-018-Nail-Booking-Marketplace,database
BW-018-Nail-Booking-Marketplace,notifications
BW-018-Nail-Booking-Marketplace,payments
BW-018-Nail-Booking-Marketplace,scheduling
BW-019-Salon-Management-Software,api
BW-019-Salon-Management-Software,authentication
BW-019-Salon-Management-Software,crm
BW-019-Salon-Management-Software,dashboard
BW-019-Salon-Management-Software,database
BW-019-Salon-Management-Software,notifications
BW-019-Salon-Management-Software,payments
BW-019-Salon-Management-Software,scheduling
BW-020-AI-Nail-Design-Generator,api
BW-020-AI-Nail-Design-Generator,authentication
BW-020-AI-Nail-Design-Generator,crm
BW-020-AI-Nail-Design-Generator,dashboard
BW-020-AI-Nail-Design-Generator,database
BW-020-AI-Nail-Design-Generator,llm
BW-020-AI-Nail-Design-Generator,notifications
BW-020-AI-Nail-Design-Generator,payments
BW-020-AI-Nail-Design-Generator,scheduling
BW-021-Hair-Salon,api
BW-021-Hair-Salon,authentication
BW-021-Hair-Salon,crm
BW-021-Hair-Salon,dashboard
BW-021-Hair-Salon,database
BW-021-Hair-Salon,notifications
BW-021-Hair-Salon,payments
BW-021-Hair-Salon,scheduling
BW-022-Barbershop,api
BW-022-Barbershop,authentication
BW-022-Barbershop,crm
BW-022-Barbershop,dashboard
BW-022-Barbershop,database
BW-022-Barbershop,notifications
BW-022-Barbershop,payments
BW-022-Barbershop,scheduling
BW-023-Mobile-Hairstyling,api
BW-023-Mobile-Hairstyling,authentication
BW-023-Mobile-Hairstyling,crm
BW-023-Mobile-Hairstyling,dashboard
BW-023-Mobile-Hairstyling,database
BW-023-Mobile-Hairstyling,notifications
BW-023-Mobile-Hairstyling,payments
BW-023-Mobile-Hairstyling,scheduling
BW-024-Hair-Braiding-Studio,api
BW-024-Hair-Braiding-Studio,authentication
BW-024-Hair-Braiding-Studio,crm
BW-024-Hair-Braiding-Studio,dashboard
BW-024-Hair-Braiding-Studio,database
BW-024-Hair-Braiding-Studio,notifications
BW-024-Hair-Braiding-Studio,payments
BW-024-Hair-Braiding-Studio,scheduling
BW-025-Wig-Installation-Studio,api
BW-025-Wig-Installation-Studio,authentication
BW-025-Wig-Installation-Studio,crm
BW-025-Wig-Installation-Studio,dashboard
BW-025-Wig-Installation-Studio,database
BW-025-Wig-Installation-Studio,notifications
BW-025-Wig-Installation-Studio,payments
BW-025-Wig-Installation-Studio,scheduling
BW-026-Hair-Extension-Salon,api
BW-026-Hair-Extension-Salon,authentication
BW-026-Hair-Extension-Salon,crm
BW-026-Hair-Extension-Salon,dashboard
BW-026-Hair-Extension-Salon,database
BW-026-Hair-Extension-Salon,notifications
BW-026-Hair-Extension-Salon,payments
BW-026-Hair-Extension-Salon,scheduling
BW-027-Hair-Care-Line,api
BW-027-Hair-Care-Line,authentication
BW-027-Hair-Care-Line,crm
BW-027-Hair-Care-Line,dashboard
BW-027-Hair-Care-Line,database
BW-027-Hair-Care-Line,notifications
BW-027-Hair-Care-Line,payments
BW-027-Hair-Care-Line,scheduling
BW-028-Wig-Brand,api
BW-028-Wig-Brand,authentication
BW-028-Wig-Brand,crm
BW-028-Wig-Brand,dashboard
BW-028-Wig-Brand,database
BW-028-Wig-Brand,notifications
BW-028-Wig-Brand,payments
BW-028-Wig-Brand,scheduling
BW-029-Hair-Extensions-Brand,api
BW-029-Hair-Extensions-Brand,authentication
BW-029-Hair-Extensions-Brand,crm
BW-029-Hair-Extensions-Brand,dashboard
BW-029-Hair-Extensions-Brand,database
BW-029-Hair-Extensions-Brand,notifications
BW-029-Hair-Extensions-Brand,payments
BW-029-Hair-Extensions-Brand,scheduling
BW-030-Scalp-Treatment-Products,api
BW-030-Scalp-Treatment-Products,authentication
BW-030-Scalp-Treatment-Products,crm
BW-030-Scalp-Treatment-Products,dashboard
BW-030-Scalp-Treatment-Products,database
BW-030-Scalp-Treatment-Products,notifications
BW-030-Scalp-Treatment-Products,payments
BW-030-Scalp-Treatment-Products,scheduling
BW-031-Hair-Marketplace,api
BW-031-Hair-Marketplace,authentication
BW-031-Hair-Marketplace,crm
BW-031-Hair-Marketplace,dashboard
BW-031-Hair-Marketplace,database
BW-031-Hair-Marketplace,notifications
BW-031-Hair-Marketplace,payments
BW-031-Hair-Marketplace,scheduling
BW-032-Stylist-Booking-Platform,api
BW-032-Stylist-Booking-Platform,authentication
BW-032-Stylist-Booking-Platform,crm
BW-032-Stylist-Booking-Platform,dashboard
BW-032-Stylist-Booking-Platform,database
BW-032-Stylist-Booking-Platform,notifications
BW-032-Stylist-Booking-Platform,payments
BW-032-Stylist-Booking-Platform,scheduling
BW-033-AI-Hairstyle-Simulator,api
BW-033-AI-Hairstyle-Simulator,authentication
BW-033-AI-Hairstyle-Simulator,crm
BW-033-AI-Hairstyle-Simulator,dashboard
BW-033-AI-Hairstyle-Simulator,database
BW-033-AI-Hairstyle-Simulator,llm
BW-033-AI-Hairstyle-Simulator,notifications
BW-033-AI-Hairstyle-Simulator,payments
BW-033-AI-Hairstyle-Simulator,scheduling
BW-034-Salon-Franchise-Chain,api
BW-034-Salon-Franchise-Chain,authentication
BW-034-Salon-Franchise-Chain,crm
BW-034-Salon-Franchise-Chain,dashboard
BW-034-Salon-Franchise-Chain,database
BW-034-Salon-Franchise-Chain,notifications
BW-034-Salon-Franchise-Chain,payments
BW-034-Salon-Franchise-Chain,scheduling
BW-035-Makeup-Studio,api
BW-035-Makeup-Studio,authentication
BW-035-Makeup-Studio,crm
BW-035-Makeup-Studio,dashboard
BW-035-Makeup-Studio,database
BW-035-Makeup-Studio,notifications
BW-035-Makeup-Studio,payments
BW-035-Makeup-Studio,scheduling
BW-036-Bridal-Makeup-Service,api
BW-036-Bridal-Makeup-Service,authentication
BW-036-Bridal-Makeup-Service,crm
BW-036-Bridal-Makeup-Service,dashboard
BW-036-Bridal-Makeup-Service,database
BW-036-Bridal-Makeup-Service,notifications
BW-036-Bridal-Makeup-Service,payments
BW-036-Bridal-Makeup-Service,scheduling
BW-037-Mobile-Makeup-Artist,api
BW-037-Mobile-Makeup-Artist,authentication
BW-037-Mobile-Makeup-Artist,crm
BW-037-Mobile-Makeup-Artist,dashboard
BW-037-Mobile-Makeup-Artist,database
BW-037-Mobile-Makeup-Artist,notifications
BW-037-Mobile-Makeup-Artist,payments
BW-037-Mobile-Makeup-Artist,scheduling
BW-038-Photoshoot-Makeup-Team,api
BW-038-Photoshoot-Makeup-Team,authentication
BW-038-Photoshoot-Makeup-Team,crm
BW-038-Photoshoot-Makeup-Team,dashboard
BW-038-Photoshoot-Makeup-Team,database
BW-038-Photoshoot-Makeup-Team,notifications
BW-038-Photoshoot-Makeup-Team,payments
BW-038-Photoshoot-Makeup-Team,scheduling
BW-039-Cosmetics-Brand,api
BW-039-Cosmetics-Brand,authentication
BW-039-Cosmetics-Brand,crm
BW-039-Cosmetics-Brand,dashboard
BW-039-Cosmetics-Brand,database
BW-039-Cosmetics-Brand,notifications
BW-039-Cosmetics-Brand,payments
BW-039-Cosmetics-Brand,scheduling
BW-040-Beauty-Tools-Brand,api
BW-040-Beauty-Tools-Brand,authentication
BW-040-Beauty-Tools-Brand,crm
BW-040-Beauty-Tools-Brand,dashboard
BW-040-Beauty-Tools-Brand,database
BW-040-Beauty-Tools-Brand,notifications
BW-040-Beauty-Tools-Brand,payments
BW-040-Beauty-Tools-Brand,scheduling
FH-001-Personal-Chef-Service,api
FH-001-Personal-Chef-Service,authentication
FH-001-Personal-Chef-Service,crm
FH-001-Personal-Chef-Service,dashboard
FH-001-Personal-Chef-Service,database
FH-001-Personal-Chef-Service,notifications
FH-001-Personal-Chef-Service,payments
FH-001-Personal-Chef-Service,scheduling
FH-002-Meal-Prep-Delivery,api
FH-002-Meal-Prep-Delivery,authentication
FH-002-Meal-Prep-Delivery,crm
FH-002-Meal-Prep-Delivery,dashboard
FH-002-Meal-Prep-Delivery,database
FH-002-Meal-Prep-Delivery,notifications
FH-002-Meal-Prep-Delivery,payments
FH-002-Meal-Prep-Delivery,scheduling
FH-003-Private-Dinner-Experiences,api
FH-003-Private-Dinner-Experiences,authentication
FH-003-Private-Dinner-Experiences,crm
FH-003-Private-Dinner-Experiences,dashboard
FH-003-Private-Dinner-Experiences,database
FH-003-Private-Dinner-Experiences,notifications
FH-003-Private-Dinner-Experiences,payments
FH-003-Private-Dinner-Experiences,scheduling
FH-004-Catering-Company,api
FH-004-Catering-Company,authentication
FH-004-Catering-Company,crm
