venture_id,venture_name,sector,stage,required_capabilities,capability_count
2c7f67bd-5ef9-43dc-9415-a20b5785d344,?,fintech,?,api | authentication | database | monitoring | payment | security,6
762cb3e5-3aad-4234-9035-0792b876af01,?,fintech,?,api | authentication | database | monitoring | payment | security,6
62adf78e-c391-4e8d-a0c5-c45f73b4fa06,?,fintech,?,api | authentication | database | monitoring | payment | security,6
3ca65cde-afba-402a-a609-514162c04b49,?,fintech,?,api | authentication | database | monitoring | payment | security,6
2456b3b6-1012-4c1c-ace0-0f100383fda2,?,fintech,?,api | authentication | database | monitoring | payment | security,6
37827f2a-b6dc-4218-a578-d96cb004b1f0,?,fintech,?,api | authentication | database | monitoring | payment | security,6
a12d6916-eb38-49ad-8293-17a68098b94f,?,fintech,?,api | authentication | database | monitoring | payment | security,6
f2271f17-3ca5-4e9d-9518-bab57abef224,?,fintech,?,api | authentication | database | monitoring | payment | security,6
31814643-600d-495d-8d8e-200317f998bf,?,fintech,?,api | authentication | database | monitoring | payment | security,6
8d5aaff7-e742-4eca-8bb5-dbe1a84fff26,?,fintech,?,api | authentication | database | monitoring | payment | security,6
c3420a69-2d33-48d6-b5bd-eae1021e86e2,?,fintech,?,api | authentication | database | monitoring | payment | security,6
a816b258-9f64-471b-98cf-85682d14589b,?,fintech,?,api | authentication | database | monitoring | payment | security,6
db540a0b-9916-4c91-b31c-e6390b861032,?,fintech,?,api | authentication | database | monitoring | payment | security,6
6864b44d-111b-4f8f-9d86-70c7576ba018,?,fintech,?,api | authentication | database | monitoring | payment | security,6
da7741e1-3e05-4949-9a87-cfdd2d70d256,?,fintech,?,api | authentication | database | monitoring | payment | security,6
55c975e3-18d8-4af6-be4c-dc5be06d881d,?,fintech,?,api | authentication | database | monitoring | payment | security,6
963b382c-a761-465c-b417-02501d107650,?,fintech,?,api | authentication | database | monitoring | payment | security,6
a2192e41-9b9d-4d1a-8f84-bed3ecd9d653,?,fintech,?,api | authentication | database | monitoring | payment | security,6
af84081d-f743-43b4-9871-c257fcfaf870,?,fintech,?,api | authentication | database | monitoring | payment | security,6
6364ddf9-5003-46c7-b3ee-06947120b0dc,?,fintech,?,api | authentication | database | monitoring | payment | security,6
54e48239-6fe9-4a4c-8559-d10072f4673a,?,fintech,?,api | authentication | database | monitoring | payment | security,6
994cd260-66b9-4291-84bc-98f04cd9a7f1,?,fintech,?,api | authentication | database | monitoring | payment | security,6
bdf2e0fb-7dde-478e-a48e-d363192d733c,?,fintech,?,api | authentication | database | monitoring | payment | security,6
30a407a5-4af5-42e5-8400-e5df314732e2,?,fintech,?,api | authentication | database | monitoring | payment | security,6
d0d98760-a747-4f6b-b1ca-b7ae450b1c94,?,infra,?,api | authentication | database | monitoring | security,5
735005b0-79ea-4830-9dea-3cbe38f8bdc5,?,infra,?,api | authentication | database | monitoring | security,5
5f4b6855-0f89-4ea3-9c09-d10c6e1b4306,?,infra,?,api | authentication | database | monitoring | security,5
b67131dd-d6ff-4b21-8a9d-7e75d37a03ff,?,edtech,?,api | authentication | dashboard | database | workspace,5
3d9e26bd-f37c-4d22-a32c-e6fbc723b813,?,edtech,?,api | authentication | dashboard | database | workspace,5
69d0a7bd-f645-48e8-9370-1598d91fce73,?,infra,?,api | authentication | database | monitoring | security,5
970a10cd-39de-444c-ab02-a322ffe9595b,?,edtech,?,api | authentication | dashboard | database | workspace,5
fd2288c3-1121-4d93-bfaa-29850dfcd027,?,infra,?,api | authentication | database | monitoring | security,5
7bc634f2-5227-4b5b-986d-f73c46f575d3,?,edtech,?,api | authentication | dashboard | database | workspace,5
8114d985-08c8-4a84-ac8c-66d5ab341429,?,devtools,?,api | authentication | dashboard | database | monitoring,5
791334c8-a949-41bf-b656-a9c2891eec02,?,infra,?,api | authentication | database | monitoring | security,5
51b7ebf7-d058-49ec-8833-8021a05b7a09,?,devtools,?,api | authentication | dashboard | database | monitoring,5
3dd10317-9390-4ece-be1d-7727c9a3c77d,?,devtools,?,api | authentication | dashboard | database | monitoring,5
554e22d2-a833-48b3-b9db-a02721589a59,?,devtools,?,api | authentication | dashboard | database | monitoring,5
3a440860-6aed-44b2-8493-72da772496b6,?,infra,?,api | authentication | database | monitoring | security,5
53092cce-000a-4f02-acbd-c38c3e47fe4b,?,market,?,api | authentication | dashboard | database | portfolio,5
b54d49c0-24c4-47d7-93f9-d0679060c937,?,market,?,api | authentication | dashboard | database | portfolio,5
49526c95-3d5f-4702-9c1b-eafe7fa02750,?,market,?,api | authentication | dashboard | database | portfolio,5
d1f6f63b-92ae-4fbe-8093-37109d55a981,?,edtech,?,api | authentication | dashboard | database | workspace,5
feeefc69-b1fd-4f4e-91f3-9bf4ab607cf2,?,edtech,?,api | authentication | dashboard | database | workspace,5
a3db939f-2f22-4ba6-a702-7fcbc4ef85b7,?,infra,?,api | authentication | database | monitoring | security,5
ee6e566c-e19d-47b1-a996-460577499ee4,?,infra,?,api | authentication | database | monitoring | security,5
c866fec8-a7a9-49ae-ada3-9ae2b61936a9,?,infra,?,api | authentication | database | monitoring | security,5
2471d5ff-1524-4bca-98f6-48080f8b75d6,?,infra,?,api | authentication | database | monitoring | security,5
5d0712c4-19f4-4fb0-9fd5-456d688e791b,?,market,?,api | authentication | dashboard | database | portfolio,5
0142298f-d27e-4f27-b9f7-621d7df2051d,?,edtech,?,api | authentication | dashboard | database | workspace,5
0ef43be4-0a97-4b81-bb34-318e99be2e79,?,market,?,api | authentication | dashboard | database | portfolio,5
1467e5ce-7a97-4daa-a208-f412fcd8d0b9,?,market,?,api | authentication | dashboard | database | portfolio,5
14ca9c22-60b1-470f-b4ed-75345f04b6ae,?,edtech,?,api | authentication | dashboard | database | workspace,5
10632f64-18a7-4ee0-98ac-a5cde697b304,?,devtools,?,api | authentication | dashboard | database | monitoring,5
04a3ad6b-edcf-4945-ba81-ca8e0ca8a265,?,market,?,api | authentication | dashboard | database | portfolio,5
12502e9e-f74e-477a-aaa7-692515b8e7bf,?,market,?,api | authentication | dashboard | database | portfolio,5
05724c9d-2438-42d6-acb5-d56a1ee13700,?,market,?,api | authentication | dashboard | database | portfolio,5
070d3984-7a16-478c-af2d-eb1ee1956679,?,infra,?,api | authentication | database | monitoring | security,5
0b77ec4f-069c-4cec-a1ab-e512b6112c51,?,infra,?,api | authentication | database | monitoring | security,5
0c6aee03-1791-4ee5-be62-3b728b329507,?,infra,?,api | authentication | database | monitoring | security,5
0cb23daa-89cf-4024-8d48-19ef3070544b,?,infra,?,api | authentication | database | monitoring | security,5
143e7aea-a027-43c8-8d0e-8d0f2bb56ebe,?,infra,?,api | authentication | database | monitoring | security,5
0d31cc43-724b-4f18-ab7e-eee59d351acd,?,devtools,?,api | authentication | dashboard | database | monitoring,5
058bc6e3-2b03-4234-ade7-5bdc10a27e79,?,market,?,api | authentication | dashboard | database | portfolio,5
0811dbca-04ed-4e24-a051-2fc8ab94d028,?,market,?,api | authentication | dashboard | database | portfolio,5
13a359cd-b81e-4308-97ae-866caa26cbaf,?,edtech,?,api | authentication | dashboard | database | workspace,5
148ae630-ad97-4241-a1e6-2baf1ff50aca,?,market,?,api | authentication | dashboard | database | portfolio,5
e52fe3ef-7143-493b-972b-842b0e3dc914,?,market,?,api | authentication | dashboard | database | portfolio,5
082e7623-58f3-484b-a306-43d607fbf147,?,infra,?,api | authentication | database | monitoring | security,5
03bdd08f-74c4-4136-9e20-b1116922c386,?,infra,?,api | authentication | database | monitoring | security,5
8071f41e-7e52-471b-bd3a-827275046c85,?,devtools,?,api | authentication | dashboard | database | monitoring,5
f63eb65f-2a9c-4cf6-857c-a306d4e95c7f,?,infra,?,api | authentication | database | monitoring | security,5
9161fa5c-e0fb-4f9d-9a95-6f1134138635,?,infra,?,api | authentication | database | monitoring | security,5
4d4db78a-818f-4ad3-81fb-cb4b4a1f9fbe,?,infra,?,api | authentication | database | monitoring | security,5
01c5e938-dbea-4bc7-9cdf-441ebc75c1a6,?,devtools,?,api | authentication | dashboard | database | monitoring,5
150c4561-556e-49c2-a85f-a313bf3157bf,?,devtools,?,api | authentication | dashboard | database | monitoring,5
0ade2bf0-c2a2-4373-9179-2c773ea44a76,?,market,?,api | authentication | dashboard | database | portfolio,5
11042f16-27fe-4c22-80d8-719ec6a3dc83,?,market,?,api | authentication | dashboard | database | portfolio,5
135a93dd-eafe-4547-872d-1881adc1a5de,?,market,?,api | authentication | dashboard | database | portfolio,5
0ea29e71-8639-4202-925b-ecb70c013800,?,market,?,api | authentication | dashboard | database | portfolio,5
9e4f8a59-04d9-4057-a45f-1674be04bf5c,?,devtools,?,api | authentication | dashboard | database | monitoring,5
484ac493-c394-4ca1-aa18-e514a8844312,?,health,?,api | authentication | database | monitoring | security,5
38f31487-8db1-447f-a399-b058408b194c,?,market,?,api | authentication | dashboard | database | portfolio,5
d7ddcedd-b082-4e19-b6b4-369cb6a52322,?,market,?,api | authentication | dashboard | database | portfolio,5
90169a53-ccf0-4bae-b9c5-b8e5c953859b,?,market,?,api | authentication | dashboard | database | portfolio,5
96ce7a14-8c57-4c0a-9b22-e4e72ca2b6f5,?,market,?,api | authentication | dashboard | database | portfolio,5
a0243d57-44bb-4d84-b65b-6f365551c43a,?,market,?,api | authentication | dashboard | database | portfolio,5
c4a823cd-b52a-41a9-bea1-1a9762807f93,?,market,?,api | authentication | dashboard | database | portfolio,5
f2dd65e6-3f8c-4797-8d8f-b00486d6c65a,?,edtech,?,api | authentication | dashboard | database | workspace,5
6dbf2ae4-e7cb-4a89-a953-7f7810fff452,?,edtech,?,api | authentication | dashboard | database | workspace,5
da90d565-e3c0-4f88-b518-d36ebcd01c9b,?,edtech,?,api | authentication | dashboard | database | workspace,5
85ce4f91-864f-40b1-946b-d9c061866584,?,edtech,?,api | authentication | dashboard | database | workspace,5
db4cffab-87d5-450e-a9c6-6aa34417c735,?,edtech,?,api | authentication | dashboard | database | workspace,5
46361eff-dc42-4c53-bb98-9c307b472ff2,?,edtech,?,api | authentication | dashboard | database | workspace,5
fdfc8bd5-9c3f-484f-8fbe-dcf2287efe1c,?,edtech,?,api | authentication | dashboard | database | workspace,5
c90e4c85-735c-4771-a7b5-d25aff635d61,?,edtech,?,api | authentication | dashboard | database | workspace,5
7db5a21d-82bf-48aa-a931-5e6b014afa57,?,edtech,?,api | authentication | dashboard | database | workspace,5
b0ebffe2-21fe-4d7f-917a-1c648598d852,?,edtech,?,api | authentication | dashboard | database | workspace,5
5dd46624-6e8a-467e-9e4b-b23248929ede,?,market,?,api | authentication | dashboard | database | portfolio,5
b0c2ff55-8805-49a7-bd66-0e33ea1eda89,?,infra,?,api | authentication | database | monitoring | security,5
1beee46c-512a-4465-bea0-930c5cf9b6c4,?,devtools,?,api | authentication | dashboard | database | monitoring,5
53d29854-db4f-4077-9bc4-a425e90dd022,?,devtools,?,api | authentication | dashboard | database | monitoring,5
f24c9f6e-f7d9-45e2-b7c3-eb3983488101,?,edtech,?,api | authentication | dashboard | database | workspace,5
57714f4e-8b35-4ba2-acd6-be638b5651bc,?,edtech,?,api | authentication | dashboard | database | workspace,5
eab49199-7a5e-43e3-b17a-7783f2ba88df,?,edtech,?,api | authentication | dashboard | database | workspace,5
563d83e2-b55d-4660-8124-578d94f48393,?,edtech,?,api | authentication | dashboard | database | workspace,5
dc8b2b20-b9d9-4fe4-a751-0a6c19e15f63,?,edtech,?,api | authentication | dashboard | database | workspace,5
cbd335a4-72a4-4872-ae3d-cf1ba1a704d3,?,edtech,?,api | authentication | dashboard | database | workspace,5
5e6d3547-fc5a-4511-b7dc-ea829aff7b17,?,edtech,?,api | authentication | dashboard | database | workspace,5
ddd8bd06-d375-4481-bbc8-094e7dd3297a,?,edtech,?,api | authentication | dashboard | database | workspace,5
ec0ff7a7-721f-46a0-90a3-e3844221e78f,?,edtech,?,api | authentication | dashboard | database | workspace,5
50fdd75b-08e3-4b25-adb5-3252b0218edc,?,edtech,?,api | authentication | dashboard | database | workspace,5
76fc699c-07a5-47f1-850b-1b87d4b09383,?,edtech,?,api | authentication | dashboard | database | workspace,5
bbdddf73-f481-4f73-ada7-6fb998501bd2,?,market,?,api | authentication | dashboard | database | portfolio,5
8d2ef00c-2f60-47ea-8d5f-f94e8b8bc701,?,market,?,api | authentication | dashboard | database | portfolio,5
3a4480a4-8bd4-4746-a444-4858dec05e59,?,market,?,api | authentication | dashboard | database | portfolio,5
cee277a2-252a-4d6d-a6b4-ca2291f3b047,?,market,?,api | authentication | dashboard | database | portfolio,5
8cc3a6d7-c784-480c-b552-179e3c9282fb,?,market,?,api | authentication | dashboard | database | portfolio,5
645f19c8-cbab-48ac-8d92-08ee7d424015,?,market,?,api | authentication | dashboard | database | portfolio,5
5e3fc237-1b40-4f1a-81f7-b66908c2d4fa,?,infra,?,api | authentication | database | monitoring | security,5
aaefb38e-6387-4201-abec-6e5c7f7f25b2,?,devtools,?,api | authentication | dashboard | database | monitoring,5
ed6015ca-25bd-44a5-830a-0c133c775458,?,market,?,api | authentication | dashboard | database | portfolio,5
80a66845-2d08-4c50-b0eb-fdfde32cbf73,?,devtools,?,api | authentication | dashboard | database | monitoring,5
51c2c031-02b0-4148-b832-770c16239b68,?,devtools,?,api | authentication | dashboard | database | monitoring,5
043c6a81-c6f6-40e2-9124-2b0e3558d65b,?,market,?,api | authentication | dashboard | database | portfolio,5
e64973ab-ff5b-42b8-8715-b84995c4e0a0,?,market,?,api | authentication | dashboard | database | portfolio,5
f3d6352b-6832-49fc-ae36-cf56de5c2bb1,?,market,?,api | authentication | dashboard | database | portfolio,5
6e03ed0c-0d20-4147-a680-332e759a07dd,?,market,?,api | authentication | dashboard | database | portfolio,5
93f3303f-f348-4a6b-ba2e-6cb8c99e0017,?,market,?,api | authentication | dashboard | database | portfolio,5
85d54f89-f312-44e7-8496-52e378792fd5,?,market,?,api | authentication | dashboard | database | portfolio,5
9b7afdc4-9d07-479c-aeca-87399619086c,?,market,?,api | authentication | dashboard | database | portfolio,5
858c5450-298c-4bd6-bf37-1ab288b1963c,?,market,?,api | authentication | dashboard | database | portfolio,5
0237b0cc-4b8b-4979-9c97-31ecd9f9645d,?,infra,?,api | authentication | database | monitoring | security,5
c5e845a8-3112-44b9-8844-f4f54e8a2d9c,?,market,?,api | authentication | dashboard | database | portfolio,5
68ec8784-6ac5-4852-ae40-3b82fd4d010e,?,market,?,api | authentication | dashboard | database | portfolio,5
4a1ed3f5-3513-4d52-8bf2-18010dc65aa3,?,market,?,api | authentication | dashboard | database | portfolio,5
dc375d7b-5925-4346-b232-33e7c09e91ac,?,market,?,api | authentication | dashboard | database | portfolio,5
f2a88c1a-16a4-4338-8635-285e380fa9eb,?,market,?,api | authentication | dashboard | database | portfolio,5
6fc00e9b-1417-49ba-b99e-9123e2f6e0aa,?,market,?,api | authentication | dashboard | database | portfolio,5
8ec68695-7424-4caa-8100-8f600999db01,?,market,?,api | authentication | dashboard | database | portfolio,5
a479d43e-385b-4695-ad6d-7a846697369e,?,market,?,api | authentication | dashboard | database | portfolio,5
c6c67e0b-3945-4ce9-a06a-bc4908a07584,?,market,?,api | authentication | dashboard | database | portfolio,5
1f0860d6-28de-4dc9-94a9-b47451525e36,?,market,?,api | authentication | dashboard | database | portfolio,5
e9e457f0-1c93-4c87-b5c2-3ca4024270b0,?,market,?,api | authentication | dashboard | database | portfolio,5
7c7d17f8-d8d1-42ae-8d45-fe0baffe69f4,?,market,?,api | authentication | dashboard | database | portfolio,5
0f8fb560-a2fe-44f5-a527-8473a64371eb,?,market,?,api | authentication | dashboard | database | portfolio,5
22a39e70-ebd8-4cd9-ae00-8355d43d786a,?,re,?,api | dashboard | database | portfolio | workspace,5
0c242bc0-f5ff-4fdc-b9d4-9852ef03e2e9,?,infra,?,api | authentication | database | monitoring | security,5
2419bf07-b3f2-400f-a2c5-acab2bce597b,?,con,?,api | construction | dashboard | database | workspace,5
0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,?,devtools,?,api | authentication | dashboard | database | monitoring,5
b9c1c9a3-5927-480c-857d-6b99be35254b,?,devtools,?,api | authentication | dashboard | database | monitoring,5
4f3bc116-b77f-4b3a-a9f6-a3327a21762d,?,edtech,?,api | authentication | dashboard | database | workspace,5
28186c7a-9e4b-4b2c-884c-2bf6a7750009,?,market,?,api | authentication | dashboard | database | portfolio,5
a7313b93-1f7c-4b8d-a76f-05adc9f19044,?,edtech,?,api | authentication | dashboard | database | workspace,5
865e4148-4fb4-4fb6-96ec-65c6602936e8,?,infra,?,api | authentication | database | monitoring | security,5
a90fb2af-322e-4d30-a788-cbceb022ffd4,?,devtools,?,api | authentication | dashboard | database | monitoring,5
69a09970-4f23-4629-898f-68945a6c432b,?,devtools,?,api | authentication | dashboard | database | monitoring,5
8ae79082-a341-4e02-b85d-2d8cb240399d,?,market,?,api | authentication | dashboard | database | portfolio,5
55af196a-fcc9-45c2-9890-e711c18cb9e4,?,market,?,api | authentication | dashboard | database | portfolio,5
2ff505e9-628e-4851-88c2-891abc76953b,?,market,?,api | authentication | dashboard | database | portfolio,5
f3ef9069-0b9c-4d4f-ac54-c01848ad3a4c,?,infra,?,api | authentication | database | monitoring | security,5
cf272b81-21e0-4813-b736-6ff0c4ba488c,?,market,?,api | authentication | dashboard | database | portfolio,5
7959b02f-1512-4880-889c-44c7a6ab1a87,?,market,?,api | authentication | dashboard | database | portfolio,5
7e68ff6b-17ce-4847-9d52-3fae4260b4bd,?,market,?,api | authentication | dashboard | database | portfolio,5
77fab7a8-4d14-40ac-bc3e-e4b65f042b21,?,market,?,api | authentication | dashboard | database | portfolio,5
ce8de855-9294-4cc0-b643-58194185a635,?,market,?,api | authentication | dashboard | database | portfolio,5
2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,?,market,?,api | authentication | dashboard | database | portfolio,5
a28e1c68-b54f-4a44-baa8-3b710f6e7068,?,market,?,api | authentication | dashboard | database | portfolio,5
8d2079c2-7cd5-4858-a4e4-38f13d063054,?,market,?,api | authentication | dashboard | database | portfolio,5
2016874b-887e-4fde-9df6-a28ab07a7f94,?,market,?,api | authentication | dashboard | database | portfolio,5
691a2d51-26a0-40db-b14e-e62995a73f5e,?,market,?,api | authentication | dashboard | database | portfolio,5
51b7c13a-d958-4d87-91c1-e4a5a49a789a,?,market,?,api | authentication | dashboard | database | portfolio,5
e6e855f6-f953-4c57-8070-969ec53bbe81,?,edtech,?,api | authentication | dashboard | database | workspace,5
96e42cd0-c04d-49c2-a9c7-696fc08fe1f1,?,edtech,?,api | authentication | dashboard | database | workspace,5
97e20624-c42a-4c26-a4f2-b2b4a23cf7e0,?,market,?,api | authentication | dashboard | database | portfolio,5
a62dd704-6931-4492-a602-8b69579a8f1a,?,market,?,api | authentication | dashboard | database | portfolio,5
3579fc6c-200c-4f67-af16-e9d6daa8aeef,?,edtech,?,api | authentication | dashboard | database | workspace,5
a6ff4191-ea6d-4ae7-8594-4d8e5c817a24,?,edtech,?,api | authentication | dashboard | database | workspace,5
0f6a2756-2bc4-4fd5-abb9-30d24b087aca,?,devtools,?,api | authentication | dashboard | database | monitoring,5
0560c36b-06ee-4de2-97ab-60b75d4d1036,?,infra,?,api | authentication | database | monitoring | security,5
01d525cb-7d20-400d-8755-feb73fdad2be,?,edtech,?,api | authentication | dashboard | database | workspace,5
227ee829-19eb-4140-8f4e-d5c738068733,?,market,?,api | authentication | dashboard | database | portfolio,5
02ee37b5-eb8a-4f42-ad94-79b7e5472d22,?,market,?,api | authentication | dashboard | database | portfolio,5
35805956-8944-40e8-a4f4-8977fb6b3746,?,market,?,api | authentication | dashboard | database | portfolio,5
de6c1ef8-064c-459a-b0ba-80ff12ef8e57,?,infra,?,api | authentication | database | monitoring | security,5
b6823f63-1d6d-4b98-a640-3766a0637c50,?,market,?,api | authentication | dashboard | database | portfolio,5
4322cdc5-bd82-4466-93bd-a996edf3ba12,?,con,?,api | construction | dashboard | database | workspace,5
e98dbadb-09da-451d-85c6-d98d670d37c9,?,con,?,api | construction | dashboard | database | workspace,5
f98ce20d-3fb9-4dae-a8af-890f97920a98,?,devtools,?,api | authentication | dashboard | database | monitoring,5
fa284812-facc-4c83-b825-106ea6626efd,?,devtools,?,api | authentication | dashboard | database | monitoring,5
6cab83a8-f1f8-4b3a-82df-5ff417b6e4f5,?,devtools,?,api | authentication | dashboard | database | monitoring,5
c001506d-453e-482d-991b-d08be43a4e68,?,edtech,?,api | authentication | dashboard | database | workspace,5
5edf415f-1051-4f10-bb16-670e3dc28dd5,?,market,?,api | authentication | dashboard | database | portfolio,5
5e14ba4a-4152-4f8b-b782-1e9cc56299d4,?,infra,?,api | authentication | database | monitoring | security,5
42958522-0037-4ce0-a015-4a45bd3df1b6,?,market,?,api | authentication | dashboard | database | portfolio,5
84c1bc81-7c50-455d-958b-e6d4af9b2a24,?,market,?,api | authentication | dashboard | database | portfolio,5
08b32575-d364-4c67-9e6a-137ee4e37c58,?,market,?,api | authentication | dashboard | database | portfolio,5
51d69a32-a9fe-47b8-b3c7-88780372918b,?,market,?,api | authentication | dashboard | database | portfolio,5
1e024252-6dd8-4413-b4c2-462db4ed5320,?,market,?,api | authentication | dashboard | database | portfolio,5
7324eb78-30e3-4eb0-b09b-117237dea38d,?,re,?,api | dashboard | database | portfolio | workspace,5
00820f11-bc63-4ed5-b515-a9250718b65d,?,re,?,api | dashboard | database | portfolio | workspace,5
1c2815b7-14da-46d8-9def-d3fafd52127f,?,re,?,api | dashboard | database | portfolio | workspace,5
05824164-ab9d-4a98-bebc-2cbae6913530,?,con,?,api | construction | dashboard | database | workspace,5
1ecbc9e3-88bf-4d29-9a90-1ee5e2d2549b,?,con,?,api | construction | dashboard | database | workspace,5
151763db-b390-47a9-bd1b-82c4e492aeb2,?,con,?,api | construction | dashboard | database | workspace,5
0a663217-7731-41d7-873f-13f9742a9a8c,?,infra,?,api | authentication | database | monitoring | security,5
0d0043e7-228c-4c3c-8a34-bf38798c692c,?,devtools,?,api | authentication | dashboard | database | monitoring,5
09da8b0a-9a94-461e-a1ac-3009d7e8cf5e,?,edtech,?,api | authentication | dashboard | database | workspace,5
012af0d5-5417-42ba-8396-a5b6a507f98a,?,infra,?,api | authentication | database | monitoring | security,5
06018304-6677-466a-b2ca-48b723420496,?,devtools,?,api | authentication | dashboard | database | monitoring,5
4285eea8-23f3-45c8-8a66-f9fb65d29550,?,edtech,?,api | authentication | dashboard | database | workspace,5
f0148df8-77c8-4c40-9ef8-fcd5cb87edef,?,edtech,?,api | authentication | dashboard | database | workspace,5
86a605b4-2b10-40a8-aab4-f18b84d5c0fb,?,edtech,?,api | authentication | dashboard | database | workspace,5
b3f28524-624d-469d-8c34-621298411a61,?,re,?,api | dashboard | database | portfolio | workspace,5
a458a464-3244-4623-847c-9b2fc339b9ec,?,market,?,api | authentication | dashboard | database | portfolio,5
64669816-60f5-4f5d-822c-d542a5398c33,?,market,?,api | authentication | dashboard | database | portfolio,5
e43ada0c-5456-42a0-b676-4b45e962ccb0,?,market,?,api | authentication | dashboard | database | portfolio,5
da6db9a4-0c5f-411e-be5c-40443c983db9,?,re,?,api | dashboard | database | portfolio | workspace,5
e00d65a5-aea9-4a1a-8039-085789bababf,?,re,?,api | dashboard | database | portfolio | workspace,5
852c9eaf-3d6f-433c-b0a9-1f39308a3dbb,?,re,?,api | dashboard | database | portfolio | workspace,5
b61f6b0d-3bc0-411c-b56b-16aa4d74272f,?,re,?,api | dashboard | database | portfolio | workspace,5
b52a3ccf-5369-4ea9-b41c-63d28034aa14,?,re,?,api | dashboard | database | portfolio | workspace,5
00902fe8-6b68-4e23-84ca-67eff90fc22b,?,re,?,api | dashboard | database | portfolio | workspace,5
441ec840-4799-4986-b515-9b687e0ea01a,?,edtech,?,api | authentication | dashboard | database | workspace,5
4e56b7b1-d067-4439-8832-f9557dc9f55e,?,re,?,api | dashboard | database | portfolio | workspace,5
0b5c6433-971d-4b04-94f9-6fca2e22d482,?,edtech,?,api | authentication | dashboard | database | workspace,5
1ae16ce2-e682-4bf0-afe7-8fa9685b18d5,?,re,?,api | dashboard | database | portfolio | workspace,5
f55e7200-983b-40d2-b70c-ad15bc7a4f5d,?,re,?,api | dashboard | database | portfolio | workspace,5
8769b4fa-e9db-4dc5-8db9-e14758883d29,?,re,?,api | dashboard | database | portfolio | workspace,5
43887ca4-c9b2-43a6-b09c-be78c08f3bae,?,con,?,api | construction | dashboard | database | workspace,5
ebedf936-77dc-4639-8ee2-5250c2764d8d,?,con,?,api | construction | dashboard | database | workspace,5
899b2735-58c1-40f5-8730-dfc63bbb3c85,?,con,?,api | construction | dashboard | database | workspace,5
4a98aa80-6818-454f-9467-fda52e8ed59f,?,con,?,api | construction | dashboard | database | workspace,5
6d1a9fbc-4bee-4776-a939-16c64ea8e28c,?,con,?,api | construction | dashboard | database | workspace,5
bfad159e-f38b-4d29-b4b4-d784ceefc54b,?,con,?,api | construction | dashboard | database | workspace,5
f3e0d6d3-4ec5-4b4f-9307-618392e749c6,?,con,?,api | construction | dashboard | database | workspace,5
ccc9e10c-4767-4a49-9424-3a3d3360e37b,?,con,?,api | construction | dashboard | database | workspace,5
