venture_id,name,sector,archetype,stage,capabilities,owned_caps,buy_caps,integration_pct,deal_layer
BW-010-Online-Lash-Education,Online Lash Education,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-011-Nail-Salon,Nail Salon,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-012-Mobile-Nail-Tech,Mobile Nail Tech,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-013-Luxury-Nail-Spa,Luxury Nail Spa,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-014-Press-On-Nail-Brand,Press On Nail Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-015-Nail-Art-Studio,Nail Art Studio,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-016-Nail-Polish-Brand,Nail Polish Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-017-Nail-Care-Products,Nail Care Products,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-018-Nail-Booking-Marketplace,Nail Booking Marketplace,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-019-Salon-Management-Software,Salon Management Software,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-020-AI-Nail-Design-Generator,Ai Nail Design Generator,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-021-Hair-Salon,Hair Salon,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-022-Barbershop,Barbershop,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-023-Mobile-Hairstyling,Mobile Hairstyling,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-024-Hair-Braiding-Studio,Hair Braiding Studio,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-025-Wig-Installation-Studio,Wig Installation Studio,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-026-Hair-Extension-Salon,Hair Extension Salon,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-027-Hair-Care-Line,Hair Care Line,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-028-Wig-Brand,Wig Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-029-Hair-Extensions-Brand,Hair Extensions Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-030-Scalp-Treatment-Products,Scalp Treatment Products,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-031-Hair-Marketplace,Hair Marketplace,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-032-Stylist-Booking-Platform,Stylist Booking Platform,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-033-AI-Hairstyle-Simulator,Ai Hairstyle Simulator,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-034-Salon-Franchise-Chain,Salon Franchise Chain,beauty-wellness,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-035-Makeup-Studio,Makeup Studio,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-036-Bridal-Makeup-Service,Bridal Makeup Service,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-037-Mobile-Makeup-Artist,Mobile Makeup Artist,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-038-Photoshoot-Makeup-Team,Photoshoot Makeup Team,beauty-wellness,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-039-Cosmetics-Brand,Cosmetics Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
BW-040-Beauty-Tools-Brand,Beauty Tools Brand,beauty-wellness,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-001-Personal-Chef-Service,Personal Chef Service,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-002-Meal-Prep-Delivery,Meal Prep Delivery,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-003-Private-Dinner-Experiences,Private Dinner Experiences,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-004-Catering-Company,Catering Company,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-005-Corporate-Lunch-Service,Corporate Lunch Service,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-006-Healthy-Meal-Prep-for-Gyms,Healthy Meal Prep For Gyms,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-007-Elderly-Meal-Service,Elderly Meal Service,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-008-Athlete-Nutrition-Service,Athlete Nutrition Service,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-009-Packaged-Food-Brand,Packaged Food Brand,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-010-Frozen-Meals-Company,Frozen Meals Company,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-011-Sauce-or-Seasoning-Brand,Sauce Or Seasoning Brand,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-012-Protein-Snacks-Brand,Protein Snacks Brand,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-013-Meal-Kit-Company,Meal Kit Company,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-014-Cloud-Kitchen-,Cloud Kitchen ,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-015-AI-Nutrition-Planner,Ai Nutrition Planner,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-016-Recipe-App,Recipe App,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-017-Cooking-Content-Brand,Cooking Content Brand,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-018-Food-Influencer-Brand,Food Influencer Brand,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-019-Cooking-Course-Platform,Cooking Course Platform,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-020-Restaurant-POS-System,Restaurant Pos System,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-021-Food-Truck-Business,Food Truck Business,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-022-Specialty-Coffee-Shop,Specialty Coffee Shop,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-023-Bakery-&-Pastry-Shop,Bakery & Pastry Shop,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-024-Juice-Bar,Juice Bar,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-025-Ice-Cream-Shop,Ice Cream Shop,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-026-Gourmet-Food-Market,Gourmet Food Market,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-027-Food-Delivery-Platform,Food Delivery Platform,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,food-hospitality,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-030-Organic-Food-Brand,Organic Food Brand,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-031-Vegan-Food-Company,Vegan Food Company,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-032-Keto-Meal-Service,Keto Meal Service,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-033-Food-Photography-Service,Food Photography Service,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-034-Restaurant-Consulting,Restaurant Consulting,food-hospitality,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FH-035-Food-Safety-Training,Food Safety Training,food-hospitality,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-001-Gym,Gym,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-002-Boutique-Fitness-Studio,Boutique Fitness Studio,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-003-Personal-Training-Studio,Personal Training Studio,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-004-Women-Only-Gym,Women Only Gym,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-005-Boxing-Gym,Boxing Gym,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-006-CrossFit-Gym,Crossfit Gym,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-007-Luxury-Fitness-Club,Luxury Fitness Club,fitness-sports,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-008-Online-Coaching,Online Coaching,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-009-Personal-Trainer-Business,Personal Trainer Business,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-010-Transformation-Program,Transformation Program,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-011-Athlete-Training-Company,Athlete Training Company,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-012-Supplement-Brand,Supplement Brand,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-013-Fitness-Apparel,Fitness Apparel,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-014-Workout-Equipment-Brand,Workout Equipment Brand,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-015-Recovery-Products,Recovery Products,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-016-Fitness-App,Fitness App,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-017-AI-Personal-Trainer,Ai Personal Trainer,fitness-sports,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-018-Gym-Management-Software,Gym Management Software,fitness-sports,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-019-Wearable-Analytics-Platform,Wearable Analytics Platform,fitness-sports,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-020-Yoga-Studio,Yoga Studio,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-021-Pilates-Studio,Pilates Studio,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-022-Dance-Studio,Dance Studio,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-023-Martial-Arts-Dojo,Martial Arts Dojo,fitness-sports,market,validation,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-024-Sports-Performance-Center,Sports Performance Center,fitness-sports,market,planned,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
FS-025-Corporate-Wellness-Program,Corporate Wellness Program,fitness-sports,market,mvp,api | authentication | dashboard | database | portfolio,api | authentication | dashboard | database,portfolio,80,L2 Service / L7 Data
LT-001-Truck-Dispatch-Company,Truck Dispatch Company,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-002-Freight-Brokerage,Freight Brokerage,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-003-Logistics-Dispatch-Service,Logistics Dispatch Service,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-004-Last-Mile-Delivery-Dispatch,Last Mile Delivery Dispatch,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-005-Medical-Courier-Dispatch,Medical Courier Dispatch,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-006-Amazon,Amazon,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-007-Construction-Dispatch,Construction Dispatch,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-008-Towing-Dispatch,Towing Dispatch,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-009-HVAC-Technician-Dispatch,Hvac Technician Dispatch,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-010-Field-Service-Dispatch,Field Service Dispatch,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-011-Dispatch-Software,Dispatch Software,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-012-Fleet-Tracking-Platform,Fleet Tracking Platform,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-013-Logistics-Automation-System,Logistics Automation System,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-014-AI-Route-Optimization,Ai Route Optimization,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-015-Driver-Management-Platform,Driver Management Platform,logistics-transport,infra,planned,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-016-Trucking-Company,Trucking Company,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-017-Courier-Service,Courier Service,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-018-Local-Delivery-Company,Local Delivery Company,logistics-transport,infra,mvp,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-019-Moving-Company,Moving Company,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
LT-020-Freight-Company,Freight Company,logistics-transport,infra,validation,api | authentication | database | monitoring | security,api | authentication | database | monitoring | security,,100,L2 Service / L6 Software
