entity_id,entity_name,layer_id,layer_name,occupancy_status,venture_id,sector_id,sector_name,executive_division,live_vercel_url,primary_starred_repo,data_room_path,distance_to_cash,ultimate_owner
ENT-018,Pour-Over Will,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Founder
ENT-019,Durable Power of Attorney,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Founder
ENT-020,Healthcare Directive,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Founder
ENT-021,Executor Office,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Executor
ENT-022,Personal Representative,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Personal Representative
ENT-023,Probate Estate,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Probate Court
ENT-024,Estate Tax Planning Vehicle,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Family Trust
ENT-025,Gift Planning Vehicle,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Family Trust
ENT-026,Buy-Sell Agreement,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Worldwidebro Master Holdings
ENT-027,Family Succession Vehicle,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Family Trust
ENT-028,Management Succession Plan,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Worldwidebro Master Holdings
ENT-029,Key-Person Ownership Plan,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Worldwidebro Master Holdings
ENT-030,Family Legacy Archive,2,ESTATE / SUCCESSION,OPEN_FAMILY_SLOT,UNASSIGNED,ESTATE-001,Dynastic Family Trust & Succession,01. Governance,https://vex-hero-site-sigma.vercel.app,Noisyxl/brier,BUSINESS-CAPITAL-DATA-ROOM/00_ENTERPRISE_BLUEPRINT.md,Capital Preservation,Family Trust
ENT-031,Worldwidebro Master Holdings,3,MASTER HOLDING STRUCTURE,OCCUPIED_LIVE,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Family Ownership Trust
ENT-032,Worldwidebro Business Holdings,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-033,Worldwidebro Investment Holdings,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-034,Worldwidebro Real Estate Holdings,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-035,Worldwidebro Technology Holdings,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-036,Worldwidebro Capital Holdings,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-037,Worldwidebro International Holdings,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-038,Regional Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Business Holdings
ENT-039,State Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Regional Holding Company
ENT-040,Sector Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Business Holdings
ENT-041,Venture Holding Company,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Business Holdings
ENT-042,Portfolio Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Venture Holding Company
ENT-043,Acquisition Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Business Holdings
ENT-044,Special Situations Holding Company,3,MASTER HOLDING STRUCTURE,OPEN_HOLDING_SLOT,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-045,Treasury Holding Company,3,MASTER HOLDING STRUCTURE,FORMED_SHELL,UNASSIGNED,HOLDING-001,Master Entity Holdings & Consolidation,01. Governance,https://vex-hero-site-sigma.vercel.app,garrytan/gstack,BUSINESS-CAPITAL-DATA-ROOM/HOLDING-STRUCTURE-STRATEGY.md,Asset Protection,Worldwidebro Master Holdings
ENT-046,Operating Company Parent,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Worldwidebro Business Holdings
ENT-047,Services OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-048,Staffing OpCo,4,OPERATING COMPANY LAYER,OCCUPIED_LIVE,OPS-001,SEC-014,Human Resources & Staffing,04. People,https://ops-staff-001-staffing-worldwidebros-projects.vercel.app,ever-co/ever-gauzy,BUSINESS-CAPITAL-DATA-ROOM/OPS-001,Immediate (< 48h),Operating Company Parent
ENT-049,Logistics OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-050,Dispatch OpCo,4,OPERATING COMPANY LAYER,OCCUPIED_LIVE,CALLCENTER,SEC-028,B2B Enterprise Software,08. Revenue,https://callcenter-eosin.vercel.app,chatwoot/chatwoot,BUSINESS-CAPITAL-DATA-ROOM/CALLCENTER,Immediate (< 24h),Operating Company Parent
ENT-051,Medical Logistics OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,LT-005,SEC-017,Logistics & Transportation,07. Operations,https://healthroute-courier.vercel.app,Mahanaicoach/google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Immediate (< 24h),Operating Company Parent
ENT-052,Transportation OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-053,Marine Transportation OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-054,Aviation Transportation OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-055,Construction OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,CON-001,SEC-002,Construction & Infrastructure,10. Assets & Investments,https://constructionos-dashboard.vercel.app,typesense/typesense,BUSINESS-CAPITAL-DATA-ROOM/CON-001,Short-Term (72h),Operating Company Parent
ENT-056,Property Services OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-057,Real Estate Brokerage OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,RE-001,SEC-020,Real Estate & Property,10. Assets & Investments,https://re-001-worldwidebro-holdings.vercel.app,CloakHQ/CloakBrowser,BUSINESS-CAPITAL-DATA-ROOM/RE-001,Active Pipeline (5d),Operating Company Parent
ENT-058,Property Management OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-059,Development OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-060,Technology OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-061,AI OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-062,Data OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-063,Consulting OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-064,Marketing OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-065,Shared Services OpCo,4,OPERATING COMPANY LAYER,OPEN_OPERATING_DESK,UNASSIGNED,OPEN-SLOT,Unassigned Sector,Unassigned Division,https://vex-hero-site-sigma.vercel.app,NONE,NONE,Reserved,Operating Company Parent
ENT-066,Worldwidebro Dispatch Holdings,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Master Holdings
ENT-067,LT-011 Dispatch,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OCCUPIED_LIVE,LT-011,SEC-017,Logistics & Transportation,07. Operations,https://lt-011-dispatch-software.vercel.app,openobserve/openobserve,BUSINESS-CAPITAL-DATA-ROOM/LT-011,Active Fleet Core (7d),Worldwidebro Dispatch Holdings
ENT-068,Medical Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-069,Ground Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-070,Fleet Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-071,Marine Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-072,Aviation Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-073,Freight Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-074,Last-Mile Dispatch Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-075,Same-Day Delivery Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-076,Route Optimization Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-077,Driver Network Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-078,Carrier Network Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-079,Broker / Marketplace Vehicle,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-080,Dispatch Software Licensing Company,5,WORLDWIDEBRO LOGISTICS / DISPATCH,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Logistics & Transportation,07. Operations,https://vex-hero-site-sigma.vercel.app,LT-011 Core,NONE,Staging,Worldwidebro Dispatch Holdings
ENT-081,LT-005 Medical Courier,6,HEALTHCARE / MEDICAL COURIER,OCCUPIED_LIVE,LT-005,SEC-017,Logistics & Transportation,07. Operations,https://healthroute-courier.vercel.app,Mahanaicoach/google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Immediate (< 24h),Medical Courier Holdings
ENT-082,Medical Courier Holdings,6,HEALTHCARE / MEDICAL COURIER,FORMED_SHELL,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Worldwidebro Master Holdings
ENT-083,Credentialing Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-084,Healthcare Route Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
ENT-085,STAT Delivery Company,6,HEALTHCARE / MEDICAL COURIER,OPEN_OPERATING_DESK,UNASSIGNED,SEC-017,Healthcare & Medical Logistics,07. Operations,https://vex-hero-site-sigma.vercel.app,google-maps-scraper-kit,BUSINESS-CAPITAL-DATA-ROOM/LT-005,Staging,Medical Courier Holdings
