venture_id,repo_name,source
0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,LightRAG,capability_match
0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,mission-control,capability_match
0cfa37d1-5dbe-44de-ac1d-bb54b5f2f26b,opensre,capability_match
0d0043e7-228c-4c3c-8a34-bf38798c692c,LightRAG,capability_match
0d0043e7-228c-4c3c-8a34-bf38798c692c,mission-control,capability_match
0d0043e7-228c-4c3c-8a34-bf38798c692c,opensre,capability_match
0d31cc43-724b-4f18-ab7e-eee59d351acd,LightRAG,capability_match
0d31cc43-724b-4f18-ab7e-eee59d351acd,mission-control,capability_match
0d31cc43-724b-4f18-ab7e-eee59d351acd,opensre,capability_match
0ea29e71-8639-4202-925b-ecb70c013800,LightRAG,capability_match
0ea29e71-8639-4202-925b-ecb70c013800,mission-control,capability_match
0ea29e71-8639-4202-925b-ecb70c013800,opensre,capability_match
0ef43be4-0a97-4b81-bb34-318e99be2e79,LightRAG,capability_match
0ef43be4-0a97-4b81-bb34-318e99be2e79,mission-control,capability_match
0ef43be4-0a97-4b81-bb34-318e99be2e79,opensre,capability_match
0f6a2756-2bc4-4fd5-abb9-30d24b087aca,LightRAG,capability_match
0f6a2756-2bc4-4fd5-abb9-30d24b087aca,mission-control,capability_match
0f6a2756-2bc4-4fd5-abb9-30d24b087aca,opensre,capability_match
0f8fb560-a2fe-44f5-a527-8473a64371eb,LightRAG,capability_match
0f8fb560-a2fe-44f5-a527-8473a64371eb,mission-control,capability_match
0f8fb560-a2fe-44f5-a527-8473a64371eb,opensre,capability_match
10632f64-18a7-4ee0-98ac-a5cde697b304,LightRAG,capability_match
10632f64-18a7-4ee0-98ac-a5cde697b304,mission-control,capability_match
10632f64-18a7-4ee0-98ac-a5cde697b304,opensre,capability_match
11042f16-27fe-4c22-80d8-719ec6a3dc83,LightRAG,capability_match
11042f16-27fe-4c22-80d8-719ec6a3dc83,mission-control,capability_match
11042f16-27fe-4c22-80d8-719ec6a3dc83,opensre,capability_match
12502e9e-f74e-477a-aaa7-692515b8e7bf,LightRAG,capability_match
12502e9e-f74e-477a-aaa7-692515b8e7bf,mission-control,capability_match
12502e9e-f74e-477a-aaa7-692515b8e7bf,opensre,capability_match
12b83702-3d09-4d1e-8153-309513fa9c5d,LightRAG,capability_match
12b83702-3d09-4d1e-8153-309513fa9c5d,mission-control,capability_match
12b83702-3d09-4d1e-8153-309513fa9c5d,opensre,capability_match
135a93dd-eafe-4547-872d-1881adc1a5de,LightRAG,capability_match
135a93dd-eafe-4547-872d-1881adc1a5de,mission-control,capability_match
135a93dd-eafe-4547-872d-1881adc1a5de,opensre,capability_match
13a359cd-b81e-4308-97ae-866caa26cbaf,LightRAG,capability_match
13a359cd-b81e-4308-97ae-866caa26cbaf,mission-control,capability_match
13a359cd-b81e-4308-97ae-866caa26cbaf,opensre,capability_match
143e7aea-a027-43c8-8d0e-8d0f2bb56ebe,LightRAG,capability_match
143e7aea-a027-43c8-8d0e-8d0f2bb56ebe,mission-control,capability_match
143e7aea-a027-43c8-8d0e-8d0f2bb56ebe,opensre,capability_match
1467e5ce-7a97-4daa-a208-f412fcd8d0b9,LightRAG,capability_match
1467e5ce-7a97-4daa-a208-f412fcd8d0b9,mission-control,capability_match
1467e5ce-7a97-4daa-a208-f412fcd8d0b9,opensre,capability_match
146ed62c-d9e8-4285-b2c8-8b852dbfa76b,LightRAG,capability_match
146ed62c-d9e8-4285-b2c8-8b852dbfa76b,mission-control,capability_match
146ed62c-d9e8-4285-b2c8-8b852dbfa76b,opensre,capability_match
148ae630-ad97-4241-a1e6-2baf1ff50aca,LightRAG,capability_match
148ae630-ad97-4241-a1e6-2baf1ff50aca,mission-control,capability_match
148ae630-ad97-4241-a1e6-2baf1ff50aca,opensre,capability_match
14ca9c22-60b1-470f-b4ed-75345f04b6ae,LightRAG,capability_match
14ca9c22-60b1-470f-b4ed-75345f04b6ae,mission-control,capability_match
14ca9c22-60b1-470f-b4ed-75345f04b6ae,opensre,capability_match
150c4561-556e-49c2-a85f-a313bf3157bf,LightRAG,capability_match
150c4561-556e-49c2-a85f-a313bf3157bf,mission-control,capability_match
150c4561-556e-49c2-a85f-a313bf3157bf,opensre,capability_match
151763db-b390-47a9-bd1b-82c4e492aeb2,opensre,capability_match
151763db-b390-47a9-bd1b-82c4e492aeb2,vibe-kanban,capability_match
151763db-b390-47a9-bd1b-82c4e492aeb2,vibetunnel,capability_match
15572af9-e058-492c-b9e9-0938b4d07fb7,LightRAG,capability_match
15572af9-e058-492c-b9e9-0938b4d07fb7,mission-control,capability_match
15572af9-e058-492c-b9e9-0938b4d07fb7,opensre,capability_match
165c6d9c-7d5a-437e-bd7b-32ef5591b556,LightRAG,capability_match
165c6d9c-7d5a-437e-bd7b-32ef5591b556,mission-control,capability_match
165c6d9c-7d5a-437e-bd7b-32ef5591b556,opensre,capability_match
1705ea92-cfb4-4491-9398-9eb0cb750c32,LightRAG,capability_match
1705ea92-cfb4-4491-9398-9eb0cb750c32,mission-control,capability_match
1705ea92-cfb4-4491-9398-9eb0cb750c32,opensre,capability_match
183352d5-3ad0-46bc-830f-4609de0c8361,LightRAG,capability_match
183352d5-3ad0-46bc-830f-4609de0c8361,mission-control,capability_match
183352d5-3ad0-46bc-830f-4609de0c8361,opensre,capability_match
18473bcf-98a9-48bb-93c9-1e22b475458a,LightRAG,capability_match
18473bcf-98a9-48bb-93c9-1e22b475458a,mission-control,capability_match
18473bcf-98a9-48bb-93c9-1e22b475458a,opensre,capability_match
18f6048f-e40f-4c14-b15a-7bb1a7a5f3a9,LightRAG,capability_match
18f6048f-e40f-4c14-b15a-7bb1a7a5f3a9,mission-control,capability_match
18f6048f-e40f-4c14-b15a-7bb1a7a5f3a9,opensre,capability_match
19572aad-b666-44dc-aff0-f39d630ece7d,LightRAG,capability_match
19572aad-b666-44dc-aff0-f39d630ece7d,mission-control,capability_match
19572aad-b666-44dc-aff0-f39d630ece7d,opensre,capability_match
1972105c-4744-4d5f-8ff1-1d5e623dedd4,LightRAG,capability_match
1972105c-4744-4d5f-8ff1-1d5e623dedd4,mission-control,capability_match
1972105c-4744-4d5f-8ff1-1d5e623dedd4,opensre,capability_match
1982f9d5-9906-4258-b726-8b7a1dc134ad,LightRAG,capability_match
1982f9d5-9906-4258-b726-8b7a1dc134ad,mission-control,capability_match
1982f9d5-9906-4258-b726-8b7a1dc134ad,opensre,capability_match
19c45bca-ebfb-4dde-8356-5a7fcb406344,LightRAG,capability_match
19c45bca-ebfb-4dde-8356-5a7fcb406344,mission-control,capability_match
19c45bca-ebfb-4dde-8356-5a7fcb406344,opensre,capability_match
1a613d71-cdf4-44de-bc9f-91c0d8f9284c,LightRAG,capability_match
1a613d71-cdf4-44de-bc9f-91c0d8f9284c,mission-control,capability_match
1a613d71-cdf4-44de-bc9f-91c0d8f9284c,opensre,capability_match
1ae16ce2-e682-4bf0-afe7-8fa9685b18d5,LightRAG,capability_match
1ae16ce2-e682-4bf0-afe7-8fa9685b18d5,con-001-ace-construction,capability_match
1ae16ce2-e682-4bf0-afe7-8fa9685b18d5,mission-control,capability_match
1af98735-4007-4473-845b-83800d820bdd,LightRAG,capability_match
1af98735-4007-4473-845b-83800d820bdd,mission-control,capability_match
1af98735-4007-4473-845b-83800d820bdd,opensre,capability_match
1beee46c-512a-4465-bea0-930c5cf9b6c4,LightRAG,capability_match
1beee46c-512a-4465-bea0-930c5cf9b6c4,mission-control,capability_match
1beee46c-512a-4465-bea0-930c5cf9b6c4,opensre,capability_match
1c2815b7-14da-46d8-9def-d3fafd52127f,LightRAG,capability_match
1c2815b7-14da-46d8-9def-d3fafd52127f,con-001-ace-construction,capability_match
1c2815b7-14da-46d8-9def-d3fafd52127f,mission-control,capability_match
1c5521f5-b350-4cb0-b3a4-34736d9d383b,LightRAG,capability_match
1c5521f5-b350-4cb0-b3a4-34736d9d383b,mission-control,capability_match
1c5521f5-b350-4cb0-b3a4-34736d9d383b,opensre,capability_match
1d84705c-8ebd-4c0c-83cf-cf383951b7bb,opensre,capability_match
1d84705c-8ebd-4c0c-83cf-cf383951b7bb,vibe-kanban,capability_match
1d84705c-8ebd-4c0c-83cf-cf383951b7bb,vibetunnel,capability_match
1e024252-6dd8-4413-b4c2-462db4ed5320,LightRAG,capability_match
1e024252-6dd8-4413-b4c2-462db4ed5320,mission-control,capability_match
1e024252-6dd8-4413-b4c2-462db4ed5320,opensre,capability_match
1ecbc9e3-88bf-4d29-9a90-1ee5e2d2549b,opensre,capability_match
1ecbc9e3-88bf-4d29-9a90-1ee5e2d2549b,vibe-kanban,capability_match
1ecbc9e3-88bf-4d29-9a90-1ee5e2d2549b,vibetunnel,capability_match
1f0860d6-28de-4dc9-94a9-b47451525e36,LightRAG,capability_match
1f0860d6-28de-4dc9-94a9-b47451525e36,mission-control,capability_match
1f0860d6-28de-4dc9-94a9-b47451525e36,opensre,capability_match
1f79d4d9-0ae0-4d61-9229-bf119ef3e3a9,LightRAG,capability_match
1f79d4d9-0ae0-4d61-9229-bf119ef3e3a9,mission-control,capability_match
1f79d4d9-0ae0-4d61-9229-bf119ef3e3a9,opensre,capability_match
1fa228ed-bb8b-4a8f-b019-29f445e2983e,LightRAG,capability_match
1fa228ed-bb8b-4a8f-b019-29f445e2983e,mission-control,capability_match
1fa228ed-bb8b-4a8f-b019-29f445e2983e,opensre,capability_match
1fb0e709-9257-4ae0-813c-6cb58db2e67f,LightRAG,capability_match
1fb0e709-9257-4ae0-813c-6cb58db2e67f,mission-control,capability_match
1fb0e709-9257-4ae0-813c-6cb58db2e67f,opensre,capability_match
2016874b-887e-4fde-9df6-a28ab07a7f94,LightRAG,capability_match
2016874b-887e-4fde-9df6-a28ab07a7f94,mission-control,capability_match
2016874b-887e-4fde-9df6-a28ab07a7f94,opensre,capability_match
203edd61-c09c-41e0-abef-16e704e8a993,LightRAG,capability_match
203edd61-c09c-41e0-abef-16e704e8a993,mission-control,capability_match
203edd61-c09c-41e0-abef-16e704e8a993,opensre,capability_match
213c42db-79a1-4d1f-84da-4f7fe03ab2fd,LightRAG,capability_match
213c42db-79a1-4d1f-84da-4f7fe03ab2fd,mission-control,capability_match
213c42db-79a1-4d1f-84da-4f7fe03ab2fd,opensre,capability_match
222e6e87-7845-44af-971e-3b43b8691ec9,LightRAG,capability_match
222e6e87-7845-44af-971e-3b43b8691ec9,mission-control,capability_match
222e6e87-7845-44af-971e-3b43b8691ec9,opensre,capability_match
227ee829-19eb-4140-8f4e-d5c738068733,LightRAG,capability_match
227ee829-19eb-4140-8f4e-d5c738068733,mission-control,capability_match
227ee829-19eb-4140-8f4e-d5c738068733,opensre,capability_match
22a39e70-ebd8-4cd9-ae00-8355d43d786a,LightRAG,capability_match
22a39e70-ebd8-4cd9-ae00-8355d43d786a,con-001-ace-construction,capability_match
22a39e70-ebd8-4cd9-ae00-8355d43d786a,mission-control,capability_match
2341307d-f417-4696-8f8f-8900eee85251,LightRAG,capability_match
2341307d-f417-4696-8f8f-8900eee85251,mission-control,capability_match
2341307d-f417-4696-8f8f-8900eee85251,opensre,capability_match
23ea35ff-8a7e-46ac-b98e-6aebc0201d77,LightRAG,capability_match
23ea35ff-8a7e-46ac-b98e-6aebc0201d77,mission-control,capability_match
23ea35ff-8a7e-46ac-b98e-6aebc0201d77,opensre,capability_match
2419bf07-b3f2-400f-a2c5-acab2bce597b,opensre,capability_match
2419bf07-b3f2-400f-a2c5-acab2bce597b,vibe-kanban,capability_match
2419bf07-b3f2-400f-a2c5-acab2bce597b,vibetunnel,capability_match
2456b3b6-1012-4c1c-ace0-0f100383fda2,LightRAG,capability_match
2456b3b6-1012-4c1c-ace0-0f100383fda2,mission-control,capability_match
2456b3b6-1012-4c1c-ace0-0f100383fda2,opensre,capability_match
2471d5ff-1524-4bca-98f6-48080f8b75d6,LightRAG,capability_match
2471d5ff-1524-4bca-98f6-48080f8b75d6,mission-control,capability_match
2471d5ff-1524-4bca-98f6-48080f8b75d6,opensre,capability_match
248ceb22-f8ba-41b3-81e0-83deabb758af,LightRAG,capability_match
248ceb22-f8ba-41b3-81e0-83deabb758af,mission-control,capability_match
248ceb22-f8ba-41b3-81e0-83deabb758af,opensre,capability_match
2629051b-ee01-4bea-96a5-78d20d510974,LightRAG,capability_match
2629051b-ee01-4bea-96a5-78d20d510974,mission-control,capability_match
2629051b-ee01-4bea-96a5-78d20d510974,opensre,capability_match
27843a05-3600-4e58-b7e7-a3fa98833782,LightRAG,capability_match
27843a05-3600-4e58-b7e7-a3fa98833782,mission-control,capability_match
27843a05-3600-4e58-b7e7-a3fa98833782,opensre,capability_match
28186c7a-9e4b-4b2c-884c-2bf6a7750009,LightRAG,capability_match
28186c7a-9e4b-4b2c-884c-2bf6a7750009,mission-control,capability_match
28186c7a-9e4b-4b2c-884c-2bf6a7750009,opensre,capability_match
2910ebdd-594e-436d-8775-fa972b17b13f,LightRAG,capability_match
2910ebdd-594e-436d-8775-fa972b17b13f,mission-control,capability_match
2910ebdd-594e-436d-8775-fa972b17b13f,opensre,capability_match
29799a86-6a8c-4a38-870b-05dc18536eee,LightRAG,capability_match
29799a86-6a8c-4a38-870b-05dc18536eee,mission-control,capability_match
29799a86-6a8c-4a38-870b-05dc18536eee,opensre,capability_match
2aa052f5-86fa-4b5f-b82c-3803b6fa0658,LightRAG,capability_match
2aa052f5-86fa-4b5f-b82c-3803b6fa0658,mission-control,capability_match
2aa052f5-86fa-4b5f-b82c-3803b6fa0658,opensre,capability_match
2afc29cb-4bb8-4f85-8a1d-d5e79f2124d5,LightRAG,capability_match
2afc29cb-4bb8-4f85-8a1d-d5e79f2124d5,mission-control,capability_match
2afc29cb-4bb8-4f85-8a1d-d5e79f2124d5,opensre,capability_match
2b217759-65d7-4d87-bced-0e92d53f7731,LightRAG,capability_match
2b217759-65d7-4d87-bced-0e92d53f7731,mission-control,capability_match
2b217759-65d7-4d87-bced-0e92d53f7731,opensre,capability_match
2b8ec933-7b91-4aa0-b80a-788d979179e1,LightRAG,capability_match
2b8ec933-7b91-4aa0-b80a-788d979179e1,mission-control,capability_match
2b8ec933-7b91-4aa0-b80a-788d979179e1,opensre,capability_match
2c23bb1e-c24d-44fd-8acd-fe8b79856c0d,LightRAG,capability_match
2c23bb1e-c24d-44fd-8acd-fe8b79856c0d,mission-control,capability_match
2c23bb1e-c24d-44fd-8acd-fe8b79856c0d,opensre,capability_match
2c7f67bd-5ef9-43dc-9415-a20b5785d344,LightRAG,capability_match
2c7f67bd-5ef9-43dc-9415-a20b5785d344,mission-control,capability_match
2c7f67bd-5ef9-43dc-9415-a20b5785d344,opensre,capability_match
2d31ba4a-d946-4fb2-8313-6df24e866477,LightRAG,capability_match
2d31ba4a-d946-4fb2-8313-6df24e866477,mission-control,capability_match
2d31ba4a-d946-4fb2-8313-6df24e866477,opensre,capability_match
2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,LightRAG,capability_match
2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,mission-control,capability_match
2d717fcc-a5b1-40db-90c5-0c0c86f2be1e,opensre,capability_match
2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,LightRAG,capability_match
2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,mission-control,capability_match
2d9b6d1a-bad4-4e8a-ae88-63a5e44419ef,opensre,capability_match
2dbe782e-9a2d-4c1d-876f-1809ee9b1044,LightRAG,capability_match
2dbe782e-9a2d-4c1d-876f-1809ee9b1044,mission-control,capability_match
2dbe782e-9a2d-4c1d-876f-1809ee9b1044,opensre,capability_match
2f0bd0aa-8800-4a7e-ae2d-8ce98c11e571,opensre,capability_match
2f0bd0aa-8800-4a7e-ae2d-8ce98c11e571,vibe-kanban,capability_match
2f0bd0aa-8800-4a7e-ae2d-8ce98c11e571,vibetunnel,capability_match
2f16da0b-8695-4e68-afe3-b40d36cb83ea,LightRAG,capability_match
2f16da0b-8695-4e68-afe3-b40d36cb83ea,mission-control,capability_match
2f16da0b-8695-4e68-afe3-b40d36cb83ea,opensre,capability_match
2f9356bd-2837-42fd-85ff-24afab42dcf7,LightRAG,capability_match
2f9356bd-2837-42fd-85ff-24afab42dcf7,mission-control,capability_match
2f9356bd-2837-42fd-85ff-24afab42dcf7,opensre,capability_match
2fb6e87b-cb75-429f-b212-1b62959a69d6,LightRAG,capability_match
2fb6e87b-cb75-429f-b212-1b62959a69d6,mission-control,capability_match
2fb6e87b-cb75-429f-b212-1b62959a69d6,opensre,capability_match
2ff505e9-628e-4851-88c2-891abc76953b,LightRAG,capability_match
2ff505e9-628e-4851-88c2-891abc76953b,mission-control,capability_match
2ff505e9-628e-4851-88c2-891abc76953b,opensre,capability_match
30a407a5-4af5-42e5-8400-e5df314732e2,LightRAG,capability_match
30a407a5-4af5-42e5-8400-e5df314732e2,mission-control,capability_match
30a407a5-4af5-42e5-8400-e5df314732e2,opensre,capability_match
310c6e69-8b89-4b1f-b438-dc63dd0bc542,LightRAG,capability_match
310c6e69-8b89-4b1f-b438-dc63dd0bc542,mission-control,capability_match
310c6e69-8b89-4b1f-b438-dc63dd0bc542,opensre,capability_match
31235023-353f-4589-a488-017922da121d,LightRAG,capability_match
31235023-353f-4589-a488-017922da121d,mission-control,capability_match
31235023-353f-4589-a488-017922da121d,opensre,capability_match
31814643-600d-495d-8d8e-200317f998bf,LightRAG,capability_match
31814643-600d-495d-8d8e-200317f998bf,mission-control,capability_match
31814643-600d-495d-8d8e-200317f998bf,opensre,capability_match
318bd735-f2da-4275-b07f-1c48f67c84a4,LightRAG,capability_match
318bd735-f2da-4275-b07f-1c48f67c84a4,mission-control,capability_match
318bd735-f2da-4275-b07f-1c48f67c84a4,opensre,capability_match
31c6fede-cbc0-44a0-8617-11c205aa0d84,LightRAG,capability_match
31c6fede-cbc0-44a0-8617-11c205aa0d84,mission-control,capability_match
31c6fede-cbc0-44a0-8617-11c205aa0d84,opensre,capability_match
32788fce-aee1-4580-be35-f23a5ba2e185,LightRAG,capability_match
32788fce-aee1-4580-be35-f23a5ba2e185,mission-control,capability_match
32788fce-aee1-4580-be35-f23a5ba2e185,opensre,capability_match
331be19d-de55-4ef5-816c-61b2864cc5f6,LightRAG,capability_match
331be19d-de55-4ef5-816c-61b2864cc5f6,mission-control,capability_match
331be19d-de55-4ef5-816c-61b2864cc5f6,opensre,capability_match
33c71527-b0d1-4e2b-b3f8-c0e556c5e0de,LightRAG,capability_match
33c71527-b0d1-4e2b-b3f8-c0e556c5e0de,mission-control,capability_match
33c71527-b0d1-4e2b-b3f8-c0e556c5e0de,opensre,capability_match
344b87d3-150c-422f-9fab-21632cf5f464,LightRAG,capability_match
344b87d3-150c-422f-9fab-21632cf5f464,mission-control,capability_match
344b87d3-150c-422f-9fab-21632cf5f464,opensre,capability_match
34bef434-d5d2-4dab-b6f4-594fa069d2cc,LightRAG,capability_match
34bef434-d5d2-4dab-b6f4-594fa069d2cc,mission-control,capability_match
34bef434-d5d2-4dab-b6f4-594fa069d2cc,opensre,capability_match
3579fc6c-200c-4f67-af16-e9d6daa8aeef,LightRAG,capability_match
3579fc6c-200c-4f67-af16-e9d6daa8aeef,mission-control,capability_match
3579fc6c-200c-4f67-af16-e9d6daa8aeef,opensre,capability_match
35805956-8944-40e8-a4f4-8977fb6b3746,LightRAG,capability_match
35805956-8944-40e8-a4f4-8977fb6b3746,mission-control,capability_match
35805956-8944-40e8-a4f4-8977fb6b3746,opensre,capability_match
358c0fb7-60f0-49f0-af22-165ab5d8088a,LightRAG,capability_match
358c0fb7-60f0-49f0-af22-165ab5d8088a,mission-control,capability_match
358c0fb7-60f0-49f0-af22-165ab5d8088a,opensre,capability_match
35cda89c-dc7c-4391-8323-5d8237921766,LightRAG,capability_match
35cda89c-dc7c-4391-8323-5d8237921766,mission-control,capability_match
35cda89c-dc7c-4391-8323-5d8237921766,opensre,capability_match
36187a90-6ff7-4f05-8b4f-a38f837a560f,LightRAG,capability_match
36187a90-6ff7-4f05-8b4f-a38f837a560f,mission-control,capability_match
36187a90-6ff7-4f05-8b4f-a38f837a560f,opensre,capability_match
3639fa60-a2aa-4c02-85e6-bb1b8a2f3910,opensre,capability_match
3639fa60-a2aa-4c02-85e6-bb1b8a2f3910,vibe-kanban,capability_match
