repo_name,owner,dockerized,has_package_manifest,mcp_compatible,has_license,archived,last_push,production_ready
iza-os-ops,Worldwidebro,False,False,False,False,False,2026-04-16T02:52:39Z,False
iza-os-prompt-engineering,Worldwidebro,False,False,False,False,False,2026-04-16T02:52:10Z,False
iza-os-revenue,Worldwidebro,False,False,False,False,False,2026-04-16T02:52:04Z,False
iza-os-security-compliance-bot,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:41Z,False
iza-os-web,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:26Z,False
lt-001-truck-dispatch-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:17Z,False
lt-002-freight-brokerage,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:16Z,False
lt-004-last-mile-delivery-dispatch,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:12Z,False
lt-005-medical-courier-dispatch,Worldwidebro,False,False,False,False,False,2026-06-24T17:45:52Z,False
lt-006-amazon,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:09Z,False
lt-007-construction-dispatch,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:07Z,False
lt-008-towing-dispatch,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:06Z,False
lt-009-hvac-technician-dispatch,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:04Z,False
lt-011-dispatch-software,Worldwidebro,False,False,False,False,False,2026-04-16T02:51:01Z,False
lt-013-logistics-automation-system,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:59Z,False
lt-016-trucking-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:53Z,False
lt-018-local-delivery-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:50Z,False
lt-019-moving-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:48Z,False
lt-020-freight-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:47Z,False
lt-021-warehouse-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:45Z,False
lt-022-fulfillment-center,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:44Z,False
lt-023-storage-business,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:42Z,False
lt-024-distribution-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:41Z,False
lt-025-logistics-marketplace,Worldwidebro,False,False,False,False,False,2026-04-16T02:50:39Z,False
mc-001-youtube-channel-network,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:29Z,False
mc-002-podcast-network,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:28Z,False
mc-003-blog-network,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:26Z,False
mc-005-content-creation-studio,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:23Z,False
mc-012-news-website,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:10Z,False
mc-019-digital-download-store,Worldwidebro,False,False,False,True,False,2026-04-16T02:50:00Z,False
mc-020-nft-marketplace,Worldwidebro,False,False,False,True,False,2026-04-16T02:49:59Z,False
mobile-access-manager,Worldwidebro,True,False,False,False,False,2026-04-16T02:49:54Z,False
op-001-venture-automation-agency,Worldwidebro,False,False,False,False,False,2026-04-16T02:49:49Z,False
ops-001-fractional-cto-agency,Worldwidebro,False,False,False,True,False,2026-04-16T02:47:54Z,False
research-processing-pipeline,Worldwidebro,True,True,False,False,False,2026-04-16T02:46:47Z,True
sovereign-life,Worldwidebro,False,False,False,False,False,2026-04-16T02:46:41Z,False
tech-013-workflow-automation,Worldwidebro,False,False,False,True,False,2026-04-16T02:46:17Z,False
tech-014-sentiment-analyzer,Worldwidebro,False,False,False,True,False,2026-04-16T02:46:15Z,False
tech-020-recommendation-engine,Worldwidebro,False,False,False,True,False,2026-04-16T02:46:07Z,False
tech-040-cybersecurity-shield,Worldwidebro,False,False,False,True,False,2026-04-16T02:45:35Z,False
tech-045-workflow-automation,Worldwidebro,False,False,False,True,False,2026-04-16T02:45:26Z,False
tech-046-sentiment-analyzer,Worldwidebro,False,False,False,True,False,2026-04-16T02:45:24Z,False
tech-052-recommendation-engine,Worldwidebro,False,False,False,True,False,2026-04-16T02:45:16Z,False
venture-contract-engine,Worldwidebro,False,True,False,True,False,2026-04-16T02:38:35Z,False
xyops-integration,Worldwidebro,False,False,False,True,False,2026-04-16T02:38:23Z,False
data-management,Worldwidebro,False,False,False,False,False,2026-04-16T02:38:17Z,False
bw-040-beauty-tools-brand,Worldwidebro,False,False,False,False,False,2026-04-16T02:07:09Z,False
bw-039-cosmetics-brand,Worldwidebro,False,False,False,False,False,2026-04-16T02:07:07Z,False
bw-038-photoshoot-makeup-team,Worldwidebro,False,False,False,False,False,2026-04-16T02:07:05Z,False
bw-037-mobile-makeup-artist,Worldwidebro,False,False,False,False,False,2026-04-16T02:07:03Z,False
bw-035-makeup-studio,Worldwidebro,False,False,False,False,False,2026-04-16T02:07:00Z,False
bw-030-scalp-treatment-products,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:51Z,False
bw-028-wig-brand,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:48Z,False
bw-025-wig-installation-studio,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:42Z,False
bw-022-barbershop,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:36Z,False
bw-019-salon-management-software,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:32Z,False
bw-010-online-lash-education,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:14Z,False
bw-009-franchise-lash-salons,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:12Z,False
bw-008-private-label-lashes,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:11Z,False
bw-007-lash-kits---tools,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:09Z,False
bw-006-lash-glue-brand,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:07Z,False
bw-005-lash-supply-company,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:04Z,False
bw-003-luxury-lash-bar,Worldwidebro,False,False,False,False,False,2026-04-16T02:06:01Z,False
bw-001-lash-extension-studio,Worldwidebro,False,False,False,False,False,2026-04-16T02:05:51Z,False
bw-001-contracts,Worldwidebro,False,False,False,False,True,2026-03-31T17:12:18Z,False
bw-001-up-next,Worldwidebro,False,False,False,False,True,2026-03-31T15:36:25Z,False
bw-001-up-next-web,Worldwidebro,False,True,False,False,True,2026-03-31T13:29:47Z,False
up-next-marketplace,Worldwidebro,False,False,False,False,True,2026-03-31T13:25:18Z,False
et-003-content,Worldwidebro,False,False,False,False,True,2025-10-23T16:05:23Z,False
iza-os-legal-research-optimization-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:40Z,False
iza-os-legal-research-integration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:36Z,False
iza-os-legal-research-security-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:32Z,False
iza-os-legal-research-compliance-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:28Z,False
iza-os-legal-research-reporting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:24Z,False
iza-os-legal-research-alerting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:20Z,False
iza-os-legal-research-management-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:16Z,False
iza-os-legal-research-orchestration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:12Z,False
iza-os-legal-research-intelligence-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:34:08Z,False
iza-os-sales-automation-monitoring-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:53Z,False
iza-os-sales-automation-automation-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:48Z,False
iza-os-sales-automation-analytics-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:45Z,False
iza-os-sales-automation-optimization-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:42Z,False
iza-os-sales-automation-integration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:38Z,False
iza-os-sales-automation-security-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:35Z,False
iza-os-sales-automation-compliance-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:32Z,False
iza-os-sales-automation-reporting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:27Z,False
iza-os-sales-automation-alerting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:23Z,False
iza-os-sales-automation-management-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:20Z,False
iza-os-sales-automation-orchestration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:16Z,False
iza-os-sales-automation-intelligence-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:12Z,False
iza-os-sales-automation-processing-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:09Z,False
iza-os-sales-automation-discovery-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:05Z,False
iza-os-sales-automation-synthesis-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:33:02Z,False
iza-os-marketing-automation-monitoring-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:58Z,False
iza-os-marketing-automation-automation-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:55Z,False
iza-os-marketing-automation-optimization-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:51Z,False
iza-os-marketing-automation-integration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:47Z,False
iza-os-marketing-automation-security-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:43Z,False
iza-os-marketing-automation-compliance-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:38Z,False
iza-os-marketing-automation-reporting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:35Z,False
iza-os-marketing-automation-alerting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:30Z,False
iza-os-marketing-automation-management-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:26Z,False
iza-os-marketing-automation-orchestration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:22Z,False
iza-os-marketing-automation-intelligence-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:19Z,False
iza-os-marketing-automation-processing-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:15Z,False
iza-os-marketing-automation-discovery-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:11Z,False
iza-os-marketing-automation-synthesis-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:06Z,False
iza-os-finance-advisor-monitoring-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:32:02Z,False
iza-os-finance-advisor-automation-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:57Z,False
iza-os-finance-advisor-integration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:53Z,False
iza-os-finance-advisor-security-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:49Z,False
iza-os-finance-advisor-compliance-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:45Z,False
iza-os-finance-advisor-reporting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:41Z,False
iza-os-finance-advisor-alerting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:37Z,False
iza-os-finance-advisor-management-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:34Z,False
iza-os-finance-advisor-orchestration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:31:31Z,False
iza-os-finance-advisor-optimization-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:31:24Z,False
iza-os-inventory-management-security-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:31:04Z,False
iza-os-inventory-management-integration-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:31:00Z,False
iza-os-inventory-management-compliance-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:30:57Z,False
iza-os-inventory-management-reporting-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:30:53Z,False
iza-os-project-management-analytics-bot,Worldwidebro,False,True,False,False,True,2025-09-28T16:26:44Z,False
iza-os-project-management-intelligence-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:27Z,False
iza-os-project-management-management-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:23Z,False
iza-os-project-management-alerting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:20Z,False
iza-os-project-management-reporting-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:16Z,False
iza-os-project-management-compliance-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:11Z,False
iza-os-project-management-security-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:08Z,False
iza-os-project-management-integration-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:26:04Z,False
iza-os-project-management-optimization-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:25:59Z,False
iza-os-project-management-automation-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:25:56Z,False
iza-os-project-management-monitoring-bot,Worldwidebro,False,False,False,False,True,2025-09-28T16:25:52Z,False
iza-os-project-management-synthesis-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:23:31Z,False
iza-os-project-management-orchestration-bot,Worldwidebro,True,True,False,True,True,2025-09-28T16:23:28Z,False
iza-os-project-management-discovery-bot,Worldwidebro,True,False,False,False,True,2025-09-28T16:23:24Z,False
iza-os-project-management-processing-bot,Worldwidebro,True,True,False,False,True,2025-09-28T16:23:21Z,False
iza-os-finance-advisor-intelligence-bot,Worldwidebro,True,False,False,False,True,2025-09-28T16:21:30Z,False
iza-os-finance-advisor-processing-bot,Worldwidebro,True,False,False,False,True,2025-09-28T16:21:26Z,False
iza-os-finance-advisor-discovery-bot,Worldwidebro,True,False,False,False,True,2025-09-28T16:21:22Z,False
iza-os-finance-advisor-synthesis-bot,Worldwidebro,True,False,False,False,True,2025-09-28T16:21:19Z,False
iza-os-finance-advisor-analytics-bot,Worldwidebro,True,True,False,False,True,2025-09-28T16:21:12Z,False
unlim-cloud,inulute,False,True,False,True,False,2024-03-09T10:49:32Z,False
pm-skills,phuryn,False,False,False,True,False,2026-06-22T09:34:56Z,False
knowledge-work-plugins,anthropics,False,False,False,True,False,2026-06-28T18:06:16Z,False
websites-100-audit,Moh4696,False,False,False,False,False,2026-05-29T11:52:17Z,False
fli,punitarani,True,True,True,True,False,2026-06-22T19:25:24Z,True
quant-mind,LLMQuant,False,True,False,True,False,2026-06-04T05:50:23Z,False
free-claude-code,Alishahryar1,False,True,False,True,False,2026-06-28T19:10:35Z,False
nats-server,nats-io,False,True,False,True,False,2026-06-27T19:23:21Z,False
easy-vibe,datawhalechina,True,True,True,False,False,2026-06-17T01:53:13Z,True
Ghost,TryGhost,False,True,False,True,False,2026-06-27T18:44:39Z,False
CloakBrowser,CloakHQ,True,True,False,True,False,2026-06-28T21:22:02Z,True
awesome-scalability,binhnguyennus,False,False,False,True,False,2026-01-04T03:51:47Z,False
sentry,getsentry,False,True,False,True,False,2026-06-28T19:47:35Z,False
argo-cd,argoproj,True,True,False,True,False,2026-06-28T15:47:23Z,True
cilium,cilium,False,True,False,True,False,2026-06-28T21:28:06Z,False
loki,grafana,False,True,False,True,False,2026-06-28T20:29:50Z,False
awesome-startup-credits,dakshshah96,False,False,False,False,False,2024-08-10T14:44:41Z,False
GenericAgent,lsdefine,False,True,False,True,False,2026-06-28T14:24:54Z,False
paseo,getpaseo,False,True,False,True,False,2026-06-28T14:09:17Z,False
tegaki,KurtGokhan,False,True,False,True,False,2026-06-28T14:12:27Z,False
reverse-SynthID,aloshdenny,False,True,False,True,False,2026-04-29T02:18:19Z,False
openscreen,siddharthvaddem,False,True,False,True,True,2026-06-17T02:34:20Z,False
sherlock,sherlock-project,True,True,False,True,False,2026-06-28T06:34:13Z,True
RAG-Anything,HKUDS,False,True,False,True,False,2026-06-15T04:43:54Z,False
langextract,google,True,True,False,True,False,2026-05-21T06:15:17Z,True
Bayesian-Credit-Risk-Engine,Niroshan-k,False,False,False,False,False,2026-04-06T06:59:35Z,False
antigravity-awesome-skills,sickn33,False,True,True,True,False,2026-06-28T07:23:18Z,False
collection-claude-code-source-code,chauncygu,False,False,False,True,False,2026-04-11T21:16:40Z,False
marketplace,decentraland,False,True,False,True,False,2026-06-28T04:46:07Z,False
ECC,affaan-m,False,True,True,True,False,2026-06-25T23:47:36Z,False
oh-my-claudecode,Yeachan-Heo,False,True,False,True,False,2026-06-28T03:00:11Z,False
RuView,ruvnet,False,True,False,True,False,2026-06-28T18:33:33Z,False
context-hub,andrewyng,False,True,False,True,False,2026-05-31T18:41:45Z,False
gh-aw-mcpg,github,True,True,True,True,False,2026-06-28T20:06:00Z,True
Crucix,calesthio,True,True,False,True,False,2026-05-20T00:50:21Z,True
MiroFish,666ghj,True,True,False,True,False,2026-05-24T16:48:58Z,True
claude-code-best-practice,shanraisshan,False,False,False,True,False,2026-06-28T06:35:38Z,False
xyops,pixlcore,True,True,False,True,False,2026-06-28T19:35:12Z,True
deer-flow,bytedance,False,False,False,True,False,2026-06-28T15:30:40Z,False
awesome-openclaw-usecases,hesamsheikh,False,False,False,True,False,2026-03-24T14:54:56Z,False
prompts.chat,f,False,True,False,True,False,2026-06-28T04:35:22Z,False
claude-code-cookbook,wasabeef,False,True,False,False,False,2026-04-15T03:12:12Z,False
claude-code-remote,buckle42,False,False,False,False,False,2026-02-22T02:34:48Z,False
get-shit-done,gsd-build,False,True,False,True,True,2026-05-31T17:46:54Z,False
claude-plugins-official,anthropics,False,False,True,True,False,2026-06-28T18:04:25Z,False
Mindwtr,dongdongbh,False,True,False,True,False,2026-06-28T21:12:56Z,False
clawhub,openclaw,False,True,False,True,False,2026-06-28T18:13:38Z,False
SuperNavigator,dkyazzentwatwa,False,False,False,True,False,2026-01-23T03:34:30Z,False
deep-searcher,zilliztech,True,True,False,True,False,2025-11-19T06:04:16Z,True
centrifugo,centrifugal,True,True,False,True,False,2026-06-28T10:08:57Z,True
navigator,alekspetrov,False,False,False,False,False,2026-06-15T10:00:58Z,False
superpowers,obra,False,True,False,True,False,2026-06-25T02:35:57Z,False
textme,njerschow,False,True,False,True,False,2026-04-09T20:42:05Z,False
owl,camel-ai,False,True,False,False,False,2026-06-23T08:42:44Z,False
web-check,lissy93,True,True,False,True,False,2026-06-28T17:17:43Z,True
CodeWiki,FSoft-AI4Code,False,True,False,False,False,2026-06-27T03:26:49Z,False
qgis-gee-data-catalogs-plugin,opengeos,False,False,False,True,False,2026-06-13T03:49:15Z,False
netbird,netbirdio,False,True,False,True,False,2026-06-28T16:57:47Z,False
mcp-registry,docker,False,True,True,True,False,2026-06-28T06:39:24Z,False
act,nektos,False,True,False,True,False,2026-06-01T03:30:25Z,False
it-tools,CorentinTh,True,True,False,True,False,2026-06-13T15:55:47Z,True
Software-planning-mcp,NightTrek,True,True,True,True,False,2025-03-14T09:36:09Z,True
brave-search-mcp-server,brave,True,True,True,True,False,2026-06-28T19:22:12Z,True
tech-interview-handbook,yangshun,False,True,False,True,False,2026-04-05T23:58:25Z,False
n8n-workflows,Zie619,True,True,False,True,False,2026-06-24T14:16:03Z,True
Memori,MemoriLabs,True,True,True,True,False,2026-06-15T23:18:56Z,True
terraform-provider-aws,hashicorp,False,True,False,True,False,2026-06-27T19:46:45Z,False
ktransformers,kvcache-ai,False,True,False,True,False,2026-06-25T14:49:40Z,False
mobilerun,droidrun,True,True,False,True,False,2026-06-25T09:58:13Z,True
Web-Dev-For-Beginners,microsoft,False,True,False,True,False,2026-06-28T19:31:09Z,False
alertmanager,prometheus,True,True,False,True,False,2026-06-26T14:41:29Z,True
