venture_id,venture_name,prefix,shared_services,infrastructure_repos,service_count
BW-008-Private-Label-Lashes,Private Label Lashes,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-009-Franchise-Lash-Salons,Franchise Lash Salons,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-010-Online-Lash-Education,Online Lash Education,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-011-Nail-Salon,Nail Salon,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-012-Mobile-Nail-Tech,Mobile Nail Tech,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-013-Luxury-Nail-Spa,Luxury Nail Spa,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-014-Press-On-Nail-Brand,Press On Nail Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-015-Nail-Art-Studio,Nail Art Studio,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-016-Nail-Polish-Brand,Nail Polish Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-017-Nail-Care-Products,Nail Care Products,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-018-Nail-Booking-Marketplace,Nail Booking Marketplace,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-019-Salon-Management-Software,Salon Management Software,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-020-AI-Nail-Design-Generator,Ai Nail Design Generator,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-021-Hair-Salon,Hair Salon,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-022-Barbershop,Barbershop,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-023-Mobile-Hairstyling,Mobile Hairstyling,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-024-Hair-Braiding-Studio,Hair Braiding Studio,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-025-Wig-Installation-Studio,Wig Installation Studio,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-026-Hair-Extension-Salon,Hair Extension Salon,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-027-Hair-Care-Line,Hair Care Line,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-028-Wig-Brand,Wig Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-029-Hair-Extensions-Brand,Hair Extensions Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-030-Scalp-Treatment-Products,Scalp Treatment Products,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-031-Hair-Marketplace,Hair Marketplace,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-032-Stylist-Booking-Platform,Stylist Booking Platform,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-033-AI-Hairstyle-Simulator,Ai Hairstyle Simulator,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-034-Salon-Franchise-Chain,Salon Franchise Chain,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-035-Makeup-Studio,Makeup Studio,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-036-Bridal-Makeup-Service,Bridal Makeup Service,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-037-Mobile-Makeup-Artist,Mobile Makeup Artist,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-038-Photoshoot-Makeup-Team,Photoshoot Makeup Team,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-039-Cosmetics-Brand,Cosmetics Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
BW-040-Beauty-Tools-Brand,Beauty Tools Brand,BW,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-001-Personal-Chef-Service,Personal Chef Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-002-Meal-Prep-Delivery,Meal Prep Delivery,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-003-Private-Dinner-Experiences,Private Dinner Experiences,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-004-Catering-Company,Catering Company,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-005-Corporate-Lunch-Service,Corporate Lunch Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-006-Healthy-Meal-Prep-for-Gyms,Healthy Meal Prep For Gyms,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-007-Elderly-Meal-Service,Elderly Meal Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-008-Athlete-Nutrition-Service,Athlete Nutrition Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-009-Packaged-Food-Brand,Packaged Food Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-010-Frozen-Meals-Company,Frozen Meals Company,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-011-Sauce-or-Seasoning-Brand,Sauce Or Seasoning Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-012-Protein-Snacks-Brand,Protein Snacks Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-013-Meal-Kit-Company,Meal Kit Company,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-014-Cloud-Kitchen-,Cloud Kitchen ,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-015-AI-Nutrition-Planner,Ai Nutrition Planner,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-016-Recipe-App,Recipe App,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-017-Cooking-Content-Brand,Cooking Content Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-018-Food-Influencer-Brand,Food Influencer Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-019-Cooking-Course-Platform,Cooking Course Platform,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-020-Restaurant-POS-System,Restaurant Pos System,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-021-Food-Truck-Business,Food Truck Business,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-022-Specialty-Coffee-Shop,Specialty Coffee Shop,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-023-Bakery-&-Pastry-Shop,Bakery & Pastry Shop,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-024-Juice-Bar,Juice Bar,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-025-Ice-Cream-Shop,Ice Cream Shop,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-026-Gourmet-Food-Market,Gourmet Food Market,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-027-Food-Delivery-Platform,Food Delivery Platform,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-030-Organic-Food-Brand,Organic Food Brand,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-031-Vegan-Food-Company,Vegan Food Company,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-032-Keto-Meal-Service,Keto Meal Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-033-Food-Photography-Service,Food Photography Service,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-034-Restaurant-Consulting,Restaurant Consulting,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FH-035-Food-Safety-Training,Food Safety Training,FH,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-001-Gym,Gym,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-002-Boutique-Fitness-Studio,Boutique Fitness Studio,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-003-Personal-Training-Studio,Personal Training Studio,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-004-Women-Only-Gym,Women Only Gym,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-005-Boxing-Gym,Boxing Gym,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-006-CrossFit-Gym,Crossfit Gym,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-007-Luxury-Fitness-Club,Luxury Fitness Club,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
FS-008-Online-Coaching,Online Coaching,FS,shared-kernels|genixbank-financial-system|iza-os-financial-core|iza-os-analytics|iza-os-hr-core,deployment-orchestrator|iza-os-api-gateway|iza-os-cybersecurity-monitoring-bot,5
