venture_id,name,sector,stage,status,repository_url,revenue_ytd,costs_mom,staff_count,blockers,next_action
FIN-023-Investment-Portfolio-AI,Investment Portfolio Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,,,,,
FIN-024-Crowdfunding-AI,Crowdfunding Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,,,,,
FIN-025-Escrow-Automation,Escrow Automation,financial,planned,planned,https://github.com/Worldwidebro/fin-025-escrow-automation,,,,,
FIN-026-Financial-Compliance-Scanner,Financial Compliance Scanner,financial,planned,planned,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,,,,,
FIN-027-Patent-Writer-AI,Patent Writer Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-027-patent-writer-ai,,,,,
FIN-028-Legal-Analyzer-AI,Legal Analyzer Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,,,,,
FIN-029-Compliance-Wallet-SaaS,Compliance Wallet Saas,financial,planned,planned,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,,,,,
FIN-030-Local-SEO-Ranker-AI,Local Seo Ranker Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,,,,,
FIN-031-Investor-Dashboard-Builder,Investor Dashboard Builder,financial,planned,planned,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,,,,,
FIN-032-Legal-Toolkit-AI,Legal Toolkit Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,,,,,
FIN-033-AI-Tax-Preparation-Service,Ai Tax Preparation Service,financial,planned,planned,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,,,,,
FIN-034-Payroll-Automation,Payroll Automation,financial,planned,planned,https://github.com/Worldwidebro/fin-034-payroll-automation,,,,,
FIN-035-Insurance-Underwriting-AI,Insurance Underwriting Ai,financial,planned,planned,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai,,,,,
FIN-036-Arbitrage-Nexus-Platform,Arbitrage Nexus Platform,financial,growth,active,https://github.com/Worldwidebro/fin-036-arbitrage-nexus-platform,,,,,
BW-001-Lash-Extension-Studio,Lash Extension Studio,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-001-lash-extension-studio,,,,,
BW-002-Mobile-Lash-Service,Mobile Lash Service,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-002-mobile-lash-service,,,,,
BW-003-Luxury-Lash-Bar,Luxury Lash Bar,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-003-luxury-lash-bar,,,,,
BW-004-Lash-Training-Academy,Lash Training Academy,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-004-lash-training-academy,,,,,
BW-005-Lash-Supply-Company,Lash Supply Company,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-005-lash-supply-company,,,,,
BW-006-Lash-Glue-Brand,Lash Glue Brand,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-006-lash-glue-brand,,,,,
BW-007-Lash-Kits-&-Tools,Lash Kits & Tools,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-007-lash-kits-&-tools,,,,,
BW-008-Private-Label-Lashes,Private Label Lashes,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-008-private-label-lashes,,,,,
BW-009-Franchise-Lash-Salons,Franchise Lash Salons,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-009-franchise-lash-salons,,,,,
BW-010-Online-Lash-Education,Online Lash Education,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-010-online-lash-education,,,,,
BW-011-Nail-Salon,Nail Salon,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-011-nail-salon,,,,,
BW-012-Mobile-Nail-Tech,Mobile Nail Tech,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-012-mobile-nail-tech,,,,,
BW-013-Luxury-Nail-Spa,Luxury Nail Spa,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-013-luxury-nail-spa,,,,,
BW-014-Press-On-Nail-Brand,Press On Nail Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-014-press-on-nail-brand,,,,,
BW-015-Nail-Art-Studio,Nail Art Studio,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-015-nail-art-studio,,,,,
BW-016-Nail-Polish-Brand,Nail Polish Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-016-nail-polish-brand,,,,,
BW-017-Nail-Care-Products,Nail Care Products,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-017-nail-care-products,,,,,
BW-018-Nail-Booking-Marketplace,Nail Booking Marketplace,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-018-nail-booking-marketplace,,,,,
BW-019-Salon-Management-Software,Salon Management Software,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-019-salon-management-software,,,,,
BW-020-AI-Nail-Design-Generator,Ai Nail Design Generator,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-020-ai-nail-design-generator,,,,,
BW-021-Hair-Salon,Hair Salon,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-021-hair-salon,,,,,
BW-022-Barbershop,Barbershop,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-022-barbershop,,,,,
BW-023-Mobile-Hairstyling,Mobile Hairstyling,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-023-mobile-hairstyling,,,,,
BW-024-Hair-Braiding-Studio,Hair Braiding Studio,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-024-hair-braiding-studio,,,,,
BW-025-Wig-Installation-Studio,Wig Installation Studio,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-025-wig-installation-studio,,,,,
BW-026-Hair-Extension-Salon,Hair Extension Salon,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-026-hair-extension-salon,,,,,
BW-027-Hair-Care-Line,Hair Care Line,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-027-hair-care-line,,,,,
BW-028-Wig-Brand,Wig Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-028-wig-brand,,,,,
BW-029-Hair-Extensions-Brand,Hair Extensions Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-029-hair-extensions-brand,,,,,
BW-030-Scalp-Treatment-Products,Scalp Treatment Products,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-030-scalp-treatment-products,,,,,
BW-031-Hair-Marketplace,Hair Marketplace,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-031-hair-marketplace,,,,,
BW-032-Stylist-Booking-Platform,Stylist Booking Platform,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-032-stylist-booking-platform,,,,,
BW-033-AI-Hairstyle-Simulator,Ai Hairstyle Simulator,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-033-ai-hairstyle-simulator,,,,,
BW-034-Salon-Franchise-Chain,Salon Franchise Chain,beauty-wellness,planned,planned,https://github.com/Worldwidebro/bw-034-salon-franchise-chain,,,,,
BW-035-Makeup-Studio,Makeup Studio,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-035-makeup-studio,,,,,
BW-036-Bridal-Makeup-Service,Bridal Makeup Service,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-036-bridal-makeup-service,,,,,
BW-037-Mobile-Makeup-Artist,Mobile Makeup Artist,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-037-mobile-makeup-artist,,,,,
BW-038-Photoshoot-Makeup-Team,Photoshoot Makeup Team,beauty-wellness,validation,validation,https://github.com/Worldwidebro/bw-038-photoshoot-makeup-team,,,,,
BW-039-Cosmetics-Brand,Cosmetics Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-039-cosmetics-brand,,,,,
BW-040-Beauty-Tools-Brand,Beauty Tools Brand,beauty-wellness,mvp,development,https://github.com/Worldwidebro/bw-040-beauty-tools-brand,,,,,
FH-001-Personal-Chef-Service,Personal Chef Service,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-001-personal-chef-service,,,,,
FH-002-Meal-Prep-Delivery,Meal Prep Delivery,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-002-meal-prep-delivery,,,,,
FH-003-Private-Dinner-Experiences,Private Dinner Experiences,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-003-private-dinner-experiences,,,,,
FH-004-Catering-Company,Catering Company,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-004-catering-company,,,,,
FH-005-Corporate-Lunch-Service,Corporate Lunch Service,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-005-corporate-lunch-service,,,,,
FH-006-Healthy-Meal-Prep-for-Gyms,Healthy Meal Prep For Gyms,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-006-healthy-meal-prep-for-gyms,,,,,
FH-007-Elderly-Meal-Service,Elderly Meal Service,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-007-elderly-meal-service,,,,,
FH-008-Athlete-Nutrition-Service,Athlete Nutrition Service,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-008-athlete-nutrition-service,,,,,
FH-009-Packaged-Food-Brand,Packaged Food Brand,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-009-packaged-food-brand,,,,,
FH-010-Frozen-Meals-Company,Frozen Meals Company,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-010-frozen-meals-company,,,,,
FH-011-Sauce-or-Seasoning-Brand,Sauce Or Seasoning Brand,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-011-sauce-or-seasoning-brand,,,,,
FH-012-Protein-Snacks-Brand,Protein Snacks Brand,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-012-protein-snacks-brand,,,,,
FH-013-Meal-Kit-Company,Meal Kit Company,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-013-meal-kit-company,,,,,
FH-014-Cloud-Kitchen-,Cloud Kitchen ,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-014-cloud-kitchen-,,,,,
FH-015-AI-Nutrition-Planner,Ai Nutrition Planner,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-015-ai-nutrition-planner,,,,,
FH-016-Recipe-App,Recipe App,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-016-recipe-app,,,,,
FH-017-Cooking-Content-Brand,Cooking Content Brand,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-017-cooking-content-brand,,,,,
FH-018-Food-Influencer-Brand,Food Influencer Brand,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-018-food-influencer-brand,,,,,
FH-019-Cooking-Course-Platform,Cooking Course Platform,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-019-cooking-course-platform,,,,,
FH-020-Restaurant-POS-System,Restaurant Pos System,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-020-restaurant-pos-system,,,,,
FH-021-Food-Truck-Business,Food Truck Business,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-021-food-truck-business,,,,,
FH-022-Specialty-Coffee-Shop,Specialty Coffee Shop,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-022-specialty-coffee-shop,,,,,
FH-023-Bakery-&-Pastry-Shop,Bakery & Pastry Shop,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-023-bakery-&-pastry-shop,,,,,
FH-024-Juice-Bar,Juice Bar,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-024-juice-bar,,,,,
FH-025-Ice-Cream-Shop,Ice Cream Shop,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-025-ice-cream-shop,,,,,
FH-026-Gourmet-Food-Market,Gourmet Food Market,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-026-gourmet-food-market,,,,,
FH-027-Food-Delivery-Platform,Food Delivery Platform,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-027-food-delivery-platform,,,,,
FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-028-restaurant-management-saas,,,,,
FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,food-hospitality,planned,planned,https://github.com/Worldwidebro/fh-029-food-quality-testing-lab,,,,,
FH-030-Organic-Food-Brand,Organic Food Brand,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-030-organic-food-brand,,,,,
FH-031-Vegan-Food-Company,Vegan Food Company,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-031-vegan-food-company,,,,,
FH-032-Keto-Meal-Service,Keto Meal Service,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-032-keto-meal-service,,,,,
FH-033-Food-Photography-Service,Food Photography Service,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-033-food-photography-service,,,,,
FH-034-Restaurant-Consulting,Restaurant Consulting,food-hospitality,mvp,development,https://github.com/Worldwidebro/fh-034-restaurant-consulting,,,,,
FH-035-Food-Safety-Training,Food Safety Training,food-hospitality,validation,validation,https://github.com/Worldwidebro/fh-035-food-safety-training,,,,,
FS-001-Gym,Gym,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-001-gym,,,,,
FS-002-Boutique-Fitness-Studio,Boutique Fitness Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-002-boutique-fitness-studio,,,,,
FS-003-Personal-Training-Studio,Personal Training Studio,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-003-personal-training-studio,,,,,
FS-004-Women-Only-Gym,Women Only Gym,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-004-women-only-gym,,,,,
FS-005-Boxing-Gym,Boxing Gym,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-005-boxing-gym,,,,,
FS-006-CrossFit-Gym,Crossfit Gym,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-006-crossfit-gym,,,,,
FS-007-Luxury-Fitness-Club,Luxury Fitness Club,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-007-luxury-fitness-club,,,,,
FS-008-Online-Coaching,Online Coaching,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-008-online-coaching,,,,,
FS-009-Personal-Trainer-Business,Personal Trainer Business,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-009-personal-trainer-business,,,,,
FS-010-Transformation-Program,Transformation Program,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-010-transformation-program,,,,,
FS-011-Athlete-Training-Company,Athlete Training Company,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-011-athlete-training-company,,,,,
FS-012-Supplement-Brand,Supplement Brand,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-012-supplement-brand,,,,,
FS-013-Fitness-Apparel,Fitness Apparel,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-013-fitness-apparel,,,,,
FS-014-Workout-Equipment-Brand,Workout Equipment Brand,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-014-workout-equipment-brand,,,,,
FS-015-Recovery-Products,Recovery Products,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-015-recovery-products,,,,,
FS-016-Fitness-App,Fitness App,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-016-fitness-app,,,,,
FS-017-AI-Personal-Trainer,Ai Personal Trainer,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-017-ai-personal-trainer,,,,,
FS-018-Gym-Management-Software,Gym Management Software,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-018-gym-management-software,,,,,
FS-019-Wearable-Analytics-Platform,Wearable Analytics Platform,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-019-wearable-analytics-platform,,,,,
FS-020-Yoga-Studio,Yoga Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-020-yoga-studio,,,,,
FS-021-Pilates-Studio,Pilates Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-021-pilates-studio,,,,,
FS-022-Dance-Studio,Dance Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-022-dance-studio,,,,,
FS-023-Martial-Arts-Dojo,Martial Arts Dojo,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-023-martial-arts-dojo,,,,,
FS-024-Sports-Performance-Center,Sports Performance Center,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-024-sports-performance-center,,,,,
FS-025-Corporate-Wellness-Program,Corporate Wellness Program,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-025-corporate-wellness-program,,,,,
LT-001-Truck-Dispatch-Company,Truck Dispatch Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-001-truck-dispatch-company,,,,,
LT-002-Freight-Brokerage,Freight Brokerage,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-002-freight-brokerage,,,,,
LT-003-Logistics-Dispatch-Service,Logistics Dispatch Service,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-003-logistics-dispatch-service,,,,,
LT-004-Last-Mile-Delivery-Dispatch,Last Mile Delivery Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-004-last-mile-delivery-dispatch,,,,,
LT-005-Medical-Courier-Dispatch,Medical Courier Dispatch,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-005-medical-courier-dispatch,,,,,
LT-006-Amazon,Amazon,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-006-amazon,,,,,
LT-007-Construction-Dispatch,Construction Dispatch,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-007-construction-dispatch,,,,,
LT-008-Towing-Dispatch,Towing Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-008-towing-dispatch,,,,,
LT-009-HVAC-Technician-Dispatch,Hvac Technician Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-009-hvac-technician-dispatch,,,,,
LT-010-Field-Service-Dispatch,Field Service Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-010-field-service-dispatch,,,,,
LT-011-Dispatch-Software,Dispatch Software,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-011-dispatch-software,,,,,
LT-012-Fleet-Tracking-Platform,Fleet Tracking Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-012-fleet-tracking-platform,,,,,
LT-013-Logistics-Automation-System,Logistics Automation System,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-013-logistics-automation-system,,,,,
LT-014-AI-Route-Optimization,Ai Route Optimization,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-014-ai-route-optimization,,,,,
LT-015-Driver-Management-Platform,Driver Management Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-015-driver-management-platform,,,,,
LT-016-Trucking-Company,Trucking Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-016-trucking-company,,,,,
LT-017-Courier-Service,Courier Service,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-017-courier-service,,,,,
LT-018-Local-Delivery-Company,Local Delivery Company,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-018-local-delivery-company,,,,,
LT-019-Moving-Company,Moving Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-019-moving-company,,,,,
LT-020-Freight-Company,Freight Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-020-freight-company,,,,,
LT-021-Warehouse-Company,Warehouse Company,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-021-warehouse-company,,,,,
LT-022-Fulfillment-Center,Fulfillment Center,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-022-fulfillment-center,,,,,
LT-023-Storage-Business,Storage Business,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-023-storage-business,,,,,
LT-024-Distribution-Company,Distribution Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-024-distribution-company,,,,,
LT-025-Logistics-Marketplace,Logistics Marketplace,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-025-logistics-marketplace,,,,,
LT-026-Shipping-Platform,Shipping Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-026-shipping-platform,,,,,
LT-027-Fleet-Management-SaaS,Fleet Management Saas,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-027-fleet-management-saas,,,,,
LT-028-Freight-AI-Optimization,Freight Ai Optimization,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-028-freight-ai-optimization,,,,,
LT-029-Supply-Chain-Analytics,Supply Chain Analytics,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-029-supply-chain-analytics,,,,,
LT-030-Cold-Chain-Logistics,Cold Chain Logistics,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-030-cold-chain-logistics,,,,,
PS-001-Business-Consulting,Business Consulting,professional-services,mvp,development,https://github.com/Worldwidebro/ps-001-business-consulting,,,,,
PS-002-Legal-Services,Legal Services,professional-services,validation,validation,https://github.com/Worldwidebro/ps-002-legal-services,,,,,
PS-003-Accounting-Services,Accounting Services,professional-services,mvp,development,https://github.com/Worldwidebro/ps-003-accounting-services,,,,,
PS-004-HR-Consulting,Hr Consulting,professional-services,validation,validation,https://github.com/Worldwidebro/ps-004-hr-consulting,,,,,
PS-005-Marketing-Agency,Marketing Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-005-marketing-agency,,,,,
PS-006-Web-Design-Agency,Web Design Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-006-web-design-agency,,,,,
PS-007-IT-Support-Services,It Support Services,professional-services,mvp,development,https://github.com/Worldwidebro/ps-007-it-support-services,,,,,
PS-008-Virtual-Assistant-Service,Virtual Assistant Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-008-virtual-assistant-service,,,,,
PS-009-Bookkeeping-Service,Bookkeeping Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-009-bookkeeping-service,,,,,
PS-010-Tax-Preparation-Service,Tax Preparation Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-010-tax-preparation-service,,,,,
PS-011-Real-Estate-Agency,Real Estate Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-011-real-estate-agency,,,,,
PS-012-Insurance-Agency,Insurance Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-012-insurance-agency,,,,,
PS-013-Financial-Planning,Financial Planning,professional-services,mvp,development,https://github.com/Worldwidebro/ps-013-financial-planning,,,,,
PS-014-Event-Planning,Event Planning,professional-services,validation,validation,https://github.com/Worldwidebro/ps-014-event-planning,,,,,
PS-015-Interior-Design,Interior Design,professional-services,validation,validation,https://github.com/Worldwidebro/ps-015-interior-design,,,,,
PS-016-Photography-Service,Photography Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-016-photography-service,,,,,
PS-017-Videography-Service,Videography Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-017-videography-service,,,,,
PS-018-Translation-Services,Translation Services,professional-services,validation,validation,https://github.com/Worldwidebro/ps-018-translation-services,,,,,
PS-019-Copywriting-Service,Copywriting Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-019-copywriting-service,,,,,
PS-020-Social-Media-Management,Social Media Management,professional-services,mvp,development,https://github.com/Worldwidebro/ps-020-social-media-management,,,,,
PS-021-SEO-Agency,Seo Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-021-seo-agency,,,,,
PS-022-PPC-Management,Ppc Management,professional-services,mvp,development,https://github.com/Worldwidebro/ps-022-ppc-management,,,,,
PS-023-PR-Agency,Pr Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-023-pr-agency,,,,,
PS-024-Recruiting-Agency,Recruiting Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-024-recruiting-agency,,,,,
PS-025-Business-Brokerage,Business Brokerage,professional-services,planned,planned,https://github.com/Worldwidebro/ps-025-business-brokerage,,,,,
MC-001-YouTube-Channel-Network,Youtube Channel Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-001-youtube-channel-network,,,,,
MC-002-Podcast-Network,Podcast Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-002-podcast-network,,,,,
MC-003-Blog-Network,Blog Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-003-blog-network,,,,,
MC-004-Influencer-Agency,Influencer Agency,media-content,validation,validation,https://github.com/Worldwidebro/mc-004-influencer-agency,,,,,
MC-005-Content-Creation-Studio,Content Creation Studio,media-content,mvp,development,https://github.com/Worldwidebro/mc-005-content-creation-studio,,,,,
