File,Size,Modified,Full Path
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/Scripts/._audit_ventures.py
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/Scripts/._run_audit.py
/Volumes/T7,5.0K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/Scripts/audit_ventures.py
/Volumes/T7,3.7K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/Scripts/run_audit.py
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/SQL/._phase1_audit.sql
/Volumes/T7,529B,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/07_AUTOMATIONS/SQL/phase1_audit.sql
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/08_RESEARCH/Ventures-Data/._product_audit_results.json
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/08_RESEARCH/Ventures-Data/._task-8-audit-trail.json
/Volumes/T7,208B,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/08_RESEARCH/Ventures-Data/product_audit_results.json
/Volumes/T7,2.7K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/08_RESEARCH/Ventures-Data/task-8-audit-trail.json
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/10_VENTURES/SaaS_Ventures/ent-venture-001-hrms/._registry_loader.py
/Volumes/T7,8.0K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/10_VENTURES/SaaS_Ventures/ent-venture-001-hrms/registry_loader.py
/Volumes/T7,4.0K,Sep 1 10:41,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/campaign-factory/registries/._campaign-registry.json
/Volumes/T7,7.8K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/Influence-Venture-Business-OS/STRATEGY_LAYERS/WORLDWIDEBRO-OS/campaign-factory/registries/campaign-registry.json
/Volumes/T7,4.0K,Sep 1 10:40,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/registries/archive/._components-registry.json
/Volumes/T7,10K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/08-DATA/registries/archive/components-registry.json
/Volumes/T7,4.0K,Sep 1 10:40,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/REGISTRIES/._repository_registry_pilot.csv
/Volumes/T7,4.0K,Sep 1 10:40,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/REGISTRIES/._repository_registry_pilot.json
/Volumes/T7,542K,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/REGISTRIES/repository_registry_pilot.csv
/Volumes/T7,1.5M,Jul 12 17:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.claude/worktrees/agent-ac65ac3629807bab2/WORLDWIDEBRO-OS/REGISTRIES/repository_registry_pilot.json
/Volumes/T7,4.0K,Sep 1 10:39,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.obsidian/plugins/obsidian-mind/.claude/commands/._om-vault-audit.md
/Volumes/T7,5.8K,Jun 19 11:04,/Volumes/T7 Shield/ObsidianWorldwidebroVault/07-KNOWLEDGE/documents/.obsidian/plugins/obsidian-mind/.claude/commands/om-vault-audit.md
/Volumes/T7,4.0K,Sep 1 10:05,/Volumes/T7 Shield/ObsidianWorldwidebroVault/11-CAPABILITIES/._.registry
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/._registry
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/._teamwork_preview_auditor_m2
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/._teamwork_preview_auditor_m2_gen4
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/._teamwork_preview_auditor_m2_v2
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/._teamwork_preview_auditor_m2_v3
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/._victory_auditor
/Volumes/T7,4.0K,Sep 1 10:42,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/victory_auditor/._audit_report.md
/Volumes/T7,4.3K,Aug 26 23:24,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/.agents/victory_auditor/audit_report.md
/Volumes/T7,4.0K,Sep 1 10:43,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/customer-portal/._audit_logs.html
/Volumes/T7,1.9K,Aug 26 23:24,/Volumes/T7 Shield/ObsidianWorldwidebroVault/19-PROJECTS/active/lt-005-app/customer-portal/audit_logs.html
/Volumes/T7,4.0K,Sep 1 10:05,/Volumes/T7 Shield/ObsidianWorldwidebroVault/31-SECURITY/._audits
/Volumes/T7,4.0K,Sep 1 09:28,/Volumes/T7 Shield/ObsidianWorldwidebroVault/99-INBOX/mnt/mac-studio-t7/Civilization OS/vault-backups/obsidian-vault-backup-20260306/Repository-Knowledge-Graph/Starred-Repos/._awesome-mcp-registry (from ObsidianVault).md
/Volumes/T7,4.0K,Sep 1 09:28,/Volumes/T7 Shield/ObsidianWorldwidebroVault/99-INBOX/mnt/mac-studio-t7/Civilization OS/vault-backups/obsidian-vault-backup-20260306/Repository-Knowledge-Graph/Starred-Repos/._awesome-mcp-registry.md
/Volumes/T7,1.0K,Mar 6 13:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/99-INBOX/mnt/mac-studio-t7/Civilization OS/vault-backups/obsidian-vault-backup-20260306/Repository-Knowledge-Graph/Starred-Repos/awesome-mcp-registry (from ObsidianVault).md
/Volumes/T7,1.0K,Mar 6 13:00,/Volumes/T7 Shield/ObsidianWorldwidebroVault/99-INBOX/mnt/mac-studio-t7/Civilization OS/vault-backups/obsidian-vault-backup-20260306/Repository-Knowledge-Graph/Starred-Repos/awesome-mcp-registry.md
/Volumes/T7,4.0K,Sep 1 09:05,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/cloud.google.com/go/iam@v1.6.0/admin/apiv1/adminpb/._audit_data.pb.go
/Volumes/T7,9.2K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/cloud.google.com/go/iam@v1.6.0/admin/apiv1/adminpb/audit_data.pb.go
/Volumes/T7,4.0K,Sep 1 09:15,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/anthropics/anthropic-sdk-go@v1.37.0/internal/apijson/._registry.go
/Volumes/T7,1.5K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/anthropics/anthropic-sdk-go@v1.37.0/internal/apijson/registry.go
/Volumes/T7,4.0K,Sep 1 09:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow-go/v18@v18.4.0/arrow/compute/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow-go/v18@v18.4.0/arrow/compute/._registry.go
/Volumes/T7,6.0K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow-go/v18@v18.4.0/arrow/compute/registry_test.go
/Volumes/T7,4.9K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow-go/v18@v18.4.0/arrow/compute/registry.go
/Volumes/T7,4.0K,Sep 1 09:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow/go/v15@v15.0.2/arrow/compute/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:25,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow/go/v15@v15.0.2/arrow/compute/._registry.go
/Volumes/T7,6.0K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow/go/v15@v15.0.2/arrow/compute/registry_test.go
/Volumes/T7,4.9K,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/apache/arrow/go/v15@v15.0.2/arrow/compute/registry.go
/Volumes/T7,4.0K,Sep 1 09:22,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/data/patterns/._audit_consent
/Volumes/T7,4.0K,Sep 1 09:22,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/data/patterns/._audit_transparency
/Volumes/T7,4.0K,Sep 1 09:21,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/core/._plugin_registry_test.go
/Volumes/T7,4.0K,Sep 1 09:21,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/core/._plugin_registry.go
/Volumes/T7,7.3K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/core/plugin_registry_test.go
/Volumes/T7,19K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/core/plugin_registry.go
/Volumes/T7,4.0K,Sep 1 09:21,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/plugins/template/._extension_registry_test.go
/Volumes/T7,4.0K,Sep 1 09:21,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/plugins/template/._extension_registry.go
/Volumes/T7,2.0K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/plugins/template/extension_registry_test.go
/Volumes/T7,8.7K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/danielmiessler/fabric@v1.4.451/internal/plugins/template/extension_registry.go
/Volumes/T7,4.0K,Sep 1 09:16,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/elastic/go-elasticsearch/v9@v9.3.1/typedapi/types/._audit.go
/Volumes/T7,2.0K,Apr 24 18:13,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/elastic/go-elasticsearch/v9@v9.3.1/typedapi/types/audit.go
/Volumes/T7,4.0K,Sep 1 09:19,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/claude-plugin/commands/._audit.md
/Volumes/T7,955B,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/claude-plugin/commands/audit.md
/Volumes/T7,4.0K,Sep 1 09:19,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/cmd/bd/._audit.go
/Volumes/T7,4.8K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/cmd/bd/audit.go
/Volumes/T7,4.0K,Sep 1 09:20,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/docs/._audit-sync-mode-complexity.md
/Volumes/T7,9.3K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/docs/audit-sync-mode-complexity.md
/Volumes/T7,4.0K,Sep 1 09:19,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/._audit
/Volumes/T7,4.0K,Sep 1 09:20,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/audit/._audit_test.go
/Volumes/T7,4.0K,Sep 1 09:20,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/audit/._audit.go
/Volumes/T7,1.3K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/audit/audit_test.go
/Volumes/T7,4.1K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/audit/audit.go
/Volumes/T7,4.0K,Sep 1 09:19,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/tracker/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:19,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/tracker/._registry.go
/Volumes/T7,1.7K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/tracker/registry_test.go
/Volumes/T7,1.3K,Apr 24 18:09,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/gastownhall/beads@v1.0.2/internal/tracker/registry.go
/Volumes/T7,4.0K,Sep 1 09:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/._registry.go
/Volumes/T7,4.0K,Sep 1 09:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/ifaces/._registry_iface.go
/Volumes/T7,4.0K,Sep 1 09:18,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/ifaces/._registry_ifaces_test.go
/Volumes/T7,2.1K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/ifaces/registry_iface.go
/Volumes/T7,1.6K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/ifaces/registry_ifaces_test.go
/Volumes/T7,18K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/registry_test.go
/Volumes/T7,7.3K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/go-openapi/swag/jsonutils@v0.26.0/adapters/registry.go
/Volumes/T7,4.0K,Sep 1 09:24,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/golang-sql/sqlexp@v0.1.0/._registry.go
/Volumes/T7,367B,Apr 24 18:14,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/golang-sql/sqlexp@v0.1.0/registry.go
/Volumes/T7,4.0K,Sep 1 09:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/hashicorp/vault/api@v1.23.0/._sys_audit.go
/Volumes/T7,4.2K,Apr 21 14:30,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/hashicorp/vault/api@v1.23.0/sys_audit.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/cmd/launch/._registry_test_helpers_test.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/cmd/launch/._registry.go
/Volumes/T7,523B,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/cmd/launch/registry_test_helpers_test.go
/Volumes/T7,11K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/cmd/launch/registry.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/._registry
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/._registry_synctest_test.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/._registry_test.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/._registry.go
/Volumes/T7,1.3K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/registry_synctest_test.go
/Volumes/T7,27K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/registry_test.go
/Volumes/T7,31K,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/client/ollama/registry.go
/Volumes/T7,4.0K,Sep 1 09:23,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/registry/testdata/._registry.txt
/Volumes/T7,728B,Apr 24 18:17,/Volumes/T7 Shield/ObsidianWorldwidebroVault/go/pkg/mod/github.com/ollama/ollama@v0.21.1/server/internal/registry/testdata/registry.txt
