Filename,Size,Modified,Category,Path
._cloudauditlogging.pb.go,N/A,2026-09-01 09:09,._cloudauditlogging.pb.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._cloudauditlogging.pb.go
._components-registry.json,N/A,2026-09-01 10:40,._components-registry.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._components-registry.json
._entity_registry,N/A,2026-09-01 10:41,._entity_registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._entity_registry
._extension_registry_test.go,N/A,2026-09-01 09:21,._extension_registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._extension_registry_test.go
._extension_registry.go,N/A,2026-09-01 09:21,._extension_registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._extension_registry.go
._load_entity_registry.py,N/A,2026-09-01 10:41,._load_entity_registry.py,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._load_entity_registry.py
._mem%3Aaudit.bin,N/A,2026-09-01 10:41,._mem%Aaudit.bin,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._mem%3Aaudit.bin
._metricregistry_test.go,N/A,2026-09-01 09:07,._metricregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricregistry_test.go
._metricregistry_test.go,N/A,2026-09-01 09:07,._metricregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricregistry_test.go
._metricregistry.go,N/A,2026-09-01 09:07,._metricregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricregistry.go
._metricregistry.go,N/A,2026-09-01 09:07,._metricregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricregistry.go
._metricsregistry_test.go,N/A,2026-09-01 09:07,._metricsregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricsregistry_test.go
._metricsregistry_test.go,N/A,2026-09-01 09:08,._metricsregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._metricsregistry_test.go
._mgoregistry_test.go,N/A,2026-09-01 09:10,._mgoregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._mgoregistry_test.go
._mgoregistry_test.go,N/A,2026-09-01 09:10,._mgoregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._mgoregistry_test.go
._mgoregistry.go,N/A,2026-09-01 09:10,._mgoregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._mgoregistry.go
._mgoregistry.go,N/A,2026-09-01 09:10,._mgoregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._mgoregistry.go
._om-vault-audit.md,N/A,2026-09-01 10:39,._om-vault-audit.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._om-vault-audit.md
._phase1_audit.sql,N/A,2026-09-01 10:41,._phase_audit.sql,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._phase1_audit.sql
._pipeline_registry_test.go,N/A,2026-09-01 09:05,._pipeline_registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._pipeline_registry_test.go
._plugin_registry_test.go,N/A,2026-09-01 09:21,._plugin_registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._plugin_registry_test.go
._plugin_registry.go,N/A,2026-09-01 09:21,._plugin_registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._plugin_registry.go
._product_audit_results.json,N/A,2026-09-01 10:41,._product_audit_results.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._product_audit_results.json
._protoregistry,N/A,2026-09-01 09:09,._protoregistry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._protoregistry
._protoregistry,N/A,2026-09-01 09:09,._protoregistry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._protoregistry
._registry_examples_test.go,N/A,2026-09-01 09:10,._registry_examples_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_examples_test.go
._registry_examples_test.go,N/A,2026-09-01 09:10,._registry_examples_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_examples_test.go
._registry_examples_test.go,N/A,2026-09-01 09:10,._registry_examples_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_examples_test.go
._registry_iface.go,N/A,2026-09-01 09:18,._registry_iface.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_iface.go
._registry_ifaces_test.go,N/A,2026-09-01 09:18,._registry_ifaces_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_ifaces_test.go
._registry_loader.py,N/A,2026-09-01 10:41,._registry_loader.py,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_loader.py
._registry_synctest_test.go,N/A,2026-09-01 09:23,._registry_synctest_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_synctest_test.go
._registry_test_helpers_test.go,N/A,2026-09-01 09:23,._registry_test_helpers_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test_helpers_test.go
._registry_test.go,N/A,2026-09-01 09:06,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:09,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:09,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:09,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:09,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:10,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:10,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:10,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:12,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:12,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:13,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:14,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:15,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:15,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:18,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:19,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:23,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:24,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:25,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry_test.go,N/A,2026-09-01 09:25,._registry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry_test.go
._registry,N/A,2026-09-01 09:06,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:09,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:10,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:12,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:12,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:13,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:14,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:15,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:15,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:23,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 09:26,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry,N/A,2026-09-01 10:42,._registry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry
._registry.go,N/A,2026-09-01 09:06,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:09,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:09,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:10,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:15,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:17,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:18,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:19,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:23,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:23,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:24,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:24,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:25,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:25,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.go,N/A,2026-09-01 09:25,._registry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.go
._registry.txt,N/A,2026-09-01 09:23,._registry.txt,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._registry.txt
._repository_registry_pilot.csv,N/A,2026-09-01 10:40,._repository_registry_pilot.csv,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._repository_registry_pilot.csv
._repository_registry_pilot.json,N/A,2026-09-01 10:40,._repository_registry_pilot.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._repository_registry_pilot.json
._run_audit.py,N/A,2026-09-01 10:41,._run_audit.py,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._run_audit.py
._security-ai-generated-code-auditor.md,N/A,2026-09-01 09:26,._security-ai-generated-code-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-ai-generated-code-auditor.md
._security-ai-generated-code-auditor.md,N/A,2026-09-01 09:28,._security-ai-generated-code-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-ai-generated-code-auditor.md
._security-blockchain-security-auditor.md,N/A,2026-09-01 09:26,._security-blockchain-security-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-blockchain-security-auditor.md
._security-blockchain-security-auditor.md,N/A,2026-09-01 09:28,._security-blockchain-security-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-blockchain-security-auditor.md
._security-compliance-auditor.md,N/A,2026-09-01 09:26,._security-compliance-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-compliance-auditor.md
._security-compliance-auditor.md,N/A,2026-09-01 09:28,._security-compliance-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._security-compliance-auditor.md
._sys_audit.go,N/A,2026-09-01 09:17,._sys_audit.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._sys_audit.go
._task-8-audit-trail.json,N/A,2026-09-01 10:41,._task--audit-trail.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._task-8-audit-trail.json
._teamwork_preview_auditor_m2_gen4,N/A,2026-09-01 10:42,._teamwork_preview_auditor_m_gen,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._teamwork_preview_auditor_m2_gen4
._teamwork_preview_auditor_m2_v2,N/A,2026-09-01 10:42,._teamwork_preview_auditor_m_v,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._teamwork_preview_auditor_m2_v2
._teamwork_preview_auditor_m2_v3,N/A,2026-09-01 10:42,._teamwork_preview_auditor_m_v,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._teamwork_preview_auditor_m2_v3
._teamwork_preview_auditor_m2,N/A,2026-09-01 10:42,._teamwork_preview_auditor_m,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._teamwork_preview_auditor_m2
._tech_ventures_registry.csv,N/A,2026-09-01 10:41,._tech_ventures_registry.csv,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._tech_ventures_registry.csv
._testing-accessibility-auditor.md,N/A,2026-09-01 09:26,._testing-accessibility-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._testing-accessibility-auditor.md
._testing-accessibility-auditor.md,N/A,2026-09-01 09:28,._testing-accessibility-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._testing-accessibility-auditor.md
._venture-auditor.md,N/A,2026-09-01 10:40,._venture-auditor.md,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._venture-auditor.md
._victory_auditor,N/A,2026-09-01 10:42,._victory_auditor,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._victory_auditor
._xdslbregistry_test.go,N/A,2026-09-01 09:07,._xdslbregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry_test.go
._xdslbregistry_test.go,N/A,2026-09-01 09:07,._xdslbregistry_test.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry_test.go
._xdslbregistry,N/A,2026-09-01 09:07,._xdslbregistry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry
._xdslbregistry,N/A,2026-09-01 09:07,._xdslbregistry,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry
._xdslbregistry.go,N/A,2026-09-01 09:07,._xdslbregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry.go
._xdslbregistry.go,N/A,2026-09-01 09:07,._xdslbregistry.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/._xdslbregistry.go
acp-registry-cache.json,N/A,2026-08-27 19:53,acp-registry-cache.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/acp-registry-cache.json
agentregistry-api.json,N/A,2026-04-24 18:13,agentregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/agentregistry-api.json
agentregistry-api.json,N/A,2026-04-24 18:17,agentregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/agentregistry-api.json
agentregistry-gen.go,N/A,2026-04-24 18:13,agentregistry-gen.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/agentregistry-gen.go
agentregistry-gen.go,N/A,2026-04-24 18:17,agentregistry-gen.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/agentregistry-gen.go
apigeeregistry-api.json,N/A,2026-04-24 18:13,apigeeregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/apigeeregistry-api.json
apigeeregistry-api.json,N/A,2026-04-24 18:17,apigeeregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/apigeeregistry-api.json
apigeeregistry-gen.go,N/A,2026-04-24 18:13,apigeeregistry-gen.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/apigeeregistry-gen.go
apigeeregistry-gen.go,N/A,2026-04-24 18:17,apigeeregistry-gen.go,/Volumes/T7 Shield/ObsidianWorldwidebroVault/apigeeregistry-gen.go
artifactregistry-api.json,N/A,2026-04-24 18:13,artifactregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/artifactregistry-api.json
artifactregistry-api.json,N/A,2026-04-24 18:13,artifactregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/artifactregistry-api.json
artifactregistry-api.json,N/A,2026-04-24 18:13,artifactregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/artifactregistry-api.json
artifactregistry-api.json,N/A,2026-04-24 18:17,artifactregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/artifactregistry-api.json
artifactregistry-api.json,N/A,2026-04-24 18:17,artifactregistry-api.json,/Volumes/T7 Shield/ObsidianWorldwidebroVault/artifactregistry-api.json
